Run Name,Alphachymotrypsinogen_20%Isocratic_TestRun1
Run Date,04:01:23 PM   01-25-23
Method Name,TA_IsocraticRun_20%
Export Format Version, 1.00
Method ID, 4023
Points/Second, 1.00
Number of Records,    720
Offset from Run Start Time,00:00:00
Run End Time,00:12:00
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,Volume
     0.0,0.001063, 20,  24.162,     0.0
     1.0,0.000000, 20,  24.141,     0.0
     2.0,0.000000, 20,  24.119,     0.0
     3.0,0.000000, 20,  24.102,     0.1
     4.0,0.000000, 20,  24.079,     0.1
     5.0,0.000091, 20,  24.057,     0.1
     6.0,0.000131, 20,  24.047,     0.1
     7.0,0.000148, 20,  24.026,     0.1
     8.0,0.000166, 20,  24.008,     0.1
     9.0,0.000188, 20,  23.990,     0.2
    10.0,0.000188, 20,  23.973,     0.2
    11.0,0.000184, 20,  23.957,     0.2
    12.0,0.000199, 20,  23.950,     0.2
    13.0,0.000203, 20,  23.934,     0.2
    14.0,0.000224, 20,  23.929,     0.2
    15.0,0.000232, 20,  23.928,     0.3
    16.0,0.000233, 20,  23.916,     0.3
    17.0,0.000256, 20,  23.910,     0.3
    18.0,0.000291, 20,  23.905,     0.3
    19.0,0.000290, 20,  23.900,     0.3
    20.0,0.000308, 20,  23.906,     0.3
    21.0,0.000330, 20,  23.913,     0.3
    22.0,0.000334, 20,  23.915,     0.4
    23.0,0.000348, 20,  23.926,     0.4
    24.0,0.000356, 20,  23.938,     0.4
    25.0,0.000393, 20,  23.949,     0.4
    26.0,0.000392, 20,  23.975,     0.4
    27.0,0.000385, 20,  23.992,     0.4
    28.0,0.000392, 20,  23.996,     0.5
    29.0,0.000392, 20,  24.014,     0.5
    30.0,0.000385, 20,  24.027,     0.5
    31.0,0.000388, 20,  24.035,     0.5
    32.0,0.000396, 20,  24.039,     0.5
    33.0,0.000404, 20,  24.043,     0.6
    34.0,0.000407, 20,  24.045,     0.6
    35.0,0.000396, 20,  24.037,     0.6
    36.0,0.000392, 20,  24.035,     0.6
    37.0,0.000392, 20,  24.036,     0.6
    38.0,0.000389, 20,  24.034,     0.6
    39.0,0.000385, 20,  24.034,     0.6
    40.0,0.000370, 20,  24.031,     0.7
    41.0,0.000382, 20,  24.034,     0.7
    42.0,0.000385, 20,  24.035,     0.7
    43.0,0.000385, 20,  24.035,     0.7
    44.0,0.000405, 20,  24.040,     0.7
    45.0,0.000400, 20,  24.050,     0.8
    46.0,0.000394, 20,  24.055,     0.8
    47.0,0.000391, 20,  24.061,     0.8
    48.0,0.000386, 20,  24.066,     0.8
    49.0,0.000395, 20,  24.076,     0.8
    50.0,0.000398, 20,  24.077,     0.8
    51.0,0.000402, 20,  24.077,     0.9
    52.0,0.000417, 20,  24.083,     0.9
    53.0,0.000397, 20,  24.090,     0.9
    54.0,0.000391, 20,  24.097,     0.9
    55.0,0.000398, 20,  24.097,     0.9
    56.0,0.000400, 20,  24.099,     0.9
    57.0,0.000393, 20,  24.101,     0.9
    58.0,0.000385, 20,  24.101,     1.0
    59.0,0.000396, 20,  24.100,     1.0
    60.0,0.000414, 20,  24.100,     1.0
    61.0,0.000428, 20,  24.094,     1.0
    62.0,0.000421, 20,  24.081,     1.0
    63.0,0.000425, 20,  24.076,     1.0
    64.0,0.000417, 20,  24.073,     1.1
    65.0,0.000411, 20,  24.069,     1.1
    66.0,0.000416, 20,  24.066,     1.1
    67.0,0.000399, 20,  24.067,     1.1
    68.0,0.000419, 20,  24.059,     1.1
    69.0,0.000427, 20,  24.058,     1.1
    70.0,0.000431, 20,  24.058,     1.2
    71.0,0.000427, 20,  24.051,     1.2
    72.0,0.000426, 20,  24.053,     1.2
    73.0,0.000426, 20,  24.049,     1.2
    74.0,0.000427, 20,  24.053,     1.2
    75.0,0.000426, 20,  24.051,     1.3
    76.0,0.000427, 20,  24.046,     1.3
    77.0,0.000422, 20,  24.049,     1.3
    78.0,0.000417, 20,  24.053,     1.3
    79.0,0.000425, 20,  24.054,     1.3
    80.0,0.000428, 20,  24.057,     1.3
    81.0,0.000430, 20,  24.065,     1.4
    82.0,0.000417, 20,  24.064,     1.4
    83.0,0.000415, 20,  24.072,     1.4
    84.0,0.000416, 20,  24.075,     1.4
    85.0,0.000402, 20,  24.080,     1.4
    86.0,0.000397, 20,  24.082,     1.4
    87.0,0.000405, 20,  24.084,     1.5
    88.0,0.000408, 20,  24.090,     1.5
