Run Name,Alphachymotrypsinogen_24%Isocratic_Test1
Run Date,05:17:08 PM   01-25-23
Method Name,TA_IsocraticRun_24%
Export Format Version, 1.00
Method ID, 4026
Points/Second, 1.00
Number of Records,    600
Offset from Run Start Time,00:00:00
Run End Time,00:10:00
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,Volume
     0.0,0.001008, 24,  28.260,     0.0
     1.0,0.001008, 24,  28.260,     0.0
     2.0,0.001016, 24,  28.260,     0.0
     3.0,0.001027, 24,  28.251,     0.1
     4.0,0.000873, 24,  28.243,     0.1
     5.0,0.000000, 24,  28.226,     0.1
     6.0,0.000000, 24,  28.209,     0.1
     7.0,0.000000, 24,  28.190,     0.1
     8.0,0.000098, 24,  28.169,     0.1
     9.0,0.000181, 24,  28.144,     0.2
    10.0,0.000255, 24,  28.118,     0.2
    11.0,0.000258, 24,  28.090,     0.2
    12.0,0.000267, 24,  28.072,     0.2
    13.0,0.000278, 24,  28.055,     0.2
    14.0,0.000274, 24,  28.036,     0.2
    15.0,0.000278, 24,  28.023,     0.3
    16.0,0.000273, 24,  28.011,     0.3
    17.0,0.000283, 24,  28.008,     0.3
    18.0,0.000306, 24,  28.003,     0.3
    19.0,0.000302, 24,  28.010,     0.3
    20.0,0.000308, 24,  28.019,     0.3
    21.0,0.000349, 24,  28.025,     0.3
    22.0,0.000360, 24,  28.033,     0.4
    23.0,0.000363, 24,  28.045,     0.4
    24.0,0.000382, 24,  28.060,     0.4
    25.0,0.000392, 24,  28.069,     0.4
    26.0,0.000408, 24,  28.079,     0.4
    27.0,0.000415, 24,  28.082,     0.4
    28.0,0.000427, 24,  28.081,     0.5
    29.0,0.000463, 24,  28.080,     0.5
    30.0,0.000465, 24,  28.069,     0.5
    31.0,0.000487, 24,  28.067,     0.5
    32.0,0.000490, 24,  28.066,     0.5
    33.0,0.000501, 24,  28.065,     0.6
    34.0,0.000483, 24,  28.065,     0.6
