Run Name,Group 4 (Chymo & Ribo)
Run Date,03:21:45 PM   03-28-16
Method Name,18% isocratic
Export Format Version, 1.00
Method ID, 3189
Points/Second, 1.00
Number of Records,   2136
Offset from Run Start Time,00:00:00
Run End Time,00:35:35
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,<Not Selected>
QuadTec 3, (214.0 nm), AU
QuadTec 4, (405.0 nm), AU
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,QuadTec 2,QuadTec 3,QuadTec 4,Conductivity,GP Pressure,Volume
     0.0,-0.000960,-0.000318,0.010148,-0.000315,  87.640,   69,     0.0
     1.0,-0.000969,-0.000319,0.010115,-0.000315,  87.548,   70,     0.0
     2.0,-0.003826,0.000000,0.010251,-0.000354,  87.434,   70,     0.1
     3.0,0.000000,0.000000,0.009800,-0.000354,  87.265,   69,     0.1
     4.0,0.000000,0.000000,0.000000,0.000000,  87.146,   70,     0.1
     5.0,0.000000,0.000000,0.000000,0.000000,  87.067,   68,     0.2
     6.0,-0.000081,-0.000019,0.000000,0.000000,  87.017,   69,     0.2
     7.0,-0.000100,-0.000034,0.000000,0.000000,  86.946,   68,     0.2
     8.0,-0.000107,-0.000032,-0.000514,-0.000077,  86.958,   68,     0.3
     9.0,-0.000127,-0.000046,-0.000602,-0.000049,  87.006,   68,     0.3
    10.0,-0.000111,-0.000043,-0.000893,-0.000102,  87.125,   70,     0.3
    11.0,-0.000107,-0.000028,-0.001264,-0.000102,  87.198,   68,     0.4
    12.0,-0.000105,-0.000030,-0.001554,-0.000127,  87.287,   68,     0.4
    13.0,-0.000089,-0.000017,-0.002089,-0.000140,  87.378,   67,     0.4
    14.0,-0.000083,-0.000006,-0.002116,-0.000102,  87.513,   68,     0.5
    15.0,-0.000070,0.000001,-0.002286,-0.000127,  87.599,   67,     0.5
    16.0,-0.000067,0.000006,-0.002447,-0.000049,  87.661,   66,     0.5
    17.0,-0.000051,0.000029,-0.002467,-0.000021,  87.712,   67,     0.6
    18.0,-0.000047,0.000029,-0.002636,-0.000074,  87.761,   66,     0.6
    19.0,-0.000025,0.000065,-0.002596,-0.000035,  87.792,   67,     0.6
    20.0,0.000001,0.000092,-0.002696,-0.000021,  87.803,   67,     0.7
    21.0,0.000002,0.000085,-0.002645,-0.000060,  87.791,   66,     0.7
    22.0,-0.000017,0.000049,-0.002806,-0.000007,  87.775,   66,     0.7
    23.0,-0.000036,0.000044,-0.002946,0.000007,  87.756,   67,     0.8
    24.0,-0.000043,0.000034,-0.002955,-0.000046,  87.736,   66,     0.8
    25.0,-0.000050,0.000030,-0.003095,-0.000021,  87.705,   66,     0.8
    26.0,-0.000057,0.000026,-0.003185,-0.000046,  87.669,   68,     0.9
    27.0,-0.000064,0.000019,-0.003376,-0.000007,  87.633,   67,     0.9
    28.0,-0.000061,0.000011,-0.003445,-0.000007,  87.603,   66,     0.9
    29.0,-0.000068,0.000013,-0.003747,-0.000046,  87.582,   67,     1.0
    30.0,-0.000068,0.000008,-0.003665,-0.000021,  87.560,   68,     1.0
    31.0,-0.000072,0.000005,-0.003845,-0.000021,  87.537,   68,     1.0
    32.0,-0.000075,0.000005,-0.003865,-0.000074,  87.520,   69,     1.1
    33.0,-0.000083,-0.000000,-0.003834,-0.000035,  87.513,   68,     1.1
    34.0,-0.000068,0.000002,-0.003964,-0.000021,  87.509,   67,     1.1
    35.0,-0.000072,0.000007,-0.003994,-0.000035,  87.505,   68,     1.2
    36.0,-0.000061,0.000008,-0.003973,-0.000035,  87.507,   68,     1.2
    37.0,-0.000072,0.000004,-0.004094,-0.000035,  87.492,   67,     1.2
    38.0,-0.000072,0.000005,-0.004073,-0.000021,  87.486,   69,     1.3
    39.0,-0.000068,0.000021,-0.004112,-0.000021,  87.481,   67,     1.3
    40.0,-0.000048,0.000023,-0.004173,0.000003,  87.470,   68,     1.3
    41.0,-0.000048,0.000029,-0.004434,0.000003,  87.469,   68,     1.4
    42.0,-0.000053,0.000029,-0.004243,-0.000021,  87.472,   67,     1.4
    43.0,-0.000053,0.000037,-0.004253,0.000031,  87.456,   67,     1.4
    44.0,-0.000042,0.000042,-0.004334,0.000017,  87.456,   70,     1.5
    45.0,-0.000050,0.000037,-0.004293,-0.000007,  87.444,   67,     1.5
    46.0,-0.000045,0.000037,-0.004323,-0.000021,  87.419,   67,     1.5
    47.0,-0.000061,0.000037,-0.004243,-0.000021,  87.353,   68,     1.6
    48.0,-0.000061,0.000029,-0.004293,-0.000046,  87.324,   68,     1.6
    49.0,-0.000045,0.000042,-0.004494,-0.000021,  87.310,   67,     1.6
    50.0,-0.000041,0.000040,-0.004463,-0.000021,  87.302,   70,     1.7
    51.0,-0.000045,0.000048,-0.004393,-0.000046,  87.304,   68,     1.7
    52.0,-0.000042,0.000054,-0.004373,-0.000021,  87.305,   67,     1.7
    53.0,-0.000042,0.000055,-0.004433,-0.000021,  87.320,   66,     1.8
    54.0,-0.000034,0.000057,-0.004634,-0.000021,  87.320,   66,     1.8
    55.0,-0.000042,0.000060,-0.004473,-0.000060,  87.337,   66,     1.8
    56.0,-0.000046,0.000060,-0.004343,-0.000046,  87.341,   70,     1.9
    57.0,-0.000030,0.000068,-0.004354,-0.000021,  87.335,   67,     1.9
    58.0,-0.000024,0.000091,-0.004263,-0.000021,  87.322,   66,     1.9
    59.0,-0.000009,0.000116,-0.004425,-0.000007,  87.299,   66,     2.0
    60.0,0.000021,0.000144,-0.004274,0.000017,  87.249,   66,     2.0
    61.0,0.000043,0.000188,-0.004084,-0.000021,  87.183,   65,     2.0
    62.0,0.000078,0.000225,-0.003906,0.000045,  87.089,   69,     2.1
    63.0,0.000113,0.000292,-0.003446,0.000045,  86.924,   66,     2.1
    64.0,0.000165,0.000365,-0.003076,0.000035,  86.764,   66,     2.1
    65.0,0.000241,0.000452,-0.002606,0.000087,  86.520,   66,     2.2
    66.0,0.000328,0.000541,-0.002136,0.000077,  86.265,   64,     2.2
    67.0,0.000406,0.000628,-0.001455,0.000143,  85.900,   65,     2.2
    68.0,0.000544,0.000773,-0.000681,0.000171,  85.452,   65,     2.3
    69.0,0.000689,0.000955,0.000082,0.000174,  84.875,   65,     2.3
    70.0,0.000813,0.001130,0.000947,0.000255,  84.201,   65,     2.3
    71.0,0.000965,0.001326,0.002171,0.000339,  83.418,   64,     2.4
    72.0,0.001138,0.001536,0.003316,0.000384,  82.521,   66,     2.4
    73.0,0.001276,0.001697,0.004280,0.000507,  81.493,   65,     2.4
    74.0,0.001454,0.001885,0.005287,0.000591,  80.363,   67,     2.5
    75.0,0.001621,0.002031,0.006176,0.000675,  79.106,   66,     2.5
    76.0,0.001771,0.002182,0.006951,0.000759,  77.774,   65,     2.5
    77.0,0.001916,0.002321,0.007658,0.000818,  76.362,   66,     2.6
    78.0,0.001963,0.002400,0.008251,0.000941,  74.890,   65,     2.6
    79.0,0.002027,0.002514,0.008566,0.001039,  73.401,   66,     2.6
    80.0,0.002063,0.002582,0.008916,0.001113,  71.872,   67,     2.7
    81.0,0.002124,0.002639,0.009083,0.001179,  70.309,   66,     2.7
    82.0,0.002201,0.002645,0.009176,0.001193,  68.708,   65,     2.7
    83.0,0.002201,0.002582,0.008782,0.001169,  67.128,   66,     2.8
    84.0,0.002213,0.002562,0.008764,0.001249,  65.556,   66,     2.8
    85.0,0.002183,0.002513,0.008366,0.001211,  63.983,   67,     2.8
    86.0,0.002048,0.002375,0.007810,0.001263,  62.449,   66,     2.9
    87.0,0.002001,0.002375,0.007123,0.001249,  60.922,   67,     2.9
    88.0,0.001949,0.002309,0.006778,0.001169,  59.422,   67,     2.9
    89.0,0.001886,0.002212,0.005991,0.001193,  57.985,   67,     3.0
    90.0,0.001849,0.002110,0.005411,0.001165,  56.568,   66,     3.0
    91.0,0.001781,0.001979,0.004503,0.001085,  55.193,   67,     3.0
    92.0,0.001701,0.001887,0.003905,0.001067,  53.824,   65,     3.1
    93.0,0.001659,0.001834,0.003155,0.001039,  52.499,   66,     3.1
    94.0,0.001572,0.001766,0.002587,0.001011,  51.194,   66,     3.1
    95.0,0.001526,0.001715,0.001726,0.000969,  49.962,   66,     3.2
    96.0,0.001488,0.001675,0.000936,0.000916,  48.781,   67,     3.2
    97.0,0.001432,0.001606,0.000415,0.000927,  47.694,   66,     3.2
    98.0,0.001415,0.001535,-0.000462,0.000899,  46.661,   66,     3.3
    99.0,0.001411,0.001446,-0.001264,0.000832,  45.695,   67,     3.3
   100.0,0.001341,0.001393,-0.001835,0.000857,  44.748,   65,     3.3
   101.0,0.001328,0.001342,-0.002777,0.000857,  43.867,   67,     3.4
   102.0,0.001269,0.001309,-0.003266,0.000818,  43.004,   66,     3.4
   103.0,0.001214,0.001241,-0.003955,0.000843,  42.207,   66,     3.4
   104.0,0.001184,0.001218,-0.004685,0.000776,  41.431,   66,     3.5
   105.0,0.001169,0.001201,-0.005250,0.000815,  40.694,   66,     3.5
   106.0,0.001177,0.001177,-0.005786,0.000759,  39.971,   66,     3.5
   107.0,0.001150,0.001117,-0.006461,0.000706,  39.297,   66,     3.6
   108.0,0.001137,0.001078,-0.007354,0.000745,  38.666,   65,     3.6
   109.0,0.001114,0.001034,-0.007947,0.000745,  38.067,   66,     3.6
   110.0,0.001069,0.001022,-0.008471,0.000706,  37.477,   66,     3.7
   111.0,0.001077,0.001020,-0.008795,0.000745,  36.939,   66,     3.7
   112.0,0.001065,0.001015,-0.009288,0.000717,  36.390,   66,     3.7
