Run Name,Group 4 (Lyso & Ribo)
Run Date,01:47:51 PM   03-28-16
Method Name,27% isocratic
Export Format Version, 1.00
Method ID, 3185
Points/Second, 1.00
Number of Records,   1398
Offset from Run Start Time,00:00:00
Run End Time,00:23:17
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,<Not Selected>
QuadTec 3, (214.0 nm), AU
QuadTec 4, (405.0 nm), AU
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,QuadTec 2,QuadTec 3,QuadTec 4,Conductivity,GP Pressure,Volume
     0.0,-0.001877,0.000000,0.012559,0.000000,  87.696,   71,     0.0
     1.0,0.000000,0.000000,0.000000,0.000000,  87.664,   70,     0.0
     2.0,0.000000,0.000000,0.000000,0.000000,  87.626,   66,     0.1
     3.0,0.000000,0.000000,0.000000,0.000000,  87.586,   71,     0.1
     4.0,0.000000,0.000000,0.000000,0.000000,  87.542,   70,     0.1
     5.0,-0.000128,-0.000078,-0.000299,-0.000119,  87.498,   68,     0.2
     6.0,-0.000152,-0.000103,-0.000709,-0.000119,  87.478,   70,     0.2
     7.0,-0.000181,-0.000124,-0.000878,-0.000133,  87.460,   70,     0.2
     8.0,-0.000209,-0.000134,-0.001156,-0.000147,  87.466,   66,     0.3
     9.0,-0.000222,-0.000159,-0.001595,-0.000147,  87.494,   71,     0.3
    10.0,-0.000210,-0.000159,-0.001673,-0.000161,  87.541,   71,     0.3
    11.0,-0.000214,-0.000147,-0.001882,-0.000161,  87.611,   68,     0.4
    12.0,-0.000226,-0.000164,-0.001951,-0.000147,  87.681,   67,     0.4
    13.0,-0.000201,-0.000154,-0.002051,-0.000161,  87.807,   72,     0.4
    14.0,-0.000200,-0.000143,-0.002041,-0.000147,  87.881,   68,     0.5
    15.0,-0.000204,-0.000137,-0.002170,-0.000147,  87.941,   71,     0.5
    16.0,-0.000180,-0.000126,-0.002060,-0.000147,  87.992,   68,     0.5
    17.0,-0.000169,-0.000118,-0.002330,-0.000133,  88.027,   68,     0.6
    18.0,-0.000170,-0.000113,-0.002160,-0.000133,  88.049,   70,     0.6
    19.0,-0.000140,-0.000079,-0.002170,-0.000133,  88.073,   72,     0.6
    20.0,-0.000136,-0.000076,-0.002249,-0.000119,  88.078,   67,     0.7
    21.0,-0.000154,-0.000096,-0.002388,-0.000133,  88.073,   70,     0.7
    22.0,-0.000173,-0.000116,-0.002398,-0.000147,  88.066,   70,     0.7
    23.0,-0.000178,-0.000124,-0.002368,-0.000147,  88.055,   68,     0.8
    24.0,-0.000188,-0.000142,-0.002507,-0.000147,  88.020,   68,     0.8
    25.0,-0.000205,-0.000147,-0.002626,-0.000147,  87.988,   70,     0.8
    26.0,-0.000201,-0.000153,-0.002486,-0.000161,  87.913,   70,     0.9
    27.0,-0.000197,-0.000159,-0.002646,-0.000161,  87.838,   70,     0.9
    28.0,-0.000217,-0.000170,-0.002695,-0.000147,  87.760,   68,     0.9
    29.0,-0.000217,-0.000168,-0.002675,-0.000175,  87.716,   68,     1.0
    30.0,-0.000214,-0.000156,-0.002845,-0.000161,  87.673,   71,     1.0
    31.0,-0.000190,-0.000157,-0.002715,-0.000147,  87.591,   70,     1.0
    32.0,-0.000179,-0.000148,-0.002645,-0.000161,  87.567,   67,     1.1
    33.0,-0.000179,-0.000139,-0.002585,-0.000161,  87.555,   69,     1.1
    34.0,-0.000179,-0.000136,-0.002786,-0.000161,  87.548,   72,     1.1
    35.0,-0.000187,-0.000136,-0.002716,-0.000147,  87.546,   68,     1.2
    36.0,-0.000187,-0.000139,-0.002736,-0.000147,  87.544,   70,     1.2
    37.0,-0.000183,-0.000136,-0.002676,-0.000161,  87.546,   69,     1.2
    38.0,-0.000183,-0.000133,-0.002546,-0.000147,  87.546,   70,     1.3
    39.0,-0.000171,-0.000142,-0.002596,-0.000147,  87.559,   69,     1.3
    40.0,-0.000190,-0.000149,-0.002635,-0.000161,  87.565,   69,     1.3
    41.0,-0.000194,-0.000152,-0.002644,-0.000161,  87.574,   67,     1.4
    42.0,-0.000198,-0.000152,-0.002714,-0.000161,  87.580,   72,     1.4
    43.0,-0.000194,-0.000144,-0.002844,-0.000161,  87.592,   69,     1.4
    44.0,-0.000178,-0.000144,-0.002734,-0.000147,  87.600,   69,     1.5
    45.0,-0.000183,-0.000133,-0.002754,-0.000161,  87.608,   69,     1.5
    46.0,-0.000174,-0.000128,-0.002663,-0.000147,  87.612,   72,     1.5
    47.0,-0.000164,-0.000113,-0.002754,-0.000133,  87.615,   67,     1.6
    48.0,-0.000161,-0.000123,-0.002674,-0.000133,  87.620,   68,     1.6
    49.0,-0.000168,-0.000134,-0.002524,-0.000109,  87.628,   69,     1.6
    50.0,-0.000157,-0.000111,-0.002475,-0.000147,  87.640,   71,     1.7
    51.0,-0.000153,-0.000115,-0.002465,-0.000147,  87.652,   69,     1.7
    52.0,-0.000156,-0.000126,-0.002346,-0.000095,  87.713,   69,     1.7
    53.0,-0.000164,-0.000128,-0.002375,-0.000147,  87.719,   66,     1.8
    54.0,-0.000147,-0.000128,-0.002485,-0.000109,  87.729,   72,     1.8
    55.0,-0.000168,-0.000117,-0.002585,-0.000147,  87.735,   68,     1.8
    56.0,-0.000157,-0.000105,-0.002426,-0.000147,  87.737,   68,     1.9
    57.0,-0.000150,-0.000102,-0.002366,-0.000123,  87.739,   67,     1.9
    58.0,-0.000135,-0.000077,-0.002187,-0.000147,  87.734,   71,     1.9
    59.0,-0.000116,-0.000051,-0.002008,-0.000119,  87.720,   66,     2.0
    60.0,-0.000082,-0.000017,-0.001850,-0.000081,  87.692,   70,     2.0
    61.0,-0.000050,0.000028,-0.001561,-0.000067,  87.660,   69,     2.0
    62.0,0.000003,0.000092,-0.001154,-0.000039,  87.549,   71,     2.1
    63.0,0.000055,0.000148,-0.000856,-0.000035,  87.459,   68,     2.1
    64.0,0.000110,0.000221,-0.000639,-0.000049,  87.346,   72,     2.1
    65.0,0.000185,0.000290,0.000262,0.000059,  87.149,   66,     2.2
    66.0,0.000297,0.000397,0.000931,0.000063,  86.955,   69,     2.2
    67.0,0.000425,0.000537,0.001580,0.000105,  86.662,   68,     2.2
    68.0,0.000546,0.000705,0.002483,0.000241,  86.322,   68,     2.3
    69.0,0.000708,0.000868,0.003397,0.000273,  85.910,   69,     2.3
    70.0,0.000788,0.001043,0.004098,0.000343,  85.428,   74,     2.3
    71.0,0.001022,0.001252,0.005271,0.000493,  84.842,   67,     2.4
    72.0,0.001174,0.001449,0.006111,0.000553,  84.210,   68,     2.4
    73.0,0.001193,0.001577,0.006858,0.000581,  83.463,   68,     2.4
    74.0,0.001475,0.001788,0.007733,0.000721,  82.614,   67,     2.5
    75.0,0.001582,0.001918,0.008404,0.000819,  81.692,   68,     2.5
    76.0,0.001677,0.001957,0.008964,0.000900,  80.675,   71,     2.5
    77.0,0.001883,0.002161,0.009156,0.000931,  79.565,   67,     2.6
    78.0,0.001921,0.002254,0.009524,0.000973,  78.383,   69,     2.6
    79.0,0.001936,0.002260,0.009646,0.001040,  77.101,   68,     2.6
    80.0,0.002048,0.002376,0.009790,0.001110,  75.809,   67,     2.7
    81.0,0.001960,0.002321,0.009475,0.001040,  74.418,   69,     2.7
    82.0,0.001928,0.002238,0.009025,0.001015,  73.054,   70,     2.7
    83.0,0.001950,0.002300,0.008853,0.001057,  71.659,   67,     2.8
    84.0,0.001903,0.002230,0.008252,0.001054,  70.243,   67,     2.8
    85.0,0.001843,0.002086,0.007632,0.000987,  68.846,   68,     2.8
    86.0,0.001836,0.002073,0.006952,0.001001,  67.450,   67,     2.9
    87.0,0.001754,0.002010,0.006193,0.000998,  66.045,   69,     2.9
    88.0,0.001724,0.001914,0.005394,0.000847,  64.702,   69,     2.9
    89.0,0.001685,0.001841,0.004575,0.000847,  63.355,   67,     3.0
    90.0,0.001609,0.001754,0.003911,0.000858,  62.060,   67,     3.0
    91.0,0.001523,0.001698,0.003076,0.000763,  60.819,   67,     3.0
    92.0,0.001542,0.001646,0.002575,0.000830,  59.635,   67,     3.1
    93.0,0.001457,0.001534,0.001884,0.000777,  58.450,   67,     3.1
    94.0,0.001355,0.001493,0.000919,0.000721,  57.376,   68,     3.1
    95.0,0.001375,0.001473,0.000271,0.000760,  56.313,   67,     3.2
    96.0,0.001316,0.001408,-0.000538,0.000679,  55.290,   68,     3.2
    97.0,0.001231,0.001311,-0.001135,0.000623,  54.318,   68,     3.2
    98.0,0.001246,0.001300,-0.001662,0.000675,  53.394,   67,     3.3
    99.0,0.001193,0.001269,-0.002338,0.000637,  52.476,   68,     3.3
   100.0,0.001137,0.001134,-0.002733,0.000647,  51.638,   67,     3.3
   101.0,0.001115,0.001131,-0.003278,0.000609,  50.813,   68,     3.4
   102.0,0.001074,0.001082,-0.003822,0.000581,  50.006,   69,     3.4
   103.0,0.001029,0.001036,-0.004475,0.000605,  49.229,   68,     3.4
   104.0,0.001037,0.001030,-0.004948,0.000567,  48.496,   67,     3.5
   105.0,0.001003,0.000961,-0.005727,0.000553,  47.770,   68,     3.5
   106.0,0.000951,0.000899,-0.006515,0.000549,  47.094,   68,     3.5
   107.0,0.000955,0.000915,-0.006799,0.000511,  46.443,   68,     3.6
   108.0,0.000929,0.000864,-0.007408,0.000511,  45.809,   67,     3.6
   109.0,0.000877,0.000814,-0.007888,0.000497,  45.228,   69,     3.6
   110.0,0.000873,0.000800,-0.008259,0.000497,  44.662,   65,     3.7
   111.0,0.000859,0.000773,-0.008768,0.000521,  44.107,   68,     3.7
   112.0,0.000845,0.000728,-0.009423,0.000455,  43.567,   70,     3.7
   113.0,0.000833,0.000693,-0.009872,0.000469,  43.034,   68,     3.8
   114.0,0.000795,0.000673,-0.010203,0.000493,  42.515,   68,     3.8
   115.0,0.000788,0.000668,-0.010856,0.000427,  42.001,   70,     3.8
   116.0,0.000792,0.000662,-0.011109,0.000441,  41.531,   65,     3.9
   117.0,0.000777,0.000642,-0.011468,0.000451,  41.062,   68,     3.9
   118.0,0.000732,0.000625,-0.011857,0.000413,  40.628,   69,     3.9
   119.0,0.000747,0.000610,-0.012352,0.000451,  40.210,   68,     4.0
   120.0,0.000721,0.000587,-0.012623,0.000451,  39.814,   68,     4.0
   121.0,0.000692,0.000563,-0.012826,0.000427,  39.454,   69,     4.0
   122.0,0.000706,0.000557,-0.013223,0.000451,  39.134,   66,     4.1
   123.0,0.000695,0.000533,-0.013523,0.000413,  38.820,   69,     4.1
   124.0,0.000695,0.000515,-0.013939,0.000427,  38.543,   69,     4.1
   125.0,0.000703,0.000535,-0.013929,0.000451,  38.287,   66,     4.2
   126.0,0.000685,0.000514,-0.014084,0.000413,  38.034,   68,     4.2
   127.0,0.000662,0.000484,-0.014460,0.000427,  37.799,   69,     4.2
   128.0,0.000683,0.000506,-0.014537,0.000451,  37.575,   68,     4.3
   129.0,0.000651,0.000461,-0.015029,0.000465,  37.349,   68,     4.3
   130.0,0.000636,0.000468,-0.015116,0.000437,  37.134,   68,     4.3
   131.0,0.000641,0.000470,-0.015251,0.000413,  36.931,   67,     4.4
   132.0,0.000629,0.000453,-0.015530,0.000399,  36.736,   68,     4.4
   133.0,0.000625,0.000432,-0.015636,0.000423,  36.552,   68,     4.4
   134.0,0.000622,0.000439,-0.016078,0.000385,  36.373,   67,     4.5
   135.0,0.000606,0.000430,-0.016232,0.000385,  36.192,   68,     4.5
   136.0,0.000610,0.000418,-0.016232,0.000409,  36.039,   70,     4.5
   137.0,0.000599,0.000392,-0.016501,0.000462,  35.874,   68,     4.6
   138.0,0.000595,0.000402,-0.016665,0.000409,  35.720,   68,     4.6
   139.0,0.000607,0.000392,-0.016828,0.000409,  35.576,   68,     4.6
   140.0,0.000599,0.000410,-0.016924,0.000423,  35.439,   69,     4.7
