Run Name,Group 4 (Chymo & Ribo)
Run Date,02:57:51 PM   03-28-16
Method Name,23% isocratic
Export Format Version, 1.00
Method ID, 2894
Points/Second, 1.00
Number of Records,   1133
Offset from Run Start Time,00:00:00
Run End Time,00:18:53
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,<Not Selected>
QuadTec 3, (214.0 nm), AU
QuadTec 4, (405.0 nm), AU
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,QuadTec 2,QuadTec 3,QuadTec 4,Conductivity,GP Pressure,Volume
     0.0,-0.001548,0.000000,0.010942,0.000000,  87.545,   67,     0.0
     1.0,0.000000,0.000000,0.000000,0.000000,  87.489,   67,     0.0
     2.0,0.000000,0.000000,0.000000,0.000000,  87.423,   67,     0.1
     3.0,0.000000,0.000000,0.000000,0.000000,  87.294,   67,     0.1
     4.0,0.000000,-0.000106,-0.000010,0.000000,  87.210,   65,     0.1
     5.0,-0.000062,-0.000122,-0.000310,-0.000014,  87.130,   69,     0.2
     6.0,-0.000086,-0.000142,-0.000440,-0.000091,  87.061,   67,     0.2
     7.0,-0.000097,-0.000158,-0.000579,-0.000091,  87.014,   68,     0.2
     8.0,-0.000105,-0.000172,-0.000909,-0.000053,  86.952,   70,     0.3
     9.0,-0.000112,-0.000171,-0.000837,-0.000091,  86.969,   68,     0.3
    10.0,-0.000128,-0.000172,-0.001208,-0.000130,  87.003,   68,     0.3
    11.0,-0.000101,-0.000157,-0.001488,-0.000091,  87.104,   68,     0.4
    12.0,-0.000109,-0.000143,-0.001397,-0.000077,  87.172,   67,     0.4
    13.0,-0.000091,-0.000161,-0.001316,-0.000063,  87.247,   66,     0.4
    14.0,-0.000100,-0.000152,-0.001225,-0.000063,  87.311,   68,     0.5
    15.0,-0.000093,-0.000155,-0.001285,-0.000116,  87.381,   67,     0.5
    16.0,-0.000085,-0.000137,-0.001264,-0.000077,  87.441,   67,     0.5
    17.0,-0.000073,-0.000125,-0.001324,-0.000077,  87.547,   66,     0.6
    18.0,-0.000044,-0.000101,-0.001445,-0.000063,  87.595,   66,     0.6
    19.0,-0.000028,-0.000066,-0.001374,-0.000011,  87.628,   67,     0.6
    20.0,-0.000021,-0.000066,-0.001374,-0.000049,  87.665,   64,     0.7
    21.0,-0.000041,-0.000084,-0.001313,-0.000088,  87.692,   68,     0.7
    22.0,-0.000040,-0.000099,-0.001594,-0.000088,  87.720,   66,     0.7
    23.0,-0.000043,-0.000101,-0.001384,-0.000088,  87.743,   66,     0.8
    24.0,-0.000054,-0.000110,-0.001444,-0.000049,  87.759,   66,     0.8
    25.0,-0.000046,-0.000104,-0.001374,-0.000049,  87.774,   67,     0.8
    26.0,-0.000042,-0.000099,-0.001485,-0.000102,  87.792,   66,     0.9
    27.0,-0.000051,-0.000092,-0.001364,-0.000063,  87.802,   66,     0.9
    28.0,-0.000031,-0.000104,-0.001244,-0.000049,  87.791,   68,     0.9
    29.0,-0.000031,-0.000108,-0.001204,-0.000102,  87.776,   65,     1.0
    30.0,-0.000038,-0.000101,-0.001234,-0.000025,  87.747,   65,     1.0
    31.0,-0.000069,-0.000113,-0.001323,-0.000049,  87.716,   67,     1.0
    32.0,-0.000085,-0.000121,-0.001493,-0.000025,  87.676,   66,     1.1
    33.0,-0.000080,-0.000119,-0.001473,-0.000049,  87.634,   65,     1.1
    34.0,-0.000078,-0.000119,-0.001613,-0.000063,  87.599,   65,     1.1
    35.0,-0.000078,-0.000122,-0.001632,-0.000025,  87.569,   65,     1.2
    36.0,-0.000057,-0.000121,-0.001682,-0.000049,  87.545,   65,     1.2
    37.0,-0.000053,-0.000116,-0.001753,-0.000063,  87.535,   66,     1.2
    38.0,-0.000058,-0.000097,-0.001743,-0.000025,  87.531,   62,     1.3
    39.0,-0.000050,-0.000104,-0.001933,-0.000063,  87.537,   67,     1.3
    40.0,-0.000062,-0.000110,-0.001912,-0.000063,  87.543,   65,     1.3
    41.0,-0.000050,-0.000120,-0.001882,-0.000025,  87.551,   66,     1.4
    42.0,-0.000065,-0.000118,-0.001722,-0.000011,  87.554,   69,     1.4
    43.0,-0.000054,-0.000125,-0.001691,-0.000025,  87.553,   66,     1.4
    44.0,-0.000050,-0.000115,-0.001771,-0.000049,  87.550,   66,     1.5
    45.0,-0.000057,-0.000122,-0.001731,-0.000063,  87.543,   68,     1.5
    46.0,-0.000062,-0.000124,-0.001811,-0.000025,  87.529,   66,     1.5
    47.0,-0.000050,-0.000117,-0.001771,-0.000077,  87.518,   67,     1.6
    48.0,-0.000051,-0.000106,-0.001862,-0.000063,  87.486,   66,     1.6
    49.0,-0.000054,-0.000090,-0.001922,-0.000025,  87.473,   65,     1.6
    50.0,-0.000059,-0.000102,-0.001842,-0.000049,  87.448,   67,     1.7
    51.0,-0.000043,-0.000102,-0.001923,-0.000063,  87.431,   65,     1.7
    52.0,-0.000050,-0.000092,-0.002023,-0.000088,  87.417,   66,     1.7
    53.0,-0.000031,-0.000084,-0.001793,-0.000088,  87.349,   66,     1.8
    54.0,-0.000025,-0.000087,-0.001682,-0.000049,  87.338,   63,     1.8
    55.0,-0.000016,-0.000075,-0.001562,-0.000049,  87.326,   67,     1.8
    56.0,-0.000012,-0.000064,-0.001493,-0.000088,  87.326,   64,     1.9
    57.0,0.000002,-0.000055,-0.001334,-0.000049,  87.328,   65,     1.9
    58.0,0.000026,-0.000036,-0.001245,-0.000021,  87.322,   66,     1.9
    59.0,0.000044,-0.000006,-0.000986,-0.000060,  87.316,   66,     2.0
    60.0,0.000070,0.000040,-0.000677,-0.000007,  87.274,   65,     2.0
    61.0,0.000106,0.000098,-0.000259,-0.000007,  87.234,   65,     2.0
    62.0,0.000150,0.000147,0.000181,0.000007,  87.166,   66,     2.1
    63.0,0.000221,0.000219,0.000570,0.000049,  87.066,   64,     2.1
    64.0,0.000273,0.000298,0.001159,0.000049,  86.893,   66,     2.1
    65.0,0.000353,0.000375,0.002001,0.000143,  86.724,   65,     2.2
    66.0,0.000478,0.000521,0.002794,0.000185,  86.476,   64,     2.2
    67.0,0.000588,0.000637,0.003526,0.000230,  86.184,   65,     2.2
    68.0,0.000710,0.000802,0.004533,0.000325,  85.875,   65,     2.3
    69.0,0.000821,0.000966,0.005513,0.000384,  85.406,   65,     2.3
