Run Name,Lysozyme_36%Isocratic_Test1
Run Date,06:13:06 PM   02-05-23
Method Name,TA_IsocraticRun_36%
Export Format Version, 1.00
Method ID, 4031
Points/Second, 1.00
Number of Records,   1200
Offset from Run Start Time,00:00:00
Run End Time,00:20:00
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,Volume
     0.0,0.000845, 36,  38.643,     0.0
     1.0,0.000000, 36,  38.625,     0.0
     2.0,0.000000, 36,  38.604,     0.0
     3.0,0.000000, 36,  38.591,     0.1
     4.0,0.000000, 36,  38.591,     0.1
     5.0,0.000028, 36,  38.578,     0.1
     6.0,0.000046, 36,  38.577,     0.1
     7.0,0.000040, 36,  38.569,     0.1
     8.0,0.000045, 36,  38.561,     0.1
     9.0,0.000023, 36,  38.550,     0.2
    10.0,0.000015, 36,  38.546,     0.2
    11.0,0.000004, 36,  38.537,     0.2
    12.0,0.000009, 36,  38.533,     0.2
    13.0,0.000005, 36,  38.515,     0.2
    14.0,0.000005, 36,  38.515,     0.2
    15.0,0.000012, 36,  38.513,     0.3
    16.0,0.000042, 36,  38.513,     0.3
    17.0,0.000040, 36,  38.515,     0.3
    18.0,0.000040, 36,  38.515,     0.3
    19.0,0.000029, 36,  38.519,     0.3
    20.0,0.000014, 36,  38.523,     0.3
    21.0,0.000014, 36,  38.531,     0.3
    22.0,0.000037, 36,  38.544,     0.4
    23.0,0.000046, 36,  38.556,     0.4
    24.0,0.000048, 36,  38.562,     0.4
    25.0,0.000056, 36,  38.566,     0.4
    26.0,0.000062, 36,  38.573,     0.4
    27.0,0.000059, 36,  38.585,     0.4
    28.0,0.000057, 36,  38.589,     0.5
    29.0,0.000078, 36,  38.592,     0.5
    30.0,0.000063, 36,  38.600,     0.5
    31.0,0.000077, 36,  38.602,     0.5
    32.0,0.000065, 36,  38.606,     0.5
    33.0,0.000054, 36,  38.608,     0.6
    34.0,0.000043, 36,  38.621,     0.6
    35.0,0.000046, 36,  38.619,     0.6
    36.0,0.000057, 36,  38.621,     0.6
    37.0,0.000057, 36,  38.620,     0.6
    38.0,0.000046, 36,  38.610,     0.6
    39.0,0.000039, 36,  38.602,     0.6
    40.0,0.000023, 36,  38.605,     0.7
    41.0,0.000038, 36,  38.596,     0.7
    42.0,0.000069, 36,  38.595,     0.7
    43.0,0.000056, 36,  38.595,     0.7
    44.0,0.000059, 36,  38.586,     0.7
    45.0,0.000074, 36,  38.586,     0.8
    46.0,0.000093, 36,  38.580,     0.8
    47.0,0.000100, 36,  38.584,     0.8
    48.0,0.000085, 36,  38.583,     0.8
    49.0,0.000078, 36,  38.578,     0.8
    50.0,0.000082, 36,  38.578,     0.8
    51.0,0.000093, 36,  38.580,     0.9
    52.0,0.000091, 36,  38.570,     0.9
    53.0,0.000102, 36,  38.567,     0.9
    54.0,0.000102, 36,  38.563,     0.9
    55.0,0.000099, 36,  38.555,     0.9
    56.0,0.000082, 36,  38.555,     0.9
    57.0,0.000076, 36,  38.552,     0.9
    58.0,0.000071, 36,  38.548,     1.0
    59.0,0.000063, 36,  38.536,     1.0
    60.0,0.000052, 36,  38.539,     1.0
    61.0,0.000052, 36,  38.539,     1.0
    62.0,0.000052, 36,  38.538,     1.0
    63.0,0.000060, 36,  38.542,     1.0
    64.0,0.000059, 36,  38.542,     1.1
    65.0,0.000046, 36,  38.541,     1.1
    66.0,0.000050, 36,  38.556,     1.1
    67.0,0.000055, 36,  38.557,     1.1
    68.0,0.000062, 36,  38.564,     1.1
    69.0,0.000057, 36,  38.570,     1.1
    70.0,0.000071, 36,  38.573,     1.2
    71.0,0.000071, 36,  38.575,     1.2
    72.0,0.000082, 36,  38.579,     1.2
    73.0,0.000082, 36,  38.579,     1.2
    74.0,0.000100, 36,  38.580,     1.2
    75.0,0.000107, 36,  38.578,     1.3
    76.0,0.000091, 36,  38.573,     1.3
    77.0,0.000077, 36,  38.577,     1.3
    78.0,0.000082, 36,  38.571,     1.3
    79.0,0.000070, 36,  38.564,     1.3
    80.0,0.000073, 36,  38.563,     1.3
    81.0,0.000073, 36,  38.560,     1.4
    82.0,0.000081, 36,  38.558,     1.4
    83.0,0.000085, 36,  38.550,     1.4
    84.0,0.000077, 36,  38.548,     1.4
    85.0,0.000078, 36,  38.544,     1.4
    86.0,0.000076, 36,  38.544,     1.4
    87.0,0.000077, 36,  38.540,     1.5
    88.0,0.000057, 36,  38.531,     1.5
    89.0,0.000058, 36,  38.525,     1.5
    90.0,0.000043, 36,  38.527,     1.5
    91.0,0.000046, 36,  38.504,     1.5
    92.0,0.000039, 36,  38.502,     1.5
    93.0,0.000050, 36,  38.505,     1.5
    94.0,0.000048, 36,  38.513,     1.6
    95.0,0.000062, 36,  38.517,     1.6
    96.0,0.000059, 36,  38.535,     1.6
    97.0,0.000068, 36,  38.539,     1.6
    98.0,0.000057, 36,  38.557,     1.6
    99.0,0.000054, 36,  38.563,     1.6
   100.0,0.000052, 36,  38.570,     1.7
   101.0,0.000077, 36,  38.579,     1.7
   102.0,0.000076, 36,  38.581,     1.7
   103.0,0.000079, 36,  38.583,     1.7
   104.0,0.000076, 36,  38.587,     1.7
   105.0,0.000068, 36,  38.584,     1.8
   106.0,0.000062, 36,  38.583,     1.8
   107.0,0.000058, 36,  38.576,     1.8
   108.0,0.000066, 36,  38.573,     1.8
   109.0,0.000065, 36,  38.551,     1.8
   110.0,0.000051, 36,  38.540,     1.8
   111.0,0.000063, 36,  38.521,     1.9
   112.0,0.000074, 36,  38.505,     1.9
   113.0,0.000074, 36,  38.491,     1.9
   114.0,0.000082, 36,  38.485,     1.9
   115.0,0.000094, 36,  38.475,     1.9
   116.0,0.000091, 36,  38.480,     1.9
   117.0,0.000083, 36,  38.482,     2.0
   118.0,0.000090, 35,  38.488,     2.0
   119.0,0.000082, 35,  38.497,     2.0
   120.0,0.000074, 35,  38.507,     2.0
   121.0,0.000072, 35,  38.504,     2.0
   122.0,0.000070, 35,  38.509,     2.0
   123.0,0.000078, 35,  38.504,     2.0
   124.0,0.000063, 36,  38.494,     2.1
   125.0,0.000060, 36,  38.495,     2.1
   126.0,0.000056, 36,  38.484,     2.1
   127.0,0.000038, 36,  38.473,     2.1
   128.0,0.000044, 36,  38.475,     2.1
   129.0,0.000039, 36,  38.469,     2.2
   130.0,0.000043, 36,  38.462,     2.2
   131.0,0.000032, 36,  38.445,     2.2
   132.0,0.000017, 36,  38.435,     2.2
   133.0,0.000010, 36,  38.421,     2.2
   134.0,0.000010, 36,  38.409,     2.2
   135.0,0.000035, 36,  38.395,     2.3
   136.0,0.000061, 36,  38.376,     2.3
   137.0,0.000056, 36,  38.365,     2.3
   138.0,0.000052, 36,  38.352,     2.3
   139.0,0.000063, 36,  38.338,     2.3
   140.0,0.000063, 36,  38.327,     2.3
   141.0,0.000045, 36,  38.322,     2.4
   142.0,0.000039, 36,  38.312,     2.4
   143.0,0.000028, 36,  38.305,     2.4
   144.0,0.000010, 36,  38.284,     2.4
   145.0,0.000006, 36,  38.265,     2.4
   146.0,0.000021, 36,  38.261,     2.4
   147.0,0.000032, 36,  38.245,     2.5
   148.0,0.000051, 36,  38.234,     2.5
   149.0,0.000046, 36,  38.213,     2.5
   150.0,0.000054, 36,  38.200,     2.5
   151.0,0.000043, 36,  38.179,     2.5
   152.0,0.000065, 36,  38.170,     2.5
   153.0,0.000073, 36,  38.147,     2.5
   154.0,0.000085, 36,  38.122,     2.6
   155.0,0.000093, 36,  38.103,     2.6
   156.0,0.000093, 36,  38.083,     2.6
   157.0,0.000107, 36,  38.063,     2.6
   158.0,0.000100, 36,  38.049,     2.6
   159.0,0.000093, 36,  38.029,     2.7
   160.0,0.000106, 36,  38.020,     2.7
   161.0,0.000083, 36,  38.017,     2.7
   162.0,0.000098, 36,  38.008,     2.7
   163.0,0.000107, 36,  37.997,     2.7
   164.0,0.000104, 36,  38.002,     2.7
   165.0,0.000100, 36,  37.999,     2.8
   166.0,0.000112, 36,  37.999,     2.8
   167.0,0.000110, 36,  38.004,     2.8
   168.0,0.000090, 36,  38.006,     2.8
   169.0,0.000089, 36,  38.007,     2.8
   170.0,0.000100, 36,  38.015,     2.8
   171.0,0.000096, 36,  38.016,     2.9
   172.0,0.000096, 36,  38.028,     2.9
   173.0,0.000096, 36,  38.036,     2.9
   174.0,0.000073, 36,  38.041,     2.9
   175.0,0.000068, 36,  38.050,     2.9
   176.0,0.000068, 36,  38.059,     2.9
   177.0,0.000076, 36,  38.063,     3.0
   178.0,0.000068, 36,  38.079,     3.0
   179.0,0.000072, 36,  38.085,     3.0
   180.0,0.000087, 36,  38.089,     3.0
   181.0,0.000094, 36,  38.095,     3.0
   182.0,0.000105, 36,  38.109,     3.0
   183.0,0.000127, 36,  38.122,     3.0
   184.0,0.000121, 36,  38.133,     3.1
   185.0,0.000118, 36,  38.147,     3.1
   186.0,0.000118, 36,  38.173,     3.1
   187.0,0.000126, 36,  38.180,     3.1
   188.0,0.000118, 36,  38.195,     3.1
   189.0,0.000118, 36,  38.205,     3.2
   190.0,0.000121, 36,  38.220,     3.2
   191.0,0.000119, 36,  38.226,     3.2
   192.0,0.000099, 36,  38.236,     3.2
   193.0,0.000096, 36,  38.245,     3.2
   194.0,0.000093, 36,  38.263,     3.2
   195.0,0.000100, 36,  38.273,     3.3
   196.0,0.000118, 36,  38.283,     3.3
   197.0,0.000118, 36,  38.292,     3.3
   198.0,0.000100, 36,  38.301,     3.3
   199.0,0.000104, 36,  38.303,     3.3
   200.0,0.000105, 36,  38.311,     3.3
   201.0,0.000121, 36,  38.334,     3.4
   202.0,0.000121, 36,  38.348,     3.4
   203.0,0.000116, 36,  38.356,     3.4
   204.0,0.000129, 36,  38.361,     3.4
   205.0,0.000102, 36,  38.366,     3.4
   206.0,0.000094, 36,  38.372,     3.4
   207.0,0.000098, 36,  38.372,     3.5
   208.0,0.000115, 36,  38.380,     3.5
   209.0,0.000115, 36,  38.387,     3.5
   210.0,0.000115, 36,  38.389,     3.5
   211.0,0.000100, 36,  38.387,     3.5
   212.0,0.000089, 36,  38.390,     3.5
   213.0,0.000095, 36,  38.396,     3.5
   214.0,0.000100, 36,  38.400,     3.6
   215.0,0.000087, 36,  38.411,     3.6
   216.0,0.000074, 36,  38.411,     3.6
   217.0,0.000079, 36,  38.409,     3.6
   218.0,0.000068, 36,  38.412,     3.6
   219.0,0.000043, 36,  38.406,     3.7
   220.0,0.000010, 36,  38.389,     3.7
   221.0,-0.000022, 36,  38.371,     3.7
   222.0,-0.000063, 36,  38.350,     3.7
   223.0,-0.000111, 36,  38.320,     3.7
   224.0,-0.000116, 36,  38.262,     3.7
   225.0,-0.000142, 36,  38.201,     3.8
   226.0,-0.000164, 36,  38.123,     3.8
   227.0,-0.000195, 36,  38.042,     3.8
   228.0,-0.000232, 36,  37.941,     3.8
   229.0,-0.000254, 36,  37.806,     3.8
   230.0,-0.000262, 36,  37.664,     3.8
   231.0,-0.000258, 36,  37.476,     3.9
   232.0,-0.000254, 36,  37.278,     3.9
   233.0,-0.000216, 36,  37.046,     3.9
   234.0,-0.000209, 36,  36.769,     3.9
   235.0,-0.000162, 36,  36.487,     3.9
   236.0,-0.000096, 36,  36.181,     3.9
   237.0,0.000006, 36,  35.867,     4.0
   238.0,0.000112, 36,  35.526,     4.0
   239.0,0.000204, 36,  35.171,     4.0
   240.0,0.000306, 36,  34.815,     4.0
   241.0,0.000419, 36,  34.463,     4.0
   242.0,0.000518, 36,  34.141,     4.0
   243.0,0.000642, 36,  33.846,     4.1
   244.0,0.000763, 36,  33.602,     4.1
   245.0,0.000844, 36,  33.403,     4.1
   246.0,0.000928, 36,  33.269,     4.1
   247.0,0.001034, 36,  33.202,     4.1
   248.0,0.001113, 36,  33.192,     4.1
   249.0,0.001151, 36,  33.252,     4.2
   250.0,0.001206, 36,  33.373,     4.2
   251.0,0.001228, 36,  33.534,     4.2
   252.0,0.001231, 36,  33.762,     4.2
   253.0,0.001238, 36,  34.033,     4.2
   254.0,0.001260, 36,  34.329,     4.2
   255.0,0.001278, 36,  34.651,     4.3
   256.0,0.001271, 36,  34.991,     4.3
