Run Name,Tues02_2142023
Run Date,02:36:14 PM   02-14-23
Method Name,LinearGradientTemplate2022
Export Format Version, 1.00
Method ID, 4157
Points/Second, 1.00
Number of Records,   5374
Offset from Run Start Time,00:00:00
Run End Time,01:29:35
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,Volume
     0.0,-0.021296,  5,   8.596,     0.0
     1.0,0.000000,  5,   8.575,     0.0
     2.0,0.000000,  5,   8.544,     0.0
     3.0,0.000000,  5,   8.508,     0.1
     4.0,0.000000,  5,   8.472,     0.1
     5.0,0.000016,  5,   8.437,     0.1
     6.0,0.000045,  5,   8.398,     0.1
     7.0,0.000065,  5,   8.358,     0.1
     8.0,0.000078,  5,   8.325,     0.1
     9.0,0.000094,  5,   8.280,     0.2
    10.0,0.000102,  5,   8.241,     0.2
    11.0,0.000117,  5,   8.203,     0.2
    12.0,0.000129,  5,   8.166,     0.2
    13.0,0.000133,  5,   8.127,     0.2
    14.0,0.000144,  5,   8.087,     0.2
    15.0,0.000159,  5,   8.062,     0.3
    16.0,0.000170,  5,   8.027,     0.3
    17.0,0.000171,  5,   7.997,     0.3
    18.0,0.000173,  5,   7.965,     0.3
    19.0,0.000189,  5,   7.941,     0.3
    20.0,0.000203,  5,   7.913,     0.3
    21.0,0.000229,  5,   7.886,     0.3
    22.0,0.000229,  5,   7.872,     0.4
    23.0,0.000238,  5,   7.848,     0.4
    24.0,0.000238,  5,   7.832,     0.4
    25.0,0.000265,  5,   7.812,     0.4
    26.0,0.000278,  5,   7.807,     0.4
    27.0,0.000298,  5,   7.796,     0.4
    28.0,0.000301,  5,   7.797,     0.5
    29.0,0.000290,  5,   7.797,     0.5
    30.0,0.000298,  5,   7.796,     0.5
    31.0,0.000290,  5,   7.803,     0.5
    32.0,0.000290,  5,   7.815,     0.5
    33.0,0.000291,  5,   7.826,     0.6
    34.0,0.000279,  5,   7.845,     0.6
    35.0,0.000280,  5,   7.856,     0.6
    36.0,0.000288,  5,   7.869,     0.6
    37.0,0.000295,  5,   7.892,     0.6
    38.0,0.000304,  5,   7.905,     0.6
    39.0,0.000304,  5,   7.927,     0.6
    40.0,0.000295,  5,   7.953,     0.7
    41.0,0.000307,  5,   7.976,     0.7
    42.0,0.000315,  5,   8.000,     0.7
    43.0,0.000313,  5,   8.026,     0.7
    44.0,0.000329,  5,   8.053,     0.7
    45.0,0.000337,  5,   8.085,     0.8
    46.0,0.000352,  5,   8.112,     0.8
    47.0,0.000348,  5,   8.141,     0.8
    48.0,0.000355,  5,   8.169,     0.8
    49.0,0.000356,  5,   8.205,     0.8
