Run Name,28% CRL group 3 April 8 2014.5
Run Date,03:46:15 PM   04-08-14
Method Name,28% CRL group 3 April 8 2014.5
Export Format Version, 1.00
Method ID, 2050
Points/Second, 5.00
Number of Records,  10489
Offset from Run Start Time,00:00:00
Run End Time,00:35:00
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure
     0.0,-0.001036, 28,  31.266,  131
     0.2,-0.001033, 28,  31.267,  130
     0.4,-0.001037, 28,  31.269,  129
     0.6,-0.000973, 28,  31.264,  130
     0.8,0.000000, 28,  31.268,  131
     1.0,0.000000, 28,  31.266,  132
     1.2,0.000000, 28,  31.264,  133
     1.4,0.000000, 28,  31.259,  131
     1.6,0.000000, 28,  31.259,  129
     1.8,0.000000, 28,  31.257,  130
     2.0,0.000000, 28,  31.256,  131
     2.2,0.000000, 28,  31.250,  131
     2.4,0.000000, 28,  31.241,  130
     2.6,0.000000, 28,  31.245,  132
     2.8,0.000000, 28,  31.240,  134
     3.0,0.000000, 28,  31.238,  132
     3.2,0.000000, 28,  31.230,  130
     3.4,0.000000, 28,  31.220,  130
     3.6,0.000002, 28,  31.218,  130
     3.8,0.000007, 28,  31.210,  132
     4.0,0.000010, 28,  31.210,  134
     4.2,0.000010, 28,  31.207,  133
     4.4,0.000013, 28,  31.196,  132
     4.6,0.000010, 28,  31.185,  131
     4.8,0.000010, 28,  31.184,  131
     5.0,0.000013, 28,  31.180,  134
     5.2,0.000013, 28,  31.177,  137
     5.4,0.000015, 28,  31.168,  134
     5.6,0.000018, 28,  31.159,  132
     5.8,0.000013, 28,  31.158,  132
     6.0,0.000010, 28,  31.155,  131
     6.2,0.000013, 28,  31.152,  131
     6.4,0.000010, 28,  31.148,  130
     6.6,0.000010, 28,  31.143,  131
     6.8,0.000007, 28,  31.136,  132
     7.0,0.000002, 28,  31.131,  132
     7.2,-0.000004, 28,  31.125,  133
     7.4,-0.000013, 28,  31.120,  132
     7.6,-0.000016, 28,  31.118,  131
     7.8,-0.000016, 28,  31.119,  131
     8.0,-0.000020, 28,  31.113,  130
     8.2,-0.000023, 28,  31.114,  130
     8.4,-0.000019, 28,  31.111,  130
     8.6,-0.000019, 28,  31.105,  131
     8.8,-0.000028, 28,  31.108,  133
     9.0,-0.000024, 28,  31.106,  130
     9.2,-0.000027, 28,  31.101,  128
     9.4,-0.000034, 28,  31.104,  130
     9.6,-0.000030, 28,  31.104,  132
     9.8,-0.000033, 28,  31.108,  134
    10.0,-0.000035, 28,  31.103,  135
    10.2,-0.000035, 28,  31.107,  133
    10.4,-0.000035, 28,  31.106,  130
    10.6,-0.000035, 28,  31.110,  131
    10.8,-0.000042, 28,  31.114,  131
    11.0,-0.000039, 28,  31.114,  131
    11.2,-0.000039, 28,  31.118,  131
    11.4,-0.000046, 28,  31.123,  131
    11.6,-0.000042, 28,  31.121,  130
    11.8,-0.000045, 28,  31.125,  131
    12.0,-0.000052, 28,  31.131,  132
    12.2,-0.000045, 28,  31.133,  131
    12.4,-0.000039, 28,  31.130,  131
    12.6,-0.000039, 28,  31.135,  135
    12.8,-0.000033, 28,  31.136,  138
    13.0,-0.000030, 28,  31.139,  136
    13.2,-0.000027, 28,  31.137,  135
    13.4,-0.000027, 28,  31.143,  133
    13.6,-0.000027, 28,  31.141,  131
    13.8,-0.000027, 28,  31.149,  131
    14.0,-0.000027, 28,  31.154,  131
    14.2,-0.000024, 28,  31.158,  131
    14.4,-0.000022, 28,  31.158,  131
    14.6,-0.000019, 28,  31.161,  131
    14.8,-0.000016, 28,  31.165,  132
    15.0,-0.000016, 28,  31.166,  131
    15.2,-0.000016, 28,  31.166,  130
    15.4,-0.000007, 28,  31.172,  130
    15.6,-0.000007, 28,  31.175,  131
    15.8,-0.000004, 28,  31.179,  132
    16.0,0.000003, 28,  31.179,  133
    16.2,0.000003, 28,  31.188,  133
    16.4,-0.000004, 28,  31.192,  132
    16.6,-0.000004, 28,  31.197,  131
    16.8,-0.000004, 28,  31.197,  130
    17.0,-0.000007, 28,  31.199,  131
    17.2,-0.000009, 28,  31.205,  131
    17.4,-0.000007, 28,  31.214,  131
    17.6,-0.000016, 28,  31.215,  131
    17.8,-0.000007, 28,  31.220,  131
    18.0,-0.000011, 28,  31.224,  130
    18.2,-0.000013, 28,  31.226,  130
    18.4,-0.000016, 28,  31.228,  130
    18.6,-0.000020, 28,  31.229,  133
    18.8,-0.000023, 28,  31.228,  136
    19.0,-0.000016, 28,  31.227,  135
    19.2,-0.000009, 28,  31.228,  133
    19.4,-0.000012, 28,  31.222,  132
    19.6,-0.000018, 28,  31.222,  131
    19.8,-0.000008, 28,  31.218,  132
    20.0,-0.000008, 28,  31.216,  134
    20.2,-0.000015, 28,  31.214,  135
    20.4,-0.000015, 28,  31.207,  135
    20.6,-0.000018, 28,  31.204,  133
    20.8,-0.000020, 28,  31.197,  131
    21.0,-0.000024, 28,  31.190,  131
    21.2,-0.000024, 28,  31.185,  131
    21.4,-0.000022, 28,  31.183,  131
    21.6,-0.000026, 28,  31.184,  131
    21.8,-0.000032, 28,  31.180,  132
    22.0,-0.000023, 28,  31.176,  133
    22.2,-0.000020, 28,  31.173,  133
    22.4,-0.000027, 28,  31.170,  132
    22.6,-0.000027, 28,  31.171,  132
    22.8,-0.000021, 28,  31.163,  132
    23.0,-0.000021, 28,  31.166,  134
    23.2,-0.000015, 28,  31.163,  135
    23.4,-0.000012, 28,  31.159,  132
    23.6,-0.000019, 28,  31.154,  130
    23.8,-0.000015, 28,  31.156,  129
    24.0,-0.000015, 28,  31.154,  129
    24.2,-0.000019, 28,  31.154,  130
    24.4,-0.000009, 28,  31.154,  132
    24.6,-0.000009, 28,  31.145,  134
    24.8,-0.000016, 28,  31.141,  136
    25.0,-0.000009, 28,  31.133,  135
    25.2,-0.000009, 28,  31.140,  133
    25.4,-0.000016, 28,  31.130,  132
    25.6,-0.000009, 28,  31.135,  131
    25.8,-0.000009, 28,  31.132,  131
    26.0,-0.000012, 28,  31.129,  130
    26.2,-0.000005, 28,  31.133,  131
    26.4,0.000006, 28,  31.124,  131
    26.6,0.000002, 28,  31.127,  131
    26.8,0.000002, 28,  31.125,  131
    27.0,0.000000, 28,  31.124,  130
    27.2,-0.000004, 28,  31.121,  130
    27.4,-0.000005, 28,  31.126,  134
    27.6,0.000005, 28,  31.129,  138
    27.8,0.000010, 28,  31.124,  136
    28.0,0.000006, 28,  31.124,  135
    28.2,0.000013, 28,  31.125,  134
    28.4,0.000016, 28,  31.122,  134
    28.6,0.000014, 28,  31.120,  132
    28.8,0.000018, 28,  31.124,  131
    29.0,0.000021, 28,  31.124,  131
    29.2,0.000014, 28,  31.126,  130
    29.4,0.000021, 28,  31.123,  131
    29.6,0.000024, 28,  31.130,  132
    29.8,0.000014, 28,  31.123,  130
    30.0,0.000021, 28,  31.129,  129
    30.2,0.000024, 28,  31.132,  129
    30.4,0.000017, 28,  31.131,  130
    30.6,0.000024, 28,  31.130,  133
    30.8,0.000027, 28,  31.131,  135
    31.0,0.000020, 28,  31.129,  134
    31.2,0.000027, 28,  31.131,  133
    31.4,0.000029, 28,  31.134,  133
    31.6,0.000020, 28,  31.131,  132
    31.8,0.000024, 28,  31.133,  130
    32.0,0.000027, 28,  31.130,  129
    32.2,0.000020, 28,  31.139,  131
    32.4,0.000024, 28,  31.140,  134
    32.6,0.000024, 28,  31.138,  132
    32.8,0.000017, 28,  31.138,  131
    33.0,0.000012, 28,  31.136,  131
    33.2,0.000014, 28,  31.140,  130
    33.4,0.000014, 28,  31.142,  132
    33.6,0.000014, 28,  31.143,  134
    33.8,0.000017, 28,  31.142,  134
    34.0,0.000014, 28,  31.138,  133
    34.2,0.000014, 28,  31.144,  132
    34.4,0.000017, 28,  31.143,  131
    34.6,0.000014, 28,  31.142,  132
    34.8,0.000014, 28,  31.145,  132
    35.0,0.000012, 28,  31.144,  134
    35.2,0.000014, 28,  31.147,  137
    35.4,0.000012, 28,  31.144,  134
    35.6,0.000012, 28,  31.143,  132
    35.8,0.000009, 28,  31.140,  132
    36.0,0.000003, 28,  31.143,  131
    36.2,-0.000002, 28,  31.140,  132
    36.4,-0.000002, 28,  31.138,  132
    36.6,-0.000008, 28,  31.140,  133
    36.8,-0.000010, 28,  31.132,  133
    37.0,-0.000010, 28,  31.134,  132
    37.2,-0.000016, 28,  31.133,  132
    37.4,-0.000021, 28,  31.131,  132
    37.6,-0.000024, 28,  31.137,  131
    37.8,-0.000024, 28,  31.132,  130
    38.0,-0.000027, 28,  31.134,  129
    38.2,-0.000027, 28,  31.134,  131
    38.4,-0.000030, 28,  31.134,  134
    38.6,-0.000032, 28,  31.131,  132
    38.8,-0.000032, 28,  31.130,  130
    39.0,-0.000035, 28,  31.133,  130
    39.2,-0.000041, 28,  31.132,  130
    39.4,-0.000041, 28,  31.128,  132
    39.6,-0.000047, 28,  31.131,  134
    39.8,-0.000050, 28,  31.127,  133
    40.0,-0.000053, 28,  31.125,  132
    40.2,-0.000060, 28,  31.127,  132
    40.4,-0.000058, 28,  31.124,  132
    40.6,-0.000058, 28,  31.120,  132
    40.8,-0.000068, 28,  31.123,  132
    41.0,-0.000064, 28,  31.116,  131
    41.2,-0.000061, 28,  31.123,  131
    41.4,-0.000061, 28,  31.120,  130
    41.6,-0.000057, 28,  31.122,  130
    41.8,-0.000054, 28,  31.120,  131
    42.0,-0.000054, 28,  31.118,  131
    42.2,-0.000054, 28,  31.119,  133
    42.4,-0.000052, 28,  31.121,  135
