Run Name,30% CRL group 3 April 8 2014.4
Run Date,03:11:20 PM   04-08-14
Method Name,30% CRL group 3 April 8 2014.4
Export Format Version, 1.00
Method ID, 2048
Points/Second, 5.00
Number of Records,   6900
Offset from Run Start Time,00:00:00
Run End Time,00:23:00
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure
     0.0,-0.000859, 30,  32.647,  128
     0.2,-0.000890, 30,  32.643,  126
     0.4,-0.000887, 30,  32.644,  124
     0.6,-0.000882, 30,  32.643,  123
     0.8,0.000000, 30,  32.647,  123
     1.0,0.000000, 30,  32.650,  123
     1.2,0.000000, 30,  32.645,  123
     1.4,0.000000, 30,  32.645,  124
     1.6,0.000000, 30,  32.643,  125
     1.8,0.000000, 30,  32.648,  124
     2.0,0.000000, 30,  32.644,  123
     2.2,0.000000, 30,  32.647,  125
     2.4,0.000000, 30,  32.648,  126
     2.6,0.000000, 30,  32.644,  126
     2.8,0.000000, 30,  32.648,  127
     3.0,0.000000, 30,  32.648,  126
     3.2,0.000000, 30,  32.648,  125
     3.4,0.000000, 30,  32.650,  124
     3.6,0.000000, 30,  32.653,  123
     3.8,0.000000, 30,  32.656,  124
     4.0,0.000000, 30,  32.658,  125
     4.2,0.000005, 30,  32.658,  125
     4.4,0.000005, 30,  32.654,  125
     4.6,-0.000007, 30,  32.649,  125
     4.8,-0.000000, 30,  32.654,  124
     5.0,-0.000003, 30,  32.651,  124
     5.2,-0.000006, 30,  32.647,  123
     5.4,-0.000009, 30,  32.642,  123
     5.6,-0.000002, 30,  32.641,  124
     5.8,-0.000006, 30,  32.643,  126
     6.0,-0.000005, 30,  32.636,  128
     6.2,-0.000007, 30,  32.629,  127
     6.4,-0.000014, 30,  32.630,  126
     6.6,-0.000010, 30,  32.627,  126
     6.8,-0.000013, 30,  32.628,  127
     7.0,-0.000020, 30,  32.622,  126
     7.2,-0.000016, 30,  32.616,  126
     7.4,-0.000018, 30,  32.615,  126
     7.6,-0.000028, 30,  32.616,  126
     7.8,-0.000021, 30,  32.621,  125
     8.0,-0.000014, 30,  32.610,  124
     8.2,-0.000021, 30,  32.613,  123
     8.4,-0.000018, 30,  32.610,  123
     8.6,-0.000006, 30,  32.610,  124
     8.8,-0.000010, 30,  32.611,  124
     9.0,-0.000007, 30,  32.606,  125
     9.2,-0.000003, 30,  32.601,  126
     9.4,-0.000007, 30,  32.602,  125
     9.6,-0.000007, 30,  32.599,  124
     9.8,-0.000001, 30,  32.605,  125
    10.0,-0.000005, 30,  32.603,  126
    10.2,0.000002, 30,  32.606,  125
    10.4,0.000009, 30,  32.601,  123
    10.6,0.000005, 30,  32.599,  124
    10.8,0.000012, 30,  32.601,  125
    11.0,0.000009, 30,  32.603,  125
