Run Name,18% C group 3 April 8 2014.6
Run Date,04:44:03 PM   04-08-14
Method Name,18% C group 3 April 8 2014.6
Export Format Version, 1.00
Method ID, 2052
Points/Second, 5.00
Number of Records,   4020
Offset from Run Start Time,00:00:00
Run End Time,00:13:23
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure
     0.0,-0.000125, 18,  22.538,  126
     0.2,-0.000125, 18,  22.537,  128
     0.4,-0.000131, 18,  22.540,  130
     0.6,-0.000062, 18,  22.537,  129
     0.8,0.000000, 18,  22.541,  127
     1.0,0.000000, 18,  22.540,  127
     1.2,0.000000, 18,  22.539,  127
     1.4,0.000000, 18,  22.543,  127
     1.6,0.000000, 18,  22.543,  127
     1.8,0.000000, 18,  22.543,  126
     2.0,0.000000, 18,  22.542,  125
     2.2,0.000000, 18,  22.543,  125
     2.4,0.000000, 18,  22.542,  125
     2.6,0.000000, 18,  22.544,  126
     2.8,0.000000, 18,  22.539,  126
     3.0,0.000000, 18,  22.544,  128
     3.2,0.000000, 18,  22.542,  129
     3.4,0.000000, 18,  22.546,  128
     3.6,0.000008, 18,  22.546,  127
     3.8,0.000004, 18,  22.544,  127
     4.0,-0.000005, 18,  22.544,  126
     4.2,0.000002, 18,  22.545,  126
     4.4,-0.000005, 18,  22.548,  126
     4.6,-0.000005, 18,  22.546,  126
     4.8,-0.000008, 18,  22.548,  125
     5.0,-0.000015, 18,  22.546,  125
     5.2,-0.000008, 18,  22.546,  125
     5.4,-0.000008, 18,  22.546,  127
     5.6,-0.000017, 18,  22.551,  129
     5.8,-0.000017, 18,  22.545,  128
     6.0,-0.000017, 18,  22.551,  127
     6.2,-0.000024, 18,  22.549,  127
     6.4,-0.000024, 18,  22.548,  126
     6.6,-0.000015, 18,  22.550,  127
     6.8,-0.000019, 18,  22.548,  128
     7.0,-0.000019, 18,  22.548,  130
     7.2,-0.000015, 18,  22.546,  131
     7.4,-0.000021, 18,  22.546,  129
     7.6,-0.000019, 18,  22.543,  126
     7.8,-0.000009, 18,  22.546,  126
     8.0,-0.000013, 18,  22.542,  126
     8.2,-0.000006, 18,  22.538,  128
     8.4,0.000003, 18,  22.541,  130
     8.6,0.000003, 18,  22.544,  129
     8.8,0.000003, 18,  22.541,  128
     9.0,0.000003, 18,  22.541,  127
     9.2,-0.000002, 18,  22.534,  126
     9.4,0.000000, 18,  22.529,  126
     9.6,0.000000, 18,  22.529,  126
     9.8,-0.000002, 18,  22.532,  126
    10.0,-0.000009, 18,  22.533,  125
    10.2,0.000000, 18,  22.526,  125
    10.4,0.000000, 18,  22.524,  125
    10.6,-0.000006, 18,  22.522,  128
    10.8,0.000000, 18,  22.521,  130
    11.0,0.000004, 18,  22.521,  128
    11.2,-0.000002, 18,  22.518,  127
    11.4,-0.000002, 18,  22.516,  127
    11.6,0.000004, 18,  22.513,  126
    11.8,-0.000002, 18,  22.512,  127
    12.0,-0.000002, 18,  22.516,  127
    12.2,0.000004, 18,  22.509,  127
    12.4,-0.000002, 18,  22.511,  128
    12.6,0.000000, 18,  22.510,  127
    12.8,0.000007, 18,  22.514,  126
    13.0,0.000003, 18,  22.512,  126
    13.2,0.000003, 18,  22.508,  125
    13.4,0.000010, 18,  22.511,  127
    13.6,0.000006, 18,  22.510,  128
    13.8,0.000006, 18,  22.512,  128
    14.0,0.000006, 18,  22.512,  127
    14.2,0.000002, 18,  22.510,  127
    14.4,0.000011, 18,  22.511,  126
    14.6,0.000011, 18,  22.510,  126
    14.8,0.000007, 18,  22.512,  127
    15.0,0.000014, 18,  22.513,  126
    15.2,0.000021, 18,  22.509,  125
    15.4,0.000014, 18,  22.507,  125
    15.6,0.000014, 18,  22.509,  125
    15.8,0.000021, 18,  22.509,  127
    16.0,0.000017, 18,  22.507,  129
    16.2,0.000020, 18,  22.508,  129
    16.4,0.000026, 18,  22.504,  128
    16.6,0.000022, 18,  22.507,  127
    16.8,0.000025, 18,  22.504,  126
    17.0,0.000029, 18,  22.510,  126
    17.2,0.000022, 18,  22.509,  126
    17.4,0.000025, 18,  22.508,  127
    17.6,0.000032, 18,  22.509,  127
    17.8,0.000032, 18,  22.506,  126
    18.0,0.000025, 18,  22.505,  125
    18.2,0.000035, 18,  22.504,  125
    18.4,0.000032, 18,  22.503,  126
    18.6,0.000032, 18,  22.504,  129
    18.8,0.000032, 18,  22.503,  131
    19.0,0.000032, 18,  22.498,  130
    19.2,0.000025, 18,  22.497,  129
    19.4,0.000022, 18,  22.500,  127
    19.6,0.000024, 18,  22.500,  126
    19.8,0.000014, 18,  22.499,  126
    20.0,0.000021, 18,  22.499,  126
    20.2,0.000025, 18,  22.498,  126
    20.4,0.000018, 18,  22.497,  125
    20.6,0.000022, 18,  22.500,  125
    20.8,0.000019, 18,  22.499,  124
    21.0,0.000013, 18,  22.495,  127
    21.2,0.000017, 18,  22.496,  129
    21.4,0.000011, 18,  22.497,  128
    21.6,0.000004, 18,  22.490,  127
    21.8,0.000008, 18,  22.491,  127
    22.0,0.000006, 18,  22.497,  128
    22.2,-0.000004, 18,  22.494,  128
    22.4,0.000003, 18,  22.490,  127
    22.6,0.000003, 18,  22.493,  127
    22.8,-0.000007, 18,  22.487,  127
    23.0,0.000000, 18,  22.489,  126
    23.2,0.000000, 18,  22.487,  125
    23.4,-0.000004, 18,  22.484,  126
    23.6,0.000000, 18,  22.485,  128
    23.8,-0.000003, 18,  22.483,  128
    24.0,-0.000007, 18,  22.477,  129
    24.2,-0.000003, 18,  22.477,  128
    24.4,-0.000006, 18,  22.471,  128
    24.6,-0.000006, 18,  22.474,  127
    24.8,0.000001, 18,  22.469,  126
    25.0,0.000002, 18,  22.473,  126
    25.2,0.000002, 18,  22.471,  126
    25.4,0.000002, 18,  22.469,  126
    25.6,-0.000000, 18,  22.464,  125
    25.8,-0.000000, 18,  22.468,  125
    26.0,0.000002, 18,  22.467,  126
    26.2,0.000002, 18,  22.471,  128
    26.4,0.000002, 18,  22.463,  130
    26.6,0.000005, 18,  22.464,  129
    26.8,0.000002, 18,  22.464,  127
    27.0,0.000002, 18,  22.460,  127
    27.2,0.000002, 18,  22.462,  127
    27.4,0.000005, 18,  22.467,  127
    27.6,0.000008, 18,  22.462,  127
    27.8,0.000011, 18,  22.461,  127
    28.0,0.000004, 18,  22.464,  127
    28.2,0.000001, 18,  22.462,  126
    28.4,0.000004, 18,  22.458,  125
    28.6,-0.000003, 18,  22.457,  126
    28.8,0.000004, 18,  22.455,  126
    29.0,0.000007, 18,  22.459,  127
    29.2,0.000000, 18,  22.457,  129
    29.4,0.000009, 18,  22.456,  128
    29.6,0.000003, 18,  22.455,  128
    29.8,0.000003, 18,  22.457,  127
    30.0,0.000000, 18,  22.456,  126
    30.2,-0.000004, 18,  22.456,  128
    30.4,0.000003, 18,  22.458,  129
    30.6,0.000000, 18,  22.454,  129
    30.8,-0.000001, 18,  22.454,  129
    31.0,-0.000001, 18,  22.453,  128
    31.2,-0.000001, 18,  22.456,  126
    31.4,-0.000005, 18,  22.453,  128
    31.6,-0.000005, 18,  22.457,  130
    31.8,-0.000001, 18,  22.453,  129
    32.0,-0.000008, 18,  22.452,  128
    32.2,-0.000005, 18,  22.450,  128
    32.4,0.000002, 18,  22.450,  128
    32.6,-0.000005, 18,  22.450,  128
    32.8,-0.000002, 18,  22.448,  128
    33.0,0.000002, 18,  22.444,  128
    33.2,-0.000005, 18,  22.443,  128
    33.4,-0.000005, 18,  22.446,  127
    33.6,-0.000001, 18,  22.447,  126
    33.8,-0.000008, 18,  22.445,  126
    34.0,-0.000002, 18,  22.442,  127
    34.2,0.000007, 18,  22.443,  128
    34.4,0.000000, 18,  22.441,  128
    34.6,0.000010, 18,  22.442,  128
    34.8,0.000014, 18,  22.438,  127
    35.0,0.000007, 18,  22.439,  126
    35.2,0.000017, 18,  22.433,  126
    35.4,0.000014, 18,  22.436,  126
    35.6,0.000014, 18,  22.432,  127
    35.8,0.000017, 18,  22.437,  127
    36.0,0.000014, 18,  22.430,  127
    36.2,0.000014, 18,  22.429,  126
    36.4,0.000010, 18,  22.431,  125
    36.6,0.000017, 18,  22.429,  127
    36.8,0.000019, 18,  22.430,  129
    37.0,0.000015, 18,  22.430,  128
    37.2,0.000019, 18,  22.427,  127
    37.4,0.000017, 18,  22.429,  128
