Run Name,RibonucleaseA_34%Isocratic_Test1
Run Date,05:38:28 PM   01-31-23
Method Name,TA_IsocraticRun_34%
Export Format Version, 1.00
Method ID, 4029
Points/Second, 1.00
Number of Records,    917
Offset from Run Start Time,00:00:00
Run End Time,00:15:18
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,Volume
     0.0,0.000740, 34,  36.334,     0.0
     1.0,0.000731, 34,  36.270,     0.0
     2.0,-0.001537, 34,  36.217,     0.0
     3.0,0.000000, 34,  36.159,     0.1
     4.0,0.000000, 34,  36.120,     0.1
     5.0,0.000000, 34,  36.091,     0.1
     6.0,0.000074, 34,  36.037,     0.1
     7.0,0.000119, 34,  36.009,     0.1
     8.0,0.000161, 34,  36.016,     0.1
     9.0,0.000194, 34,  36.017,     0.2
    10.0,0.000215, 34,  35.999,     0.2
    11.0,0.000215, 34,  36.006,     0.2
    12.0,0.000218, 34,  36.023,     0.2
    13.0,0.000205, 34,  36.029,     0.2
    14.0,0.000208, 34,  36.047,     0.2
    15.0,0.000235, 34,  36.074,     0.3
    16.0,0.000252, 34,  36.095,     0.3
    17.0,0.000243, 34,  36.107,     0.3
    18.0,0.000252, 34,  36.139,     0.3
    19.0,0.000262, 34,  36.161,     0.3
    20.0,0.000285, 34,  36.203,     0.3
    21.0,0.000314, 34,  36.230,     0.3
    22.0,0.000324, 34,  36.272,     0.4
    23.0,0.000309, 34,  36.305,     0.4
    24.0,0.000313, 34,  36.329,     0.4
    25.0,0.000320, 34,  36.376,     0.4
    26.0,0.000320, 34,  36.395,     0.4
    27.0,0.000309, 34,  36.441,     0.4
    28.0,0.000320, 34,  36.464,     0.5
    29.0,0.000341, 34,  36.483,     0.5
    30.0,0.000364, 34,  36.485,     0.5
    31.0,0.000387, 34,  36.462,     0.5
    32.0,0.000381, 34,  36.458,     0.5
    33.0,0.000398, 34,  36.472,     0.6
    34.0,0.000419, 34,  36.486,     0.6
    35.0,0.000432, 34,  36.505,     0.6
    36.0,0.000446, 34,  36.533,     0.6
    37.0,0.000459, 34,  36.553,     0.6
    38.0,0.000474, 34,  36.552,     0.6
    39.0,0.000483, 34,  36.553,     0.6
    40.0,0.000488, 34,  36.539,     0.7
    41.0,0.000461, 34,  36.494,     0.7
    42.0,0.000447, 34,  36.452,     0.7
    43.0,0.000455, 34,  36.421,     0.7
    44.0,0.000460, 34,  36.409,     0.7
    45.0,0.000442, 34,  36.401,     0.8
    46.0,0.000427, 34,  36.404,     0.8
    47.0,0.000412, 34,  36.406,     0.8
    48.0,0.000413, 34,  36.393,     0.8
    49.0,0.000424, 34,  36.382,     0.8
    50.0,0.000431, 34,  36.384,     0.8
    51.0,0.000416, 34,  36.391,     0.9
    52.0,0.000402, 34,  36.394,     0.9
    53.0,0.000394, 34,  36.414,     0.9
    54.0,0.000398, 34,  36.437,     0.9
    55.0,0.000403, 34,  36.446,     0.9
    56.0,0.000400, 34,  36.463,     0.9
    57.0,0.000403, 34,  36.475,     0.9
    58.0,0.000397, 34,  36.478,     1.0
    59.0,0.000392, 34,  36.491,     1.0
    60.0,0.000398, 34,  36.499,     1.0
    61.0,0.000407, 34,  36.499,     1.0
    62.0,0.000403, 34,  36.507,     1.0
    63.0,0.000404, 34,  36.513,     1.0
    64.0,0.000420, 34,  36.516,     1.1
    65.0,0.000420, 34,  36.518,     1.1
    66.0,0.000408, 34,  36.533,     1.1
    67.0,0.000414, 34,  36.543,     1.1
    68.0,0.000405, 34,  36.563,     1.1
    69.0,0.000421, 34,  36.568,     1.1
    70.0,0.000418, 34,  36.570,     1.2
    71.0,0.000422, 34,  36.585,     1.2
    72.0,0.000415, 34,  36.587,     1.2
    73.0,0.000413, 34,  36.595,     1.2
    74.0,0.000441, 34,  36.609,     1.2
    75.0,0.000454, 34,  36.610,     1.3
    76.0,0.000460, 34,  36.615,     1.3
    77.0,0.000458, 34,  36.610,     1.3
    78.0,0.000466, 34,  36.602,     1.3
    79.0,0.000465, 34,  36.599,     1.3
    80.0,0.000478, 34,  36.584,     1.3
    81.0,0.000457, 34,  36.579,     1.4
    82.0,0.000458, 34,  36.571,     1.4
    83.0,0.000469, 34,  36.555,     1.4
    84.0,0.000475, 34,  36.541,     1.4
    85.0,0.000478, 34,  36.509,     1.4
    86.0,0.000475, 34,  36.480,     1.4
    87.0,0.000475, 34,  36.428,     1.5
    88.0,0.000499, 34,  36.388,     1.5
    89.0,0.000508, 34,  36.366,     1.5
    90.0,0.000492, 34,  36.345,     1.5
    91.0,0.000469, 34,  36.349,     1.5
    92.0,0.000461, 34,  36.357,     1.5
    93.0,0.000461, 34,  36.360,     1.5
    94.0,0.000477, 34,  36.376,     1.6
    95.0,0.000465, 34,  36.381,     1.6
    96.0,0.000453, 34,  36.374,     1.6
    97.0,0.000440, 34,  36.383,     1.6
    98.0,0.000421, 34,  36.384,     1.6
    99.0,0.000399, 34,  36.401,     1.6
   100.0,0.000386, 34,  36.413,     1.7
   101.0,0.000379, 34,  36.421,     1.7
   102.0,0.000387, 34,  36.447,     1.7
   103.0,0.000402, 34,  36.463,     1.7
   104.0,0.000390, 34,  36.479,     1.7
   105.0,0.000394, 34,  36.496,     1.8
   106.0,0.000413, 34,  36.537,     1.8
   107.0,0.000427, 34,  36.561,     1.8
   108.0,0.000438, 34,  36.568,     1.8
   109.0,0.000429, 34,  36.579,     1.8
   110.0,0.000443, 34,  36.585,     1.8
   111.0,0.000454, 34,  36.570,     1.9
   112.0,0.000449, 34,  36.554,     1.9
   113.0,0.000469, 34,  36.538,     1.9
   114.0,0.000482, 34,  36.530,     1.9
   115.0,0.000488, 34,  36.517,     1.9
   116.0,0.000492, 34,  36.526,     1.9
   117.0,0.000492, 35,  36.535,     2.0
   118.0,0.000490, 35,  36.550,     2.0
   119.0,0.000470, 35,  36.560,     2.0
   120.0,0.000459, 35,  36.567,     2.0
   121.0,0.000465, 35,  36.576,     2.0
   122.0,0.000469, 35,  36.595,     2.0
   123.0,0.000446, 34,  36.621,     2.0
   124.0,0.000425, 34,  36.638,     2.1
   125.0,0.000429, 34,  36.669,     2.1
   126.0,0.000441, 34,  36.707,     2.1
   127.0,0.000429, 34,  36.724,     2.1
   128.0,0.000429, 34,  36.746,     2.1
   129.0,0.000438, 34,  36.779,     2.2
   130.0,0.000429, 34,  36.800,     2.2
   131.0,0.000429, 34,  36.828,     2.2
   132.0,0.000438, 34,  36.852,     2.2
   133.0,0.000424, 34,  36.869,     2.2
   134.0,0.000428, 34,  36.895,     2.2
   135.0,0.000420, 34,  36.915,     2.3
   136.0,0.000431, 34,  36.934,     2.3
   137.0,0.000435, 34,  36.954,     2.3
   138.0,0.000442, 34,  36.985,     2.3
   139.0,0.000448, 34,  36.996,     2.3
   140.0,0.000460, 34,  37.011,     2.3
   141.0,0.000464, 34,  37.035,     2.4
   142.0,0.000460, 34,  37.046,     2.4
   143.0,0.000453, 34,  37.058,     2.4
   144.0,0.000455, 34,  37.062,     2.4
   145.0,0.000468, 34,  37.063,     2.4
   146.0,0.000478, 34,  37.046,     2.4
   147.0,0.000476, 34,  37.036,     2.5
   148.0,0.000483, 34,  37.035,     2.5
   149.0,0.000478, 34,  37.029,     2.5
   150.0,0.000470, 34,  37.026,     2.5
   151.0,0.000442, 34,  37.030,     2.5
   152.0,0.000446, 34,  37.030,     2.5
   153.0,0.000458, 34,  37.025,     2.5
   154.0,0.000458, 34,  37.032,     2.6
   155.0,0.000451, 34,  37.025,     2.6
   156.0,0.000453, 34,  37.023,     2.6
   157.0,0.000446, 34,  37.025,     2.6
   158.0,0.000443, 34,  37.024,     2.6
   159.0,0.000431, 34,  37.031,     2.7
   160.0,0.000436, 34,  37.033,     2.7
   161.0,0.000428, 34,  37.038,     2.7
   162.0,0.000424, 34,  37.044,     2.7
   163.0,0.000419, 34,  37.043,     2.7
   164.0,0.000429, 34,  37.041,     2.7
   165.0,0.000447, 34,  37.042,     2.8
   166.0,0.000461, 34,  37.046,     2.8
   167.0,0.000463, 34,  37.048,     2.8
   168.0,0.000478, 34,  37.044,     2.8
   169.0,0.000480, 34,  37.047,     2.8
   170.0,0.000468, 34,  37.043,     2.8
   171.0,0.000472, 34,  37.050,     2.9
   172.0,0.000488, 34,  37.049,     2.9
   173.0,0.000500, 34,  37.055,     2.9
   174.0,0.000545, 34,  37.058,     2.9
   175.0,0.000597, 34,  37.055,     2.9
   176.0,0.000662, 34,  37.036,     2.9
   177.0,0.000720, 34,  37.023,     3.0
   178.0,0.000797, 34,  37.014,     3.0
   179.0,0.000910, 34,  37.017,     3.0
   180.0,0.001028, 34,  37.017,     3.0
   181.0,0.001167, 34,  37.022,     3.0
   182.0,0.001328, 34,  37.020,     3.0
   183.0,0.001553, 34,  37.017,     3.0
   184.0,0.001794, 34,  37.015,     3.1
   185.0,0.002032, 34,  37.010,     3.1
   186.0,0.002369, 34,  37.008,     3.1
   187.0,0.002748, 34,  37.004,     3.1
   188.0,0.003215, 34,  37.000,     3.1
   189.0,0.003755, 34,  37.009,     3.2
   190.0,0.004363, 34,  37.007,     3.2
   191.0,0.005057, 34,  37.004,     3.2
   192.0,0.005826, 34,  37.009,     3.2
   193.0,0.006640, 34,  37.008,     3.2
   194.0,0.007382, 34,  37.011,     3.2
   195.0,0.008392, 34,  37.006,     3.3
   196.0,0.009466, 34,  37.008,     3.3
   197.0,0.010598, 34,  37.008,     3.3
   198.0,0.011834, 34,  36.999,     3.3
   199.0,0.013145, 34,  37.001,     3.3
   200.0,0.014490, 34,  36.997,     3.3
   201.0,0.015931, 34,  36.981,     3.4
   202.0,0.017471, 34,  36.988,     3.4
   203.0,0.018693, 34,  36.977,     3.4
   204.0,0.020323, 34,  36.975,     3.4
   205.0,0.021947, 34,  36.978,     3.4
   206.0,0.023640, 34,  36.970,     3.4
   207.0,0.025355, 34,  36.971,     3.5
   208.0,0.027161, 34,  36.968,     3.5
   209.0,0.028902, 34,  36.968,     3.5
   210.0,0.030646, 34,  36.971,     3.5
   211.0,0.032023, 34,  36.967,     3.5
   212.0,0.033775, 34,  36.972,     3.5
   213.0,0.035403, 34,  36.969,     3.5
   214.0,0.037086, 34,  36.973,     3.6
   215.0,0.038659, 34,  36.967,     3.6
   216.0,0.040149, 34,  36.966,     3.6
   217.0,0.041589, 34,  36.971,     3.6
   218.0,0.043017, 34,  36.966,     3.6
   219.0,0.044163, 34,  36.959,     3.7
   220.0,0.045199, 34,  36.945,     3.7
   221.0,0.046380, 34,  36.925,     3.7
   222.0,0.047416, 34,  36.891,     3.7
   223.0,0.048325, 34,  36.858,     3.7
   224.0,0.049154, 34,  36.808,     3.7
   225.0,0.049915, 34,  36.752,     3.8
   226.0,0.050562, 34,  36.672,     3.8
   227.0,0.051182, 34,  36.569,     3.8
   228.0,0.051774, 34,  36.462,     3.8
   229.0,0.052218, 34,  36.328,     3.8
   230.0,0.052761, 34,  36.173,     3.8
   231.0,0.053413, 34,  36.006,     3.9
   232.0,0.054058, 34,  35.814,     3.9
   233.0,0.054819, 34,  35.597,     3.9
   234.0,0.055760, 34,  35.374,     3.9
   235.0,0.056948, 34,  35.115,     3.9
   236.0,0.058328, 34,  34.843,     3.9
   237.0,0.060085, 34,  34.558,     4.0
   238.0,0.061744, 34,  34.285,     4.0
   239.0,0.064229, 34,  33.988,     4.0
   240.0,0.067193, 34,  33.729,     4.0
   241.0,0.070615, 34,  33.482,     4.0
   242.0,0.074459, 34,  33.263,     4.0
   243.0,0.078682, 34,  33.085,     4.1
   244.0,0.083177, 34,  32.932,     4.1
   245.0,0.087946, 34,  32.834,     4.1
   246.0,0.092571, 34,  32.785,     4.1
   247.0,0.096934, 34,  32.783,     4.1
   248.0,0.101738, 34,  32.832,     4.1
   249.0,0.106367, 34,  32.924,     4.2
   250.0,0.110758, 34,  33.056,     4.2
   251.0,0.114833, 34,  33.222,     4.2
   252.0,0.118601, 34,  33.420,     4.2
   253.0,0.121957, 34,  33.649,     4.2
   254.0,0.124867, 34,  33.900,     4.2
   255.0,0.127304, 34,  34.160,     4.3
   256.0,0.129055, 34,  34.418,     4.3
   257.0,0.130917, 34,  34.683,     4.3
   258.0,0.132409, 34,  34.921,     4.3
   259.0,0.133577, 34,  35.143,     4.3
   260.0,0.134480, 34,  35.350,     4.3
   261.0,0.135117, 34,  35.562,     4.3
   262.0,0.135502, 34,  35.752,     4.4
   263.0,0.135662, 34,  35.934,     4.4
   264.0,0.135685, 34,  36.072,     4.4
   265.0,0.135462, 34,  36.199,     4.4
   266.0,0.135121, 34,  36.313,     4.4
   267.0,0.134603, 34,  36.419,     4.4
   268.0,0.133936, 34,  36.512,     4.5
   269.0,0.133146, 34,  36.596,     4.5
   270.0,0.132245, 34,  36.653,     4.5
   271.0,0.131204, 34,  36.709,     4.5
   272.0,0.130143, 34,  36.757,     4.5
   273.0,0.128879, 34,  36.796,     4.6
   274.0,0.127830, 34,  36.825,     4.6
   275.0,0.126442, 34,  36.827,     4.6
   276.0,0.125003, 34,  36.835,     4.6
   277.0,0.123476, 34,  36.843,     4.6
   278.0,0.121897, 34,  36.849,     4.6
   279.0,0.120242, 34,  36.866,     4.7
   280.0,0.118512, 34,  36.885,     4.7
   281.0,0.116723, 34,  36.902,     4.7
   282.0,0.114974, 34,  36.911,     4.7
   283.0,0.113444, 34,  36.924,     4.7
   284.0,0.111662, 34,  36.942,     4.7
   285.0,0.109814, 34,  36.959,     4.8
   286.0,0.107878, 34,  36.961,     4.8
   287.0,0.105941, 34,  36.971,     4.8
   288.0,0.103989, 34,  36.971,     4.8
   289.0,0.102064, 34,  36.983,     4.8
   290.0,0.100061, 34,  36.986,     4.8
   291.0,0.098367, 34,  36.990,     4.8
   292.0,0.096513, 34,  36.993,     4.9
   293.0,0.094471, 34,  36.994,     4.9
   294.0,0.092438, 34,  37.005,     4.9
   295.0,0.090456, 34,  36.996,     4.9
   296.0,0.088505, 34,  36.995,     4.9
   297.0,0.086518, 34,  36.994,     4.9
   298.0,0.084567, 34,  36.981,     5.0
   299.0,0.082580, 34,  36.971,     5.0
   300.0,0.081055, 34,  36.954,     5.0
   301.0,0.079107, 34,  36.947,     5.0
   302.0,0.077258, 34,  36.936,     5.0
   303.0,0.075378, 34,  36.933,     5.1
   304.0,0.073480, 34,  36.942,     5.1
   305.0,0.071626, 34,  36.949,     5.1
   306.0,0.069766, 34,  36.959,     5.1
   307.0,0.067974, 34,  36.975,     5.1
   308.0,0.066210, 34,  36.987,     5.1
   309.0,0.064492, 34,  37.007,     5.2
   310.0,0.063105, 34,  37.021,     5.2
   311.0,0.061378, 34,  37.029,     5.2
   312.0,0.059687, 34,  37.041,     5.2
   313.0,0.058020, 34,  37.055,     5.2
   314.0,0.056417, 34,  37.063,     5.2
   315.0,0.054856, 34,  37.069,     5.3
   316.0,0.053339, 34,  37.069,     5.3
   317.0,0.051819, 34,  37.066,     5.3
   318.0,0.050534, 34,  37.054,     5.3
   319.0,0.049166, 34,  37.042,     5.3
   320.0,0.047754, 34,  37.019,     5.3
   321.0,0.046411, 34,  37.002,     5.3
   322.0,0.045044, 34,  36.991,     5.4
   323.0,0.043699, 34,  36.981,     5.4
   324.0,0.042405, 34,  36.966,     5.4
   325.0,0.041143, 34,  36.948,     5.4
   326.0,0.039905, 34,  36.935,     5.4
   327.0,0.038985, 34,  36.926,     5.4
   328.0,0.037777, 34,  36.915,     5.5
   329.0,0.036615, 34,  36.908,     5.5
   330.0,0.035504, 34,  36.898,     5.5
   331.0,0.034417, 34,  36.889,     5.5
   332.0,0.033339, 34,  36.875,     5.5
   333.0,0.032288, 34,  36.872,     5.6
   334.0,0.031304, 34,  36.860,     5.6
   335.0,0.030414, 34,  36.867,     5.6
   336.0,0.029601, 34,  36.877,     5.6
   337.0,0.028664, 34,  36.906,     5.6
   338.0,0.027764, 34,  36.923,     5.6
   339.0,0.026886, 34,  36.936,     5.7
   340.0,0.026040, 34,  36.953,     5.7
   341.0,0.025234, 34,  36.969,     5.7
   342.0,0.024471, 34,  36.987,     5.7
   343.0,0.023691, 34,  37.000,     5.7
   344.0,0.023110, 34,  37.015,     5.7
   345.0,0.022378, 34,  37.024,     5.8
   346.0,0.021690, 34,  37.034,     5.8
   347.0,0.021007, 34,  37.040,     5.8
   348.0,0.020353, 34,  37.043,     5.8
   349.0,0.019698, 34,  37.037,     5.8
   350.0,0.019099, 34,  37.039,     5.8
   351.0,0.018500, 34,  37.028,     5.8
   352.0,0.017910, 34,  37.027,     5.9
   353.0,0.017420, 34,  37.025,     5.9
   354.0,0.016915, 34,  37.010,     5.9
   355.0,0.016397, 34,  37.010,     5.9
   356.0,0.015866, 34,  37.012,     5.9
   357.0,0.015385, 34,  37.014,     5.9
   358.0,0.014922, 34,  37.003,     6.0
