Run Name,RibonucleaseA_28%Isocratic_Test1
Run Date,04:08:40 PM   01-31-23
Method Name,TA_IsocraticRun_28%
Export Format Version, 1.00
Method ID, 4027
Points/Second, 1.00
Number of Records,   1206
Offset from Run Start Time,00:00:00
Run End Time,00:20:06
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,Volume
     0.0,0.000015, 28,  31.290,     0.0
     1.0,0.000000, 28,  31.272,     0.0
     2.0,0.000000, 28,  31.252,     0.0
     3.0,0.000000, 28,  31.237,     0.1
     4.0,0.000000, 28,  31.239,     0.1
     5.0,0.000095, 28,  31.229,     0.1
     6.0,0.000141, 28,  31.221,     0.1
     7.0,0.000166, 28,  31.217,     0.1
     8.0,0.000191, 28,  31.203,     0.1
     9.0,0.000195, 28,  31.211,     0.2
    10.0,0.000209, 28,  31.204,     0.2
    11.0,0.000217, 28,  31.194,     0.2
    12.0,0.000220, 28,  31.184,     0.2
    13.0,0.000229, 28,  31.194,     0.2
    14.0,0.000243, 28,  31.193,     0.2
    15.0,0.000242, 28,  31.187,     0.3
    16.0,0.000235, 28,  31.184,     0.3
    17.0,0.000256, 28,  31.181,     0.3
    18.0,0.000247, 28,  31.182,     0.3
    19.0,0.000268, 28,  31.170,     0.3
    20.0,0.000266, 28,  31.170,     0.3
    21.0,0.000281, 28,  31.179,     0.3
    22.0,0.000314, 28,  31.189,     0.4
    23.0,0.000325, 28,  31.204,     0.4
    24.0,0.000324, 28,  31.213,     0.4
    25.0,0.000327, 28,  31.229,     0.4
    26.0,0.000336, 28,  31.238,     0.4
    27.0,0.000359, 28,  31.252,     0.4
    28.0,0.000359, 28,  31.273,     0.5
    29.0,0.000379, 28,  31.288,     0.5
    30.0,0.000377, 28,  31.300,     0.5
    31.0,0.000377, 28,  31.304,     0.5
    32.0,0.000363, 28,  31.319,     0.5
    33.0,0.000357, 28,  31.320,     0.6
    34.0,0.000370, 28,  31.324,     0.6
    35.0,0.000363, 28,  31.323,     0.6
    36.0,0.000343, 28,  31.328,     0.6
    37.0,0.000341, 28,  31.331,     0.6
    38.0,0.000341, 28,  31.328,     0.6
    39.0,0.000341, 28,  31.326,     0.6
    40.0,0.000332, 28,  31.333,     0.7
    41.0,0.000350, 28,  31.331,     0.7
    42.0,0.000350, 28,  31.332,     0.7
    43.0,0.000340, 28,  31.334,     0.7
    44.0,0.000333, 28,  31.326,     0.7
    45.0,0.000322, 28,  31.327,     0.8
    46.0,0.000315, 28,  31.317,     0.8
    47.0,0.000328, 28,  31.312,     0.8
    48.0,0.000310, 28,  31.301,     0.8
    49.0,0.000326, 28,  31.294,     0.8
    50.0,0.000321, 28,  31.286,     0.8
    51.0,0.000330, 28,  31.284,     0.9
