Run Name,33% CRL Group 9 3.4
Run Date,03:30:18 PM   03-04-14
Method Name,33% CRL group 9 3.5
Export Format Version, 1.00
Method ID, 1916
Points/Second, 5.00
Number of Records,   5458
Offset from Run Start Time,00:00:00
Run End Time,00:18:12
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure
     0.0,-0.000638, 33,  35.481,   96
     0.2,-0.000637, 33,  35.484,   97
     0.4,-0.000636, 33,  35.484,   97
     0.6,-0.000174, 33,  35.483,   96
     0.8,0.000000, 33,  35.482,   96
     1.0,0.000000, 33,  35.487,   97
     1.2,0.000000, 33,  35.487,   98
     1.4,0.000000, 33,  35.488,   97
     1.6,0.000000, 33,  35.487,   97
     1.8,0.000000, 33,  35.488,   98
     2.0,0.000000, 33,  35.490,   98
     2.2,0.000000, 33,  35.491,   98
     2.4,0.000000, 33,  35.493,   97
     2.6,0.000000, 33,  35.496,   97
     2.8,0.000000, 33,  35.497,   97
     3.0,0.000000, 33,  35.497,   97
     3.2,0.000000, 33,  35.497,   97
     3.4,0.000000, 33,  35.497,   98
     3.6,0.000000, 33,  35.498,   98
     3.8,0.000000, 33,  35.502,   97
     4.0,0.000000, 33,  35.498,   96
     4.2,0.000000, 33,  35.502,   97
     4.4,0.000000, 33,  35.503,   97
     4.6,0.000010, 33,  35.504,   97
     4.8,0.000005, 33,  35.503,   97
     5.0,0.000005, 33,  35.502,   97
     5.2,-0.000001, 33,  35.503,   96
     5.4,-0.000001, 33,  35.504,   97
     5.6,0.000001, 33,  35.504,   97
     5.8,0.000001, 33,  35.506,   97
     6.0,-0.000001, 33,  35.509,   96
     6.2,0.000001, 33,  35.501,   96
     6.4,0.000001, 33,  35.505,   96
     6.6,0.000005, 33,  35.504,   97
     6.8,0.000008, 33,  35.502,   97
     7.0,0.000001, 33,  35.505,   96
     7.2,-0.000001, 33,  35.501,   96
     7.4,0.000004, 33,  35.504,   96
     7.6,0.000004, 33,  35.500,   96
     7.8,0.000004, 33,  35.498,   97
     8.0,0.000007, 33,  35.500,   97
     8.2,0.000009, 33,  35.498,   97
     8.4,0.000007, 33,  35.498,   97
     8.6,0.000007, 33,  35.496,   97
     8.8,0.000007, 33,  35.495,   96
     9.0,0.000004, 33,  35.491,   96
     9.2,0.000001, 33,  35.493,   96
     9.4,0.000001, 33,  35.496,   97
     9.6,0.000001, 33,  35.490,   98
     9.8,-0.000001, 33,  35.496,   98
    10.0,-0.000004, 33,  35.491,   98
    10.2,0.000002, 33,  35.492,   97
    10.4,-0.000000, 33,  35.492,   96
    10.6,-0.000004, 33,  35.491,   97
    10.8,0.000002, 33,  35.495,   97
    11.0,0.000002, 33,  35.499,   97
    11.2,0.000005, 33,  35.493,   96
    11.4,0.000005, 33,  35.493,   97
    11.6,0.000002, 33,  35.496,   97
    11.8,0.000005, 33,  35.495,   96
    12.0,-0.000004, 33,  35.496,   96
    12.2,-0.000000, 33,  35.498,   96
    12.4,0.000002, 33,  35.497,   96
    12.6,-0.000007, 33,  35.497,   96
    12.8,-0.000003, 33,  35.497,   96
    13.0,-0.000000, 33,  35.498,   96
    13.2,-0.000010, 33,  35.498,   97
    13.4,-0.000003, 33,  35.498,   97
    13.6,-0.000000, 33,  35.494,   96
    13.8,-0.000010, 33,  35.498,   96
    14.0,-0.000003, 33,  35.497,   97
    14.2,-0.000003, 33,  35.502,   97
    14.4,-0.000012, 33,  35.500,   97
    14.6,-0.000008, 33,  35.498,   97
    14.8,-0.000008, 33,  35.496,   97
    15.0,-0.000015, 33,  35.499,   97
    15.2,-0.000008, 33,  35.494,   97
    15.4,-0.000008, 33,  35.495,   97
    15.6,-0.000012, 33,  35.499,   97
    15.8,-0.000006, 33,  35.495,   97
    16.0,-0.000003, 33,  35.500,   97
    16.2,-0.000007, 33,  35.499,   97
    16.4,-0.000000, 33,  35.496,   98
    16.6,0.000002, 33,  35.495,   97
    16.8,-0.000001, 33,  35.495,   97
    17.0,0.000008, 33,  35.495,   97
    17.2,0.000010, 33,  35.496,   97
    17.4,0.000013, 33,  35.498,   97
    17.6,0.000022, 33,  35.497,   97
    17.8,0.000032, 33,  35.494,   97
    18.0,0.000034, 33,  35.496,   97
    18.2,0.000032, 33,  35.498,   97
    18.4,0.000041, 33,  35.494,   97
    18.6,0.000044, 33,  35.496,   97
    18.8,0.000037, 33,  35.495,   97
    19.0,0.000040, 33,  35.496,   96
    19.2,0.000037, 33,  35.492,   96
    19.4,0.000034, 33,  35.497,   96
    19.6,0.000037, 33,  35.497,   97
    19.8,0.000034, 33,  35.495,   97
    20.0,0.000034, 33,  35.495,   97
    20.2,0.000034, 33,  35.496,   97
    20.4,0.000034, 33,  35.493,   98
    20.6,0.000034, 33,  35.492,   97
    20.8,0.000032, 33,  35.494,   97
    21.0,0.000032, 33,  35.497,   97
    21.2,0.000032, 33,  35.490,   97
    21.4,0.000022, 33,  35.495,   97
    21.6,0.000020, 33,  35.493,   96
    21.8,0.000017, 33,  35.489,   97
    22.0,0.000021, 33,  35.490,   97
    22.2,0.000018, 33,  35.492,   98
    22.4,0.000016, 33,  35.491,   98
    22.6,0.000009, 33,  35.492,   97
    22.8,0.000005, 33,  35.488,   97
    23.0,-0.000001, 33,  35.484,   97
    23.2,0.000005, 33,  35.489,   97
    23.4,0.000008, 33,  35.485,   98
    23.6,-0.000001, 33,  35.487,   99
    23.8,-0.000000, 33,  35.488,   98
    24.0,0.000002, 33,  35.485,   97
    24.2,-0.000007, 33,  35.486,   96
    24.4,-0.000003, 33,  35.490,   96
    24.6,-0.000003, 33,  35.484,   96
    24.8,-0.000006, 33,  35.486,   97
    25.0,-0.000002, 33,  35.488,   97
    25.2,-0.000002, 33,  35.485,   97
    25.4,-0.000002, 33,  35.487,   97
    25.6,-0.000004, 33,  35.484,   97
    25.8,-0.000004, 33,  35.484,   96
    26.0,-0.000002, 33,  35.481,   95
    26.2,-0.000004, 33,  35.483,   97
    26.4,0.000002, 33,  35.475,   98
    26.6,0.000002, 33,  35.480,   97
    26.8,-0.000001, 33,  35.477,   97
    27.0,0.000006, 33,  35.475,   97
    27.2,0.000006, 33,  35.476,   96
    27.4,-0.000001, 33,  35.477,   97
    27.6,-0.000003, 33,  35.474,   97
    27.8,-0.000003, 33,  35.474,   97
    28.0,-0.000006, 33,  35.475,   96
    28.2,-0.000012, 33,  35.470,   97
    28.4,-0.000015, 33,  35.472,   98
    28.6,-0.000018, 33,  35.470,   98
    28.8,-0.000022, 33,  35.466,   98
    29.0,-0.000019, 33,  35.468,   97
    29.2,-0.000012, 33,  35.464,   97
    29.4,-0.000010, 33,  35.469,   97
    29.6,-0.000010, 33,  35.465,   97
    29.8,-0.000010, 33,  35.469,   98
