Run Name,25% C group 9 3_4
Run Date,05:33:03 PM   03-04-14
Method Name,25% C group 9 3.5
Export Format Version, 1.00
Method ID, 1922
Points/Second, 5.00
Number of Records,   4648
Offset from Run Start Time,00:00:00
Run End Time,00:15:30
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure
     0.0,-0.000163, 25,  28.628,  103
     0.2,-0.000156, 25,  28.627,  101
     0.4,-0.000153, 25,  28.627,   99
     0.6,-0.000156, 25,  28.629,  100
     0.8,-0.000150, 25,  28.629,  101
     1.0,-0.000150, 25,  28.630,  101
     1.2,-0.000378, 25,  28.631,  101
     1.4,-0.000354, 25,  28.632,  101
     1.6,-0.000359, 25,  28.631,  100
     1.8,-0.000355, 25,  28.634,   99
     2.0,0.000000, 25,  28.632,   99
     2.2,0.000000, 25,  28.630,   98
     2.4,0.000000, 25,  28.631,   98
     2.6,0.000000, 25,  28.632,  102
     2.8,0.000000, 25,  28.631,  105
     3.0,0.000000, 25,  28.632,  103
     3.2,0.000000, 25,  28.632,  101
     3.4,0.000000, 25,  28.633,  100
     3.6,0.000000, 25,  28.629,   99
     3.8,0.000000, 25,  28.634,   99
     4.0,0.000000, 25,  28.633,  100
     4.2,0.000000, 25,  28.634,  100
     4.4,0.000000, 25,  28.632,  101
     4.6,0.000000, 25,  28.635,  100
     4.8,0.000000, 25,  28.633,   98
     5.0,0.000003, 25,  28.632,   99
     5.2,0.000009, 25,  28.632,  100
     5.4,0.000013, 25,  28.631,  100
     5.6,0.000004, 25,  28.632,  101
     5.8,0.000004, 25,  28.629,  101
     6.0,0.000004, 25,  28.625,  102
     6.2,0.000004, 25,  28.626,  101
     6.4,-0.000003, 25,  28.626,  101
     6.6,0.000007, 25,  28.625,  101
     6.8,0.000007, 25,  28.624,  100
     7.0,0.000007, 25,  28.625,   99
     7.2,0.000009, 25,  28.625,   99
     7.4,0.000012, 25,  28.627,   99
     7.6,0.000005, 25,  28.627,  100
     7.8,0.000005, 25,  28.620,  100
     8.0,0.000005, 25,  28.625,  100
