Run Name,7-30% linear gradient CRL group 12 4-3-14
Run Date,03:04:25 PM   04-03-14
Method Name,7-30% linear gradient CRL group 12 4-3-14
Export Format Version, 1.00
Method ID, 2012
Points/Second, 5.00
Number of Records,  15449
Offset from Run Start Time,00:00:00
Run End Time,00:51:30
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure
     0.0,0.005045,  7,   5.049,  120
     0.2,0.005034,  7,   5.043,  121
     0.4,0.005042,  7,   5.042,  122
     0.6,0.005091,  7,   5.044,  123
     0.8,0.000000,  7,   5.045,  124
     1.0,0.000000,  7,   5.041,  123
     1.2,0.000000,  7,   5.039,  121
     1.4,0.000000,  7,   5.041,  120
     1.6,0.000000,  7,   5.041,  120
     1.8,0.000000,  7,   5.043,  121
     2.0,0.000000,  7,   5.041,  122
     2.2,0.000000,  7,   5.042,  121
     2.4,0.000000,  7,   5.040,  121
     2.6,0.000000,  7,   5.039,  122
     2.8,0.000000,  7,   5.038,  123
     3.0,0.000000,  7,   5.040,  122
     3.2,0.000000,  7,   5.042,  121
     3.4,0.000000,  7,   5.041,  122
     3.6,-0.000004,  7,   5.039,  124
     3.8,-0.000014,  7,   5.042,  122
     4.0,-0.000014,  7,   5.037,  121
     4.2,-0.000010,  7,   5.037,  121
     4.4,-0.000014,  7,   5.039,  121
     4.6,-0.000016,  7,   5.035,  120
     4.8,-0.000019,  7,   5.038,  120
     5.0,-0.000023,  7,   5.034,  123
     5.2,-0.000023,  7,   5.039,  126
     5.4,-0.000026,  7,   5.038,  124
     5.6,-0.000033,  7,   5.039,  122
     5.8,-0.000033,  7,   5.036,  122
     6.0,-0.000031,  7,   5.038,  122
     6.2,-0.000038,  7,   5.038,  122
     6.4,-0.000035,  7,   5.035,  122
     6.6,-0.000031,  7,   5.037,  121
     6.8,-0.000037,  7,   5.036,  121
     7.0,-0.000032,  7,   5.038,  121
     7.2,-0.000028,  7,   5.035,  121
     7.4,-0.000035,  7,   5.036,  122
     7.6,-0.000036,  7,   5.038,  124
     7.8,-0.000037,  7,   5.036,  123
     8.0,-0.000041,  7,   5.037,  121
     8.2,-0.000041,  7,   5.037,  122
     8.4,-0.000037,  7,   5.039,  123
     8.6,-0.000040,  7,   5.036,  122
     8.8,-0.000044,  7,   5.036,  122
     9.0,-0.000049,  7,   5.036,  121
     9.2,-0.000056,  7,   5.035,  119
     9.4,-0.000056,  7,   5.036,  121
     9.6,-0.000059,  7,   5.038,  124
     9.8,-0.000062,  7,   5.033,  123
    10.0,-0.000068,  7,   5.041,  123
    10.2,-0.000068,  7,   5.038,  123
    10.4,-0.000064,  7,   5.036,  122
    10.6,-0.000074,  7,   5.034,  121
    10.8,-0.000074,  7,   5.039,  119
    11.0,-0.000074,  7,   5.035,  120
    11.2,-0.000076,  7,   5.037,  121
    11.4,-0.000076,  7,   5.036,  120
    11.6,-0.000070,  7,   5.037,  120
    11.8,-0.000074,  7,   5.034,  122
    12.0,-0.000076,  7,   5.040,  124
    12.2,-0.000072,  7,   5.041,  122
    12.4,-0.000076,  7,   5.036,  120
    12.6,-0.000082,  7,   5.039,  122
    12.8,-0.000078,  7,   5.038,  123
    13.0,-0.000082,  7,   5.041,  122
    13.2,-0.000085,  7,   5.036,  121
    13.4,-0.000078,  7,   5.041,  121
    13.6,-0.000085,  7,   5.039,  121
    13.8,-0.000085,  7,   5.039,  121
    14.0,-0.000081,  7,   5.040,  120
