Run Name,Run 2
Run Date,04:53:05 PM   02-28-14
Method Name,gradient1_0_40_Group_6_2/28.2
Export Format Version, 1.00
Method ID, 1884
Points/Second, 5.00
Number of Records,  18686
Offset from Run Start Time,00:00:00
Run End Time,01:02:17
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
QuadTec 3, (214.0 nm), AU
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,QuadTec 3,Conductivity,GP Pressure,Volume
     0.0,0.000188,  0,0.001613,   5.791,   84,     0.0
     0.2,0.000188,  0,0.001634,   5.786,   83,     0.0
     0.4,0.000188,  0,0.001651,   5.787,   82,     0.0
     0.6,0.000186,  0,0.001679,   5.784,   82,     0.0
     0.8,0.000186,  0,0.001673,   5.790,   82,     0.0
     1.0,0.000186,  0,0.001668,   5.785,   83,     0.0
     1.2,0.000183,  0,0.001640,   5.790,   83,     0.0
     1.4,0.000183,  0,0.001646,   5.789,   82,     0.0
     1.6,0.000186,  0,0.001657,   5.786,   81,     0.0
     1.8,0.000186,  0,0.001679,   5.788,   83,     0.0
     2.0,0.000186,  0,0.001657,   5.788,   84,     0.0
     2.2,0.000176,  0,0.001607,   5.792,   84,     0.0
     2.4,-0.000869,  0,0.001547,   5.790,   84,     0.0
     2.6,-0.000852,  0,0.001520,   5.790,   84,     0.0
     2.8,-0.000861,  0,0.001487,   5.786,   83,     0.0
     3.0,-0.000401,  0,0.001476,   5.790,   83,     0.1
     3.2,0.000000,  0,0.001465,   5.789,   84,     0.1
     3.4,0.000000,  0,0.001460,   5.788,   83,     0.1
     3.6,0.000000,  0,0.001444,   5.787,   81,     0.1
     3.8,0.000000,  0,0.001454,   5.789,   82,     0.1
     4.0,0.000000,  0,0.001487,   5.783,   83,     0.1
     4.2,0.000000,  0,0.001508,   5.787,   83,     0.1
     4.4,0.000000,  0,0.001540,   5.788,   83,     0.1
     4.6,0.000000,  0,0.001561,   5.789,   83,     0.1
     4.8,0.000000,  0,0.001237,   5.786,   83,     0.1
     5.0,0.000000,  0,0.001237,   5.785,   82,     0.1
     5.2,0.000000,  0,0.001237,   5.788,   82,     0.1
     5.4,0.000000,  0,0.001237,   5.785,   82,     0.1
     5.6,0.000000,  0,0.000000,   5.788,   83,     0.1
     5.8,0.000000,  0,0.000000,   5.785,   83,     0.1
     6.0,0.000000,  0,0.000000,   5.787,   83,     0.1
     6.2,0.000000,  0,0.000000,   5.787,   83,     0.1
     6.4,0.000000,  0,0.000000,   5.788,   83,     0.1
     6.6,0.000000,  0,0.000000,   5.786,   82,     0.1
     6.8,-0.000010,  0,0.000000,   5.787,   82,     0.1
     7.0,-0.000017,  0,0.000000,   5.787,   82,     0.1
     7.2,-0.000017,  0,0.000000,   5.785,   82,     0.1
     7.4,-0.000024,  0,0.000000,   5.785,   83,     0.1
     7.6,-0.000024,  0,0.000000,   5.785,   84,     0.1
     7.8,-0.000020,  0,0.000000,   5.787,   83,     0.1
     8.0,-0.000026,  0,0.000000,   5.788,   82,     0.1
     8.2,-0.000020,  0,0.000000,   5.786,   83,     0.1
     8.4,-0.000016,  0,0.000000,   5.788,   85,     0.1
     8.6,-0.000018,  0,0.000000,   5.785,   84,     0.1
     8.8,-0.000021,  0,0.000000,   5.786,   83,     0.1
     9.0,-0.000017,  0,0.000000,   5.785,   83,     0.2
     9.2,-0.000020,  0,0.000000,   5.784,   82,     0.2
     9.4,-0.000032,  0,0.000010,   5.789,   82,     0.2
     9.6,-0.000028,  0,0.000009,   5.785,   82,     0.2
     9.8,-0.000025,  0,0.000004,   5.786,   82,     0.2
    10.0,-0.000035,  0,-0.000012,   5.784,   81,     0.2
    10.2,-0.000028,  0,-0.000040,   5.787,   83,     0.2
    10.4,-0.000025,  0,-0.000078,   5.789,   84,     0.2
    10.6,-0.000032,  0,-0.000115,   5.789,   84,     0.2
    10.8,-0.000023,  0,-0.000138,   5.786,   84,     0.2
    11.0,-0.000020,  0,-0.000160,   5.787,   83,     0.2
    11.2,-0.000020,  0,-0.000193,   5.783,   82,     0.2
    11.4,-0.000013,  0,-0.000216,   5.781,   83,     0.2
    11.6,-0.000011,  0,-0.000265,   5.784,   83,     0.2
    11.8,-0.000008,  0,-0.000303,   5.787,   82,     0.2
    12.0,-0.000008,  0,-0.000298,   5.786,   81,     0.2
    12.2,-0.000008,  0,-0.000288,   5.786,   82,     0.2
    12.4,-0.000005,  0,-0.000266,   5.783,   84,     0.2
    12.6,-0.000009,  0,-0.000245,   5.788,   83,     0.2
    12.8,-0.000007,  0,-0.000207,   5.785,   83,     0.2
    13.0,-0.000004,  0,-0.000197,   5.784,   83,     0.2
    13.2,-0.000001,  0,-0.000180,   5.788,   82,     0.2
    13.4,0.000005,  0,-0.000164,   5.783,   82,     0.2
    13.6,0.000008,  0,-0.000147,   5.787,   83,     0.2
    13.8,0.000008,  0,-0.000147,   5.787,   83,     0.2
    14.0,0.000005,  0,-0.000174,   5.784,   83,     0.2
    14.2,0.000008,  0,-0.000196,   5.782,   83,     0.2
    14.4,0.000008,  0,-0.000217,   5.783,   82,     0.2
    14.6,0.000012,  0,-0.000255,   5.783,   84,     0.2
    14.8,0.000015,  0,-0.000293,   5.787,   86,     0.2
    15.0,0.000011,  0,-0.000276,   5.781,   85,     0.3
    15.2,0.000013,  0,-0.000239,   5.786,   83,     0.3
    15.4,0.000013,  0,-0.000168,   5.784,   83,     0.3
    15.6,0.000013,  0,-0.000141,   5.788,   83,     0.3
    15.8,0.000011,  0,-0.000125,   5.784,   83,     0.3
    16.0,0.000013,  0,-0.000112,   5.784,   84,     0.3
    16.2,0.000011,  0,-0.000085,   5.787,   83,     0.3
    16.4,0.000015,  0,-0.000053,   5.785,   81,     0.3
    16.6,0.000017,  0,-0.000009,   5.784,   82,     0.3
    16.8,0.000008,  0,0.000002,   5.786,   83,     0.3
    17.0,0.000012,  0,-0.000019,   5.784,   83,     0.3
    17.2,0.000012,  0,-0.000063,   5.782,   83,     0.3
    17.4,0.000003,  0,-0.000047,   5.786,   83,     0.3
    17.6,0.000004,  0,-0.000003,   5.782,   83,     0.3
    17.8,0.000001,  0,0.000057,   5.777,   83,     0.3
    18.0,-0.000008,  0,0.000139,   5.781,   82,     0.3
    18.2,-0.000004,  0,0.000182,   5.785,   82,     0.3
    18.4,-0.000007,  0,0.000226,   5.783,   82,     0.3
    18.6,-0.000019,  0,0.000258,   5.785,   82,     0.3
    18.8,-0.000015,  0,0.000264,   5.786,   82,     0.3
    19.0,-0.000012,  0,0.000237,   5.782,   83,     0.3
    19.2,-0.000021,  0,0.000188,   5.785,   83,     0.3
    19.4,-0.000015,  0,0.000172,   5.780,   82,     0.3
    19.6,-0.000015,  0,0.000145,   5.781,   82,     0.3
    19.8,-0.000021,  0,0.000112,   5.779,   83,     0.3
    20.0,-0.000018,  0,0.000085,   5.781,   83,     0.3
    20.2,-0.000020,  0,0.000064,   5.781,   84,     0.3
    20.4,-0.000029,  0,0.000014,   5.777,   84,     0.3
    20.6,-0.000031,  0,0.000008,   5.780,   83,     0.3
    20.8,-0.000028,  0,0.000019,   5.779,   82,     0.3
    21.0,-0.000035,  0,0.000024,   5.786,   84,     0.3
    21.2,-0.000032,  0,0.000002,   5.779,   85,     0.4
    21.4,-0.000029,  0,-0.000030,   5.782,   84,     0.4
    21.6,-0.000027,  0,-0.000096,   5.781,   83,     0.4
    21.8,-0.000027,  0,-0.000135,   5.778,   83,     0.4
    22.0,-0.000027,  0,-0.000184,   5.784,   82,     0.4
    22.2,-0.000027,  0,-0.000245,   5.777,   82,     0.4
    22.4,-0.000024,  0,-0.000272,   5.775,   82,     0.4
    22.6,-0.000024,  0,-0.000295,   5.777,   82,     0.4
    22.8,-0.000021,  0,-0.000301,   5.782,   82,     0.4
    23.0,-0.000016,  0,-0.000291,   5.778,   82,     0.4
    23.2,-0.000013,  0,-0.000269,   5.783,   83,     0.4
    23.4,-0.000008,  0,-0.000226,   5.779,   83,     0.4
    23.6,-0.000003,  0,-0.000243,   5.785,   84,     0.4
    23.8,0.000000,  0,-0.000271,   5.777,   83,     0.4
    24.0,0.000005,  0,-0.000319,   5.779,   82,     0.4
    24.2,0.000005,  0,-0.000336,   5.778,   82,     0.4
    24.4,0.000003,  0,-0.000314,   5.781,   82,     0.4
    24.6,0.000003,  0,-0.000287,   5.779,   82,     0.4
    24.8,-0.000003,  0,-0.000248,   5.782,   81,     0.4
    25.0,-0.000001,  0,-0.000210,   5.782,   82,     0.4
    25.2,-0.000001,  0,-0.000189,   5.781,   83,     0.4
    25.4,-0.000003,  0,-0.000194,   5.778,   83,     0.4
    25.6,0.000000,  0,-0.000226,   5.778,   83,     0.4
    25.8,0.000000,  0,-0.000297,   5.785,   83,     0.4
    26.0,0.000003,  0,-0.000313,   5.780,   83,     0.4
    26.2,0.000000,  0,-0.000318,   5.777,   83,     0.4
    26.4,0.000000,  0,-0.000328,   5.779,   84,     0.4
    26.6,0.000000,  0,-0.000328,   5.780,   83,     0.4
    26.8,0.000001,  0,-0.000328,   5.780,   82,     0.4
    27.0,-0.000001,  0,-0.000317,   5.780,   82,     0.4
    27.2,-0.000008,  0,-0.000301,   5.782,   82,     0.5
    27.4,-0.000004,  0,-0.000279,   5.783,   84,     0.5
    27.6,-0.000007,  0,-0.000256,   5.780,   86,     0.5
    27.8,-0.000013,  0,-0.000224,   5.779,   84,     0.5
    28.0,-0.000013,  0,-0.000180,   5.781,   83,     0.5
    28.2,-0.000011,  0,-0.000115,   5.781,   83,     0.5
    28.4,-0.000013,  0,-0.000066,   5.778,   83,     0.5
    28.6,-0.000019,  0,-0.000034,   5.782,   83,     0.5
    28.8,-0.000019,  0,-0.000028,   5.778,   83,     0.5
    29.0,-0.000019,  0,-0.000028,   5.781,   83,     0.5
    29.2,-0.000024,  0,-0.000028,   5.778,   82,     0.5
    29.4,-0.000024,  0,-0.000050,   5.784,   82,     0.5
    29.6,-0.000021,  0,-0.000087,   5.782,   82,     0.5
    29.8,-0.000024,  0,-0.000082,   5.782,   82,     0.5
    30.0,-0.000024,  0,-0.000066,   5.782,   82,     0.5
    30.2,-0.000024,  0,-0.000034,   5.783,   84,     0.5
    30.4,-0.000029,  0,-0.000023,   5.779,   85,     0.5
    30.6,-0.000029,  0,-0.000007,   5.778,   84,     0.5
    30.8,-0.000029,  0,0.000004,   5.780,   83,     0.5
    31.0,-0.000026,  0,-0.000012,   5.780,   82,     0.5
    31.2,-0.000028,  0,-0.000056,   5.779,   82,     0.5
    31.4,-0.000037,  0,-0.000116,   5.782,   82,     0.5
    31.6,-0.000034,  0,-0.000127,   5.779,   82,     0.5
    31.8,-0.000036,  0,-0.000132,   5.779,   82,     0.5
    32.0,-0.000040,  0,-0.000132,   5.781,   82,     0.5
    32.2,-0.000034,  0,-0.000176,   5.782,   83,     0.5
    32.4,-0.000031,  0,-0.000220,   5.778,   83,     0.5
    32.6,-0.000035,  0,-0.000280,   5.781,   83,     0.5
    32.8,-0.000035,  0,-0.000275,   5.779,   83,     0.5
    33.0,-0.000026,  0,-0.000259,   5.776,   83,     0.6
    33.2,-0.000023,  0,-0.000194,   5.782,   84,     0.6
    33.4,-0.000027,  0,-0.000189,   5.777,   83,     0.6
    33.6,-0.000023,  0,-0.000194,   5.780,   83,     0.6
    33.8,-0.000020,  0,-0.000221,   5.781,   84,     0.6
    34.0,-0.000021,  0,-0.000238,   5.779,   86,     0.6
    34.2,-0.000012,  0,-0.000243,   5.777,   84,     0.6
    34.4,-0.000012,  0,-0.000271,   5.775,   82,     0.6
    34.6,-0.000019,  0,-0.000277,   5.775,   82,     0.6
    34.8,-0.000018,  0,-0.000272,   5.777,   82,     0.6
    35.0,-0.000018,  0,-0.000255,   5.781,   82,     0.6
    35.2,-0.000024,  0,-0.000239,   5.772,   82,     0.6
    35.4,-0.000020,  0,-0.000212,   5.772,   82,     0.6
    35.6,-0.000023,  0,-0.000173,   5.781,   83,     0.6
    35.8,-0.000032,  0,-0.000321,   5.781,   82,     0.6
    36.0,-0.000028,  0,-0.000545,   5.783,   82,     0.6
    36.2,-0.000028,  0,-0.000866,   5.775,   83,     0.6
    36.4,-0.000032,  0,-0.000855,   5.778,   84,     0.6
    36.6,-0.000023,  0,-0.000735,   5.774,   84,     0.6
    36.8,-0.000020,  0,-0.000522,   5.780,   83,     0.6
    37.0,-0.000024,  0,-0.000468,   5.776,   83,     0.6
    37.2,-0.000023,  0,-0.000434,   5.772,   82,     0.6
    37.4,-0.000026,  0,-0.000451,   5.779,   82,     0.6
    37.6,-0.000032,  0,-0.000428,   5.784,   81,     0.6
    37.8,-0.000028,  0,-0.000423,   5.781,   82,     0.6
    38.0,-0.000028,  0,-0.000423,   5.780,   83,     0.6
    38.2,-0.000032,  0,-0.000428,   5.784,   83,     0.6
    38.4,-0.000023,  0,-0.000418,   5.777,   83,     0.6
    38.6,-0.000020,  0,-0.000402,   5.779,   83,     0.6
    38.8,-0.000024,  0,-0.000380,   5.777,   84,     0.6
    39.0,-0.000020,  0,-0.000364,   5.780,   83,     0.6
    39.2,-0.000018,  0,-0.000354,   5.777,   83,     0.7
    39.4,-0.000021,  0,-0.000336,   5.781,   83,     0.7
    39.6,-0.000012,  0,-0.000331,   5.778,   82,     0.7
    39.8,-0.000010,  0,-0.000331,   5.779,   83,     0.7
    40.0,-0.000019,  0,-0.000331,   5.782,   83,     0.7
    40.2,-0.000015,  0,-0.000294,   5.780,   85,     0.7
    40.4,-0.000012,  0,-0.000234,   5.781,   86,     0.7
    40.6,-0.000016,  0,-0.000158,   5.778,   85,     0.7
    40.8,-0.000007,  0,-0.000115,   5.778,   83,     0.7
    41.0,-0.000007,  0,-0.000081,   5.783,   83,     0.7
    41.2,-0.000004,  0,-0.000075,   5.785,   83,     0.7
    41.4,-0.000007,  0,-0.000086,   5.781,   83,     0.7
    41.6,-0.000003,  0,-0.000096,   5.780,   84,     0.7
    41.8,-0.000010,  0,-0.000145,   5.783,   83,     0.7
    42.0,-0.000012,  0,-0.000145,   5.780,   82,     0.7
    42.2,-0.000010,  0,-0.000129,   5.781,   82,     0.7
    42.4,-0.000007,  0,-0.000100,   5.782,   82,     0.7
    42.6,-0.000013,  0,-0.000105,   5.776,   83,     0.7
    42.8,-0.000007,  0,-0.000139,   5.778,   84,     0.7
    43.0,-0.000004,  0,-0.000182,   5.781,   85,     0.7
    43.2,-0.000011,  0,-0.000194,   5.774,   86,     0.7
    43.4,-0.000004,  0,-0.000199,   5.775,   84,     0.7
    43.6,-0.000004,  0,-0.000215,   5.774,   83,     0.7
    43.8,-0.000011,  0,-0.000264,   5.779,   82,     0.7
    44.0,-0.000007,  0,-0.000313,   5.780,   81,     0.7
    44.2,-0.000007,  0,-0.000383,   5.779,   82,     0.7
    44.4,-0.000016,  0,-0.000367,   5.777,   82,     0.7
    44.6,-0.000018,  0,-0.000312,   5.776,   83,     0.7
    44.8,-0.000018,  0,-0.000208,   5.774,   84,     0.7
    45.0,-0.000021,  0,-0.000273,   5.776,   83,     0.8
    45.2,-0.000018,  0,-0.000410,   5.776,   83,     0.8
    45.4,-0.000018,  0,-0.000623,   5.770,   83,     0.8
    45.6,-0.000024,  0,-0.000586,   5.776,   83,     0.8
    45.8,-0.000020,  0,-0.000450,   5.776,   84,     0.8
    46.0,-0.000020,  0,-0.000226,   5.774,   84,     0.8
    46.2,-0.000029,  0,-0.000189,   5.771,   83,     0.8
    46.4,-0.000026,  0,-0.000171,   5.774,   83,     0.8
    46.6,-0.000026,  0,-0.000209,   5.773,   85,     0.8
    46.8,-0.000032,  0,-0.000204,   5.775,   87,     0.8
    47.0,-0.000026,  0,-0.000193,   5.773,   84,     0.8
    47.2,-0.000026,  0,-0.000181,   5.774,   82,     0.8
    47.4,-0.000029,  0,-0.000181,   5.771,   82,     0.8
    47.6,-0.000023,  0,-0.000170,   5.774,   82,     0.8
    47.8,-0.000026,  0,-0.000170,   5.775,   83,     0.8
    48.0,-0.000026,  0,-0.000175,   5.772,   83,     0.8
    48.2,-0.000022,  0,-0.000175,   5.775,   82,     0.8
    48.4,-0.000024,  0,-0.000198,   5.768,   81,     0.8
    48.6,-0.000027,  0,-0.000214,   5.773,   82,     0.8
    48.8,-0.000030,  0,-0.000187,   5.774,   82,     0.8
    49.0,-0.000027,  0,-0.000117,   5.775,   84,     0.8
    49.2,-0.000027,  0,-0.000041,   5.769,   85,     0.8
    49.4,-0.000030,  0,-0.000074,   5.773,   84,     0.8
    49.6,-0.000027,  0,-0.000139,   5.772,   83,     0.8
    49.8,-0.000024,  0,-0.000253,   5.773,   82,     0.8
    50.0,-0.000022,  0,-0.000264,   5.770,   82,     0.8
    50.2,-0.000019,  0,-0.000253,   5.770,   81,     0.8
    50.4,-0.000016,  0,-0.000215,   5.771,   81,     0.8
    50.6,-0.000016,  0,-0.000215,   5.768,   82,     0.8
    50.8,-0.000011,  0,-0.000237,   5.771,   82,     0.8
    51.0,-0.000008,  0,-0.000269,   5.765,   83,     0.9
    51.2,-0.000008,  0,-0.000297,   5.767,   84,     0.9
    51.4,-0.000006,  0,-0.000324,   5.769,   84,     0.9
    51.6,-0.000000,  0,-0.000356,   5.767,   84,     0.9
    51.8,-0.000000,  0,-0.000356,   5.770,   83,     0.9
    52.0,0.000005,  0,-0.000346,   5.770,   83,     0.9
    52.2,0.000001,  0,-0.000325,   5.764,   83,     0.9
    52.4,0.000001,  0,-0.000299,   5.765,   83,     0.9
    52.6,-0.000001,  0,-0.000266,   5.769,   83,     0.9
    52.8,-0.000001,  0,-0.000206,   5.768,   83,     0.9
    53.0,-0.000008,  0,-0.000183,   5.773,   85,     0.9
    53.2,-0.000001,  0,-0.000195,   5.769,   88,     0.9
    53.4,-0.000001,  0,-0.000227,   5.767,   85,     0.9
    53.6,-0.000003,  0,-0.000183,   5.761,   83,     0.9
    53.8,0.000007,  0,-0.000107,   5.768,   83,     0.9
    54.0,0.000007,  0,-0.000024,   5.768,   83,     0.9
    54.2,0.000000,  0,-0.000019,   5.768,   83,     0.9
    54.4,0.000004,  0,-0.000036,   5.765,   84,     0.9
    54.6,0.000004,  0,-0.000067,   5.765,   83,     0.9
    54.8,-0.000003,  0,-0.000028,   5.769,   82,     0.9
    55.0,0.000001,  0,0.000020,   5.771,   83,     0.9
    55.2,-0.000001,  0,0.000108,   5.768,   83,     0.9
    55.4,-0.000011,  0,0.000103,   5.769,   84,     0.9
    55.6,-0.000010,  0,0.000077,   5.769,   84,     0.9
    55.8,-0.000010,  0,-0.000010,   5.766,   85,     0.9
    56.0,-0.000016,  0,0.000017,   5.766,   86,     0.9
    56.2,-0.000004,  0,0.000072,   5.767,   85,     0.9
    56.4,-0.000004,  0,0.000165,   5.767,   84,     0.9
    56.6,-0.000011,  0,0.000159,   5.764,   84,     0.9
    56.8,-0.000007,  0,0.000115,   5.765,   83,     0.9
    57.0,-0.000004,  0,0.000051,   5.767,   84,     0.9
    57.2,-0.000016,  0,0.000007,   5.765,   85,     1.0
    57.4,-0.000015,  0,-0.000020,   5.768,   86,     1.0
    57.6,-0.000012,  0,-0.000063,   5.768,   87,     1.0
    57.8,-0.000021,  0,-0.000095,   5.763,   86,     1.0
    58.0,-0.000015,  0,-0.000063,   5.765,   85,     1.0
    58.2,-0.000015,  0,-0.000020,   5.769,   86,     1.0
    58.4,-0.000021,  0,0.000072,   5.767,   86,     1.0
    58.6,-0.000018,  0,0.000115,   5.768,   87,     1.0
    58.8,-0.000015,  0,0.000137,   5.764,   87,     1.0
    59.0,-0.000021,  0,0.000153,   5.767,   86,     1.0
    59.2,-0.000021,  0,0.000021,   5.767,   85,     1.0
    59.4,-0.000019,  0,-0.000186,   5.770,   88,     1.0
    59.6,-0.000016,  0,-0.000465,   5.764,   90,     1.0
    59.8,-0.000013,  0,-0.000514,   5.768,   88,     1.0
    60.0,-0.000008,  0,-0.000470,   5.767,   85,     1.0
    60.2,-0.000005,  0,-0.000354,   5.769,   86,     1.0
    60.4,-0.000003,  0,-0.000311,   5.770,   86,     1.0
    60.6,0.000000,  0,-0.000261,   5.763,   86,     1.0
    60.8,0.000000,  0,-0.000240,   5.766,   86,     1.0
    61.0,0.000004,  0,-0.000213,   5.774,   86,     1.0
    61.2,0.000001,  0,-0.000185,   5.770,   85,     1.0
    61.4,-0.000008,  0,-0.000174,   5.770,   86,     1.0
    61.6,-0.000004,  0,-0.000136,   5.766,   86,     1.0
    61.8,-0.000007,  0,-0.000108,   5.771,   87,     1.0
    62.0,-0.000016,  0,-0.000081,   5.768,   88,     1.0
    62.2,-0.000010,  0,-0.000065,   5.769,   87,     1.0
    62.4,-0.000010,  0,-0.000076,   5.768,   86,     1.0
    62.6,-0.000016,  0,-0.000081,   5.771,   85,     1.0
    62.8,-0.000021,  0,-0.000065,   5.774,   84,     1.0
    63.0,-0.000015,  0,-0.000060,   5.771,   85,     1.1
    63.2,-0.000015,  0,-0.000044,   5.769,   86,     1.1
    63.4,-0.000021,  0,-0.000044,   5.771,   86,     1.1
    63.6,-0.000018,  0,-0.000054,   5.770,   86,     1.1
    63.8,-0.000018,  0,-0.000075,   5.773,   87,     1.1
    64.0,-0.000024,  0,-0.000097,   5.770,   87,     1.1
    64.2,-0.000023,  0,-0.000120,   5.775,   87,     1.1
    64.4,-0.000023,  0,-0.000136,   5.775,   86,     1.1
    64.6,-0.000024,  0,-0.000103,   5.772,   86,     1.1
    64.8,-0.000018,  0,-0.000077,   5.777,   86,     1.1
    65.0,-0.000018,  0,-0.000017,   5.768,   86,     1.1
    65.2,-0.000021,  0,-0.000028,   5.775,   87,     1.1
    65.4,-0.000018,  0,-0.000083,   5.775,   86,     1.1
    65.6,-0.000015,  0,-0.000159,   5.776,   85,     1.1
    65.8,-0.000019,  0,-0.000170,   5.771,   88,     1.1
    66.0,-0.000010,  0,-0.000181,   5.775,   90,     1.1
    66.2,-0.000004,  0,-0.000170,   5.772,   88,     1.1
    66.4,-0.000008,  0,-0.000165,   5.776,   85,     1.1
    66.6,0.000001,  0,-0.000176,   5.775,   86,     1.1
    66.8,0.000007,  0,-0.000181,   5.779,   86,     1.1
    67.0,0.000005,  0,-0.000193,   5.778,   86,     1.1
    67.2,0.000015,  0,-0.000175,   5.777,   86,     1.1
    67.4,0.000020,  0,-0.000209,   5.774,   85,     1.1
    67.6,0.000013,  0,-0.000214,   5.778,   84,     1.1
    67.8,0.000023,  0,-0.000198,   5.778,   85,     1.1
    68.0,0.000025,  0,-0.000164,   5.777,   86,     1.1
    68.2,0.000024,  0,-0.000137,   5.780,   86,     1.1
    68.4,0.000031,  0,-0.000111,   5.782,   86,     1.1
    68.6,0.000033,  0,-0.000056,   5.776,   86,     1.1
    68.8,0.000032,  0,0.000015,   5.777,   85,     1.1
    69.0,0.000041,  0,0.000031,   5.779,   85,     1.1
    69.2,0.000044,  0,0.000032,   5.780,   85,     1.2
    69.4,0.000037,  0,0.000006,   5.777,   85,     1.2
    69.6,0.000044,  0,0.000023,   5.779,   85,     1.2
    69.8,0.000047,  0,0.000018,   5.779,   85,     1.2
    70.0,0.000040,  0,0.000013,   5.780,   85,     1.2
    70.2,0.000047,  0,0.000068,   5.781,   86,     1.2
    70.4,0.000047,  0,0.000151,   5.781,   86,     1.2
    70.6,0.000040,  0,0.000238,   5.785,   86,     1.2
    70.8,0.000044,  0,0.000265,   5.784,   86,     1.2
    71.0,0.000041,  0,0.000283,   5.783,   86,     1.2
    71.2,0.000032,  0,0.000256,   5.782,   86,     1.2
    71.4,0.000036,  0,0.000240,   5.783,   87,     1.2
    71.6,0.000036,  0,0.000219,   5.786,   87,     1.2
    71.8,0.000027,  0,0.000181,   5.784,   85,     1.2
    72.0,0.000036,  0,0.000040,   5.787,   84,     1.2
    72.2,0.000033,  0,-0.000146,   5.784,   85,     1.2
    72.4,0.000024,  0,-0.000397,   5.785,   86,     1.2
    72.6,0.000021,  0,-0.000408,   5.788,   85,     1.2
    72.8,0.000028,  0,-0.000320,   5.785,   85,     1.2
    73.0,0.000028,  0,-0.000139,   5.782,   86,     1.2
    73.2,0.000019,  0,-0.000035,   5.782,   86,     1.2
    73.4,0.000023,  0,0.000063,   5.785,   85,     1.2
    73.6,0.000020,  0,0.000161,   5.784,   84,     1.2
    73.8,0.000013,  0,0.000211,   5.786,   85,     1.2
    74.0,0.000017,  0,0.000211,   5.789,   85,     1.2
    74.2,0.000017,  0,0.000178,   5.785,   85,     1.2
    74.4,0.000005,  0,0.000196,   5.784,   86,     1.2
    74.6,0.000009,  0,0.000196,   5.783,   86,     1.2
    74.8,0.000012,  0,0.000190,   5.785,   86,     1.2
    75.0,0.000003,  0,0.000190,   5.784,   85,     1.3
    75.2,0.000009,  0,0.000184,   5.784,   85,     1.3
    75.4,0.000009,  0,0.000157,   5.784,   85,     1.3
    75.6,-0.000003,  0,0.000025,   5.784,   84,     1.3
    75.8,-0.000001,  0,-0.000166,   5.785,   86,     1.3
    76.0,-0.000004,  0,-0.000439,   5.782,   87,     1.3
    76.2,-0.000011,  0,-0.000609,   5.784,   86,     1.3
    76.4,-0.000004,  0,-0.000745,   5.781,   84,     1.3
    76.6,-0.000007,  0,-0.000871,   5.787,   86,     1.3
    76.8,-0.000019,  0,-0.000833,   5.784,   88,     1.3
    77.0,-0.000015,  0,-0.000686,   5.780,   87,     1.3
    77.2,-0.000015,  0,-0.000451,   5.783,   86,     1.3
    77.4,-0.000018,  0,-0.000364,   5.780,   85,     1.3
    77.6,-0.000016,  0,-0.000293,   5.781,   85,     1.3
    77.8,-0.000016,  0,-0.000255,   5.783,   85,     1.3
    78.0,-0.000016,  0,-0.000233,   5.785,   85,     1.3
    78.2,-0.000019,  0,-0.000173,   5.787,   84,     1.3
    78.4,-0.000022,  0,-0.000123,   5.783,   83,     1.3
    78.6,-0.000022,  0,-0.000069,   5.784,   85,     1.3
    78.8,-0.000024,  0,-0.000041,   5.778,   87,     1.3
    79.0,-0.000024,  0,-0.000059,   5.777,   86,     1.3
    79.2,-0.000024,  0,-0.000080,   5.781,   86,     1.3
    79.4,-0.000024,  0,-0.000064,   5.778,   86,     1.3
    79.6,-0.000015,  0,-0.000070,   5.779,   85,     1.3
    79.8,-0.000021,  0,-0.000065,   5.782,   85,     1.3
    80.0,-0.000026,  0,-0.000213,   5.779,   86,     1.3
    80.2,-0.000019,  0,-0.000442,   5.780,   85,     1.3
    80.4,-0.000019,  0,-0.000771,   5.779,   84,     1.3
    80.6,-0.000029,  0,-0.000782,   5.781,   85,     1.3
    80.8,-0.000029,  0,-0.000684,   5.777,   86,     1.3
    81.0,-0.000026,  0,-0.000477,   5.775,   86,     1.4
    81.2,-0.000029,  0,-0.000428,   5.778,   86,     1.4
    81.4,-0.000035,  0,-0.000396,   5.776,   86,     1.4
    81.6,-0.000032,  0,-0.000402,   5.778,   85,     1.4
    81.8,-0.000036,  0,-0.000358,   5.772,   85,     1.4
    82.0,-0.000027,  0,-0.000310,   5.772,   85,     1.4
    82.2,-0.000034,  0,-0.000272,   5.773,   85,     1.4
    82.4,-0.000024,  0,-0.000246,   5.775,   85,     1.4
    82.6,-0.000024,  0,-0.000214,   5.776,   85,     1.4
    82.8,-0.000022,  0,-0.000203,   5.774,   85,     1.4
    83.0,-0.000028,  0,-0.000204,   5.778,   87,     1.4
    83.2,-0.000031,  0,-0.000187,   5.777,   89,     1.4
    83.4,-0.000026,  0,-0.000193,   5.778,   87,     1.4
    83.6,-0.000032,  0,-0.000215,   5.780,   85,     1.4
    83.8,-0.000026,  0,-0.000231,   5.776,   85,     1.4
    84.0,-0.000023,  0,-0.000275,   5.775,   85,     1.4
    84.2,-0.000029,  0,-0.000253,   5.777,   85,     1.4
