Run Name,20% B R Group 6 26/2.1
Run Date,03:53:10 PM   02-26-14
Method Name,20%B R Group 6 26/2.1
Export Format Version, 1.00
Method ID, 1857
Points/Second, 5.00
Number of Records,   3828
Offset from Run Start Time,00:00:00
Run End Time,00:12:48
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,<Not Selected>
QuadTec 3, (214.0 nm), AU
QuadTec 4, (405.0 nm), AU
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,QuadTec 2,QuadTec 3,QuadTec 4,Conductivity,GP Pressure
    10.6,-0.000020,-0.000014,-0.000258,-0.000046,  23.892,   86
    10.8,-0.000013,-0.000012,-0.000268,-0.000046,  23.893,   86
    11.0,-0.000013,-0.000017,-0.000299,-0.000033,  23.891,   85
    11.2,-0.000020,-0.000017,-0.000378,-0.000033,  23.890,   85
    11.4,-0.000020,-0.000014,-0.000383,-0.000033,  23.895,   85
    11.6,-0.000016,-0.000021,-0.000383,-0.000020,  23.895,   86
    11.8,-0.000020,-0.000021,-0.000378,-0.000020,  23.894,   85
    12.0,-0.000020,-0.000019,-0.000378,-0.000033,  23.891,   85
    12.2,-0.000013,-0.000024,-0.000383,-0.000020,  23.894,   85
    12.4,-0.000020,-0.000019,-0.000399,-0.000020,  23.890,   86
    12.6,-0.000013,-0.000014,-0.000626,-0.000033,  23.896,   86
    12.8,-0.000007,-0.000017,-0.000946,-0.000020,  23.896,   85
    13.0,-0.000013,-0.000015,-0.001370,-0.000020,  23.896,   85
    13.2,-0.000016,-0.000015,-0.001361,-0.000033,  23.892,   85
    13.4,-0.000019,-0.000016,-0.001177,-0.000020,  23.893,   85
    13.6,-0.000022,-0.000014,-0.000814,-0.000020,  23.893,   85
    13.8,-0.000022,-0.000014,-0.000720,-0.000033,  23.893,   85
    14.0,-0.000013,-0.000020,-0.000672,-0.000020,  23.895,   85
    14.2,-0.000017,-0.000020,-0.000677,-0.000020,  23.892,   85
    14.4,-0.000014,-0.000019,-0.000609,-0.000033,  23.894,   86
    14.6,-0.000005,-0.000023,-0.000541,-0.000020,  23.892,   85
    14.8,-0.000009,-0.000024,-0.000447,-0.000020,  23.894,   84
    15.0,-0.000009,-0.000021,-0.000420,-0.000033,  23.893,   85
    15.2,-0.000005,-0.000024,-0.000436,-0.000020,  23.892,   86
    15.4,-0.000012,-0.000022,-0.000476,-0.000020,  23.895,   86
    15.6,-0.000012,-0.000014,-0.000476,-0.000033,  23.893,   86
    15.8,-0.000005,-0.000017,-0.000467,-0.000033,  23.893,   86
    16.0,-0.000009,-0.000017,-0.000456,-0.000020,  23.892,   85
    16.2,-0.000003,-0.000012,-0.000447,-0.000033,  23.891,   85
    16.4,0.000007,-0.000015,-0.000457,-0.000033,  23.895,   85
    16.6,0.000000,-0.000011,-0.000484,-0.000020,  23.894,   86
    16.8,0.000007,-0.000006,-0.000493,-0.000033,  23.895,   86
    17.0,0.000004,-0.000009,-0.000509,-0.000033,  23.893,   85
    17.2,-0.000003,-0.000009,-0.000529,-0.000020,  23.891,   84
    17.4,0.000004,-0.000004,-0.000560,-0.000020,  23.893,   84
    17.6,0.000001,-0.000002,-0.000560,-0.000033,  23.895,   85
    17.8,-0.000005,-0.000005,-0.000532,-0.000020,  23.890,   86
    18.0,-0.000008,-0.000008,-0.000495,-0.000020,  23.893,   88
    18.2,-0.000011,-0.000008,-0.000490,-0.000033,  23.894,   86
    18.4,-0.000020,-0.000012,-0.000490,-0.000020,  23.897,   85
    18.6,-0.000020,-0.000012,-0.000480,-0.000020,  23.898,   85
    18.8,-0.000016,-0.000010,-0.000439,-0.000033,  23.896,   86
    19.0,-0.000022,-0.000010,-0.000371,-0.000020,  23.894,   85
    19.2,-0.000019,-0.000014,-0.000277,-0.000020,  23.890,   85
    19.4,-0.000012,-0.000014,-0.000261,-0.000033,  23.896,   86
    19.6,-0.000016,-0.000018,-0.000309,-0.000020,  23.892,   86
    19.8,-0.000012,-0.000018,-0.000371,-0.000033,  23.894,   85
    20.0,-0.000012,-0.000017,-0.000351,-0.000046,  23.894,   84
    20.2,-0.000009,-0.000020,-0.000309,-0.000033,  23.892,   86
    20.4,-0.000009,-0.000014,-0.000247,-0.000033,  23.897,   87
    20.6,-0.000013,-0.000012,-0.000242,-0.000033,  23.894,   87
    20.8,-0.000007,-0.000012,-0.000247,-0.000020,  23.896,   86
    21.0,-0.000007,-0.000014,-0.000272,-0.000020,  23.897,   86
    21.2,-0.000007,-0.000016,-0.000303,-0.000033,  23.895,   85
    21.4,-0.000003,-0.000018,-0.000362,-0.000020,  23.893,   85
    21.6,-0.000007,-0.000019,-0.000413,-0.000020,  23.896,   85
    21.8,-0.000009,-0.000013,-0.000428,-0.000033,  23.894,   85
    22.0,-0.000006,-0.000014,-0.000434,-0.000020,  23.896,   84
    22.2,-0.000009,-0.000017,-0.000424,-0.000020,  23.895,   85
    22.4,-0.000012,-0.000012,-0.000439,-0.000020,  23.893,   86
    22.6,-0.000006,-0.000012,-0.000470,-0.000020,  23.895,   85
    22.8,-0.000009,-0.000012,-0.000528,-0.000020,  23.893,   84
    23.0,-0.000012,-0.000010,-0.000496,-0.000020,  23.892,   84
    23.2,-0.000006,-0.000012,-0.000444,-0.000020,  23.896,   85
    23.4,-0.000009,-0.000014,-0.000377,-0.000020,  23.895,   85
    23.6,-0.000015,-0.000010,-0.000368,-0.000020,  23.896,   86
    23.8,-0.000011,-0.000014,-0.000377,-0.000020,  23.895,   86
    24.0,-0.000015,-0.000014,-0.000408,-0.000020,  23.895,   86
    24.2,-0.000012,-0.000015,-0.000419,-0.000020,  23.895,   86
    24.4,-0.000003,-0.000022,-0.000434,-0.000020,  23.898,   86
    24.6,-0.000004,-0.000019,-0.000450,-0.000020,  23.895,   85
    24.8,-0.000004,-0.000018,-0.000456,-0.000020,  23.896,   84
    25.0,0.000002,-0.000023,-0.000451,-0.000020,  23.897,   84
    25.2,-0.000004,-0.000023,-0.000425,-0.000020,  23.897,   84
    25.4,-0.000004,-0.000019,-0.000415,-0.000020,  23.897,   85
    25.6,-0.000003,-0.000020,-0.000411,-0.000020,  23.891,   85
    25.8,-0.000007,-0.000018,-0.000390,-0.000020,  23.896,   87
    26.0,-0.000007,-0.000014,-0.000369,-0.000020,  23.899,   88
    26.2,0.000002,-0.000014,-0.000374,-0.000020,  23.898,   87
    26.4,-0.000001,-0.000012,-0.000400,-0.000020,  23.896,   85
    26.6,0.000001,-0.000010,-0.000431,-0.000020,  23.897,   84
    26.8,0.000005,-0.000010,-0.000457,-0.000020,  23.898,   83
    27.0,0.000001,-0.000010,-0.000478,-0.000020,  23.901,   84
    27.2,0.000004,-0.000010,-0.000504,-0.000020,  23.897,   85
    27.4,0.000013,-0.000010,-0.000473,-0.000033,  23.900,   85
    27.6,0.000009,-0.000012,-0.000411,-0.000020,  23.901,   86
    27.8,0.000009,-0.000012,-0.000327,-0.000020,  23.902,   85
    28.0,0.000016,-0.000012,-0.000327,-0.000033,  23.903,   84
    28.2,0.000012,-0.000016,-0.000374,-0.000020,  23.902,   85
    28.4,0.000012,-0.000014,-0.000462,-0.000033,  23.897,   86
    28.6,0.000018,-0.000006,-0.000473,-0.000046,  23.898,   86
    28.8,0.000014,-0.000006,-0.000478,-0.000033,  23.904,   87
    29.0,0.000012,-0.000002,-0.000462,-0.000046,  23.903,   86
    29.2,0.000018,0.000002,-0.000447,-0.000046,  23.901,   85
    29.4,0.000014,0.000004,-0.000436,-0.000033,  23.899,   85
    29.6,0.000012,0.000004,-0.000414,-0.000033,  23.903,   86
    29.8,0.000012,0.000002,-0.000399,-0.000033,  23.901,   85
    30.0,0.000009,-0.000000,-0.000366,-0.000020,  23.900,   85
    30.2,0.000009,0.000006,-0.000345,-0.000020,  23.904,   85
    30.4,0.000003,0.000013,-0.000329,-0.000033,  23.904,   85
    30.6,0.000007,0.000008,-0.000323,-0.000020,  23.906,   86
    30.8,0.000009,0.000011,-0.000323,-0.000020,  23.903,   86
    31.0,0.000000,0.000012,-0.000308,-0.000033,  23.907,   85
    31.2,0.000007,0.000007,-0.000275,-0.000020,  23.907,   84
    31.4,0.000003,0.000009,-0.000260,-0.000056,  23.906,   85
    31.6,0.000012,0.000007,-0.000260,-0.000069,  23.904,   85
    31.8,0.000014,0.000004,-0.000275,-0.000056,  23.905,   85
    32.0,0.000011,0.000006,-0.000306,-0.000091,  23.905,   85
    32.2,0.000014,0.000004,-0.000317,-0.000056,  23.903,   85
    32.4,0.000012,0.000006,-0.000328,-0.000056,  23.903,   85
    32.6,0.000008,0.000003,-0.000337,-0.000091,  23.907,   85
    32.8,0.000014,0.000007,-0.000333,-0.000056,  23.905,   86
    33.0,0.000014,0.000004,-0.000317,-0.000056,  23.904,   84
    33.2,0.000013,0.000004,-0.000291,-0.000091,  23.906,   82
    33.4,0.000022,0.000008,-0.000322,-0.000056,  23.907,   83
    33.6,0.000022,0.000007,-0.000395,-0.000056,  23.904,   85
    33.8,0.000019,0.000004,-0.000499,-0.000091,  23.905,   87
    34.0,0.000025,0.000004,-0.000488,-0.000056,  23.899,   88
    34.2,0.000020,0.000002,-0.000446,-0.000043,  23.897,   86
    34.4,0.000013,0.000004,-0.000356,-0.000078,  23.901,   84
    34.6,0.000013,0.000010,-0.000377,-0.000043,  23.899,   85
    34.8,0.000013,0.000008,-0.000434,-0.000043,  23.893,   85
    35.0,0.000007,0.000012,-0.000539,-0.000078,  23.896,   86
    35.2,0.000009,0.000016,-0.000508,-0.000056,  23.897,   86
    35.4,0.000016,0.000013,-0.000435,-0.000056,  23.891,   86
    35.6,0.000009,0.000017,-0.000321,-0.000056,  23.891,   85
    35.8,0.000012,0.000016,-0.000283,-0.000056,  23.889,   84
    36.0,0.000019,0.000016,-0.000279,-0.000056,  23.891,   84
    36.2,0.000012,0.000018,-0.000283,-0.000056,  23.889,   84
    36.4,0.000009,0.000013,-0.000321,-0.000091,  23.891,   84
    36.6,0.000013,0.000010,-0.000300,-0.000056,  23.890,   85
    36.8,0.000004,0.000013,-0.000252,-0.000056,  23.889,   85
    37.0,0.000011,0.000013,-0.000200,-0.000091,  23.887,   85
    37.2,0.000017,0.000013,-0.000184,-0.000069,  23.889,   85
    37.4,0.000008,0.000010,-0.000178,-0.000056,  23.888,   85
    37.6,0.000012,0.000008,-0.000205,-0.000091,  23.884,   85
    37.8,0.000018,0.000008,-0.000226,-0.000069,  23.886,   84
    38.0,0.000014,0.000008,-0.000246,-0.000056,  23.887,   83
    38.2,0.000012,0.000010,-0.000277,-0.000091,  23.885,   84
    38.4,0.000018,0.000012,-0.000288,-0.000056,  23.885,   85
    38.6,0.000014,0.000014,-0.000288,-0.000056,  23.890,   85
    38.8,0.000014,0.000016,-0.000271,-0.000091,  23.883,   84
    39.0,0.000024,0.000016,-0.000245,-0.000056,  23.887,   84
    39.2,0.000017,0.000014,-0.000203,-0.000056,  23.885,   84
    39.4,0.000017,0.000018,-0.000151,-0.000056,  23.885,   85
    39.6,0.000024,0.000020,-0.000166,-0.000033,  23.886,   85
    39.8,0.000024,0.000020,-0.000228,-0.000020,  23.884,   85
    40.0,0.000024,0.000016,-0.000323,-0.000020,  23.880,   85
    40.2,0.000021,0.000014,-0.000329,-0.000033,  23.885,   85
    40.4,0.000018,0.000006,-0.000318,-0.000020,  23.883,   85
    40.6,0.000018,0.000009,-0.000287,-0.000020,  23.884,   84
    40.8,0.000021,0.000010,-0.000251,-0.000020,  23.882,   84
    41.0,0.000018,0.000004,-0.000183,-0.000020,  23.883,   84
    41.2,0.000014,0.000004,-0.000115,-0.000020,  23.880,   84
    41.4,0.000012,0.000006,-0.000115,-0.000020,  23.879,   85
    41.6,0.000018,0.000003,-0.000130,-0.000020,  23.882,   86
    41.8,0.000012,0.000005,-0.000188,-0.000020,  23.884,   89
    42.0,0.000009,0.000009,-0.000219,-0.000020,  23.878,   91
    42.2,0.000010,0.000006,-0.000261,-0.000020,  23.886,   88
    42.4,0.000004,0.000008,-0.000318,-0.000020,  23.881,   86
    42.6,0.000001,0.000010,-0.000308,-0.000020,  23.880,   85
    42.8,0.000002,0.000006,-0.000277,-0.000020,  23.883,   85
    43.0,-0.000004,0.000006,-0.000220,-0.000020,  23.885,   85
    43.2,-0.000004,0.000005,-0.000184,-0.000033,  23.885,   85
    43.4,-0.000004,-0.000002,-0.000142,-0.000020,  23.886,   86
    43.6,-0.000011,0.000001,-0.000088,-0.000020,  23.884,   86
    43.8,-0.000004,-0.000001,-0.000078,-0.000020,  23.887,   85
    44.0,-0.000004,-0.000008,-0.000099,-0.000007,  23.888,   84
    44.2,-0.000013,-0.000005,-0.000124,-0.000007,  23.887,   84
    44.4,-0.000007,-0.000007,-0.000109,-0.000007,  23.885,   85
    44.6,-0.000007,-0.000012,-0.000067,0.000006,  23.885,   86
    44.8,-0.000016,-0.000007,-0.000036,0.000006,  23.888,   87
    45.0,-0.000012,-0.000006,-0.000031,-0.000007,  23.887,   85
    45.2,-0.000012,-0.000011,-0.000031,-0.000020,  23.887,   84
    45.4,-0.000016,-0.000011,-0.000051,-0.000020,  23.884,   85
    45.6,-0.000009,-0.000008,-0.000047,-0.000020,  23.888,   87
    45.8,-0.000007,-0.000011,-0.000037,-0.000020,  23.888,   86
    46.0,-0.000011,-0.000011,-0.000022,-0.000020,  23.886,   85
    46.2,-0.000004,-0.000004,-0.000001,-0.000033,  23.881,   85
    46.4,-0.000004,-0.000004,-0.000028,-0.000033,  23.883,   85
    46.6,-0.000011,-0.000008,-0.000069,-0.000020,  23.887,   85
    46.8,-0.000007,-0.000003,-0.000121,-0.000033,  23.888,   84
    47.0,-0.000012,-0.000008,-0.000189,-0.000033,  23.882,   85
    47.2,-0.000019,-0.000004,-0.000257,-0.000020,  23.887,   85
    47.4,-0.000017,-0.000002,-0.000346,-0.000020,  23.885,   85
    47.6,-0.000017,-0.000002,-0.000361,-0.000033,  23.888,   86
    47.8,-0.000021,0.000000,-0.000367,-0.000020,  23.890,   85
    48.0,-0.000017,-0.000002,-0.000347,-0.000020,  23.885,   85
    48.2,-0.000017,-0.000002,-0.000537,-0.000033,  23.885,   85
    48.4,-0.000021,-0.000002,-0.000832,-0.000020,  23.893,   85
    48.6,-0.000015,-0.000005,-0.001209,-0.000020,  23.889,   85
    48.8,-0.000015,-0.000008,-0.001471,-0.000033,  23.894,   86
    49.0,-0.000019,-0.000012,-0.001744,-0.000020,  23.891,   86
    49.2,-0.000012,-0.000014,-0.002005,-0.000056,  23.891,   86
    49.4,-0.000015,-0.000016,-0.001927,-0.000069,  23.888,   85
    49.6,-0.000019,-0.000022,-0.001697,-0.000056,  23.890,   84
    49.8,-0.000012,-0.000020,-0.001283,-0.000091,  23.893,   85
    50.0,-0.000015,-0.000014,-0.001110,-0.000069,  23.892,   86
    50.2,-0.000015,-0.000019,-0.000979,-0.000056,  23.894,   86
    50.4,-0.000015,-0.000022,-0.000868,-0.000091,  23.893,   86
    50.6,-0.000019,-0.000018,-0.000815,-0.000069,  23.893,   87
    50.8,-0.000015,-0.000020,-0.000804,-0.000056,  23.895,   88
    51.0,-0.000012,-0.000020,-0.000846,-0.000091,  23.896,   87
    51.2,-0.000021,-0.000018,-0.000825,-0.000069,  23.893,   86
    51.4,-0.000017,-0.000024,-0.000804,-0.000056,  23.894,   86
    51.6,-0.000024,-0.000017,-0.000800,-0.000091,  23.893,   85
    51.8,-0.000020,-0.000010,-0.000732,-0.000069,  23.895,   85
    52.0,-0.000023,-0.000016,-0.000654,-0.000056,  23.898,   85
    52.2,-0.000029,-0.000016,-0.000544,-0.000091,  23.897,   84
    52.4,-0.000023,-0.000014,-0.000513,-0.000069,  23.898,   83
    52.6,-0.000016,-0.000017,-0.000518,-0.000056,  23.894,   85
    52.8,-0.000023,-0.000017,-0.000554,-0.000091,  23.893,   86
    53.0,-0.000023,-0.000017,-0.000571,-0.000069,  23.901,   86
    53.2,-0.000023,-0.000024,-0.000565,-0.000056,  23.902,   85
    53.4,-0.000032,-0.000028,-0.000559,-0.000069,  23.901,   85
    53.6,-0.000028,-0.000040,-0.000560,-0.000059,  23.904,   84
    53.8,-0.000024,-0.000044,-0.000534,-0.000046,  23.906,   85
    54.0,-0.000031,-0.000042,-0.000503,-0.000046,  23.908,   85
    54.2,-0.000021,-0.000034,-0.000450,-0.000059,  23.906,   87
    54.4,-0.000012,-0.000039,-0.000419,-0.000046,  23.906,   88
    54.6,-0.000016,-0.000036,-0.000377,-0.000046,  23.910,   87
    54.8,-0.000007,-0.000032,-0.000366,-0.000046,  23.911,   85
    55.0,-0.000012,-0.000030,-0.000393,-0.000033,  23.909,   85
    55.2,-0.000019,-0.000033,-0.000434,-0.000046,  23.912,   85
    55.4,-0.000016,-0.000032,-0.000434,-0.000046,  23.911,   85
    55.6,-0.000016,-0.000032,-0.000430,-0.000046,  23.909,   85
    55.8,-0.000023,-0.000030,-0.000430,-0.000046,  23.910,   85
    56.0,-0.000020,-0.000026,-0.000414,-0.000046,  23.908,   86
    56.2,-0.000014,-0.000028,-0.000430,-0.000046,  23.909,   86
    56.4,-0.000020,-0.000028,-0.000467,-0.000046,  23.911,   86
    56.6,-0.000017,-0.000026,-0.000515,-0.000046,  23.908,   85
    56.8,-0.000014,-0.000026,-0.000525,-0.000046,  23.912,   83
    57.0,-0.000020,-0.000024,-0.000547,-0.000033,  23.911,   84
    57.2,-0.000017,-0.000024,-0.000547,-0.000046,  23.906,   85
    57.4,-0.000020,-0.000024,-0.000547,-0.000046,  23.910,   87
    57.6,-0.000024,-0.000022,-0.000547,-0.000033,  23.911,   89
    57.8,-0.000015,-0.000024,-0.000552,-0.000033,  23.910,   88
    58.0,-0.000012,-0.000024,-0.000578,-0.000033,  23.913,   86
    58.2,-0.000016,-0.000025,-0.000609,-0.000020,  23.912,   86
    58.4,-0.000009,-0.000021,-0.000656,-0.000020,  23.913,   86
    58.6,-0.000007,-0.000015,-0.000666,-0.000033,  23.914,   86
    58.8,-0.000011,-0.000018,-0.000656,-0.000020,  23.911,   86
    59.0,-0.000001,-0.000018,-0.000629,-0.000020,  23.910,   86
    59.2,0.000005,-0.000013,-0.000625,-0.000033,  23.913,   85
    59.4,0.000001,-0.000006,-0.000614,-0.000020,  23.911,   84
    59.6,0.000004,-0.000004,-0.000618,-0.000020,  23.913,   84
    59.8,0.000005,0.000000,-0.000614,-0.000033,  23.914,   84
    60.0,0.000005,0.000000,-0.000598,-0.000020,  23.918,   84
    60.2,0.000005,0.000002,-0.000577,-0.000020,  23.913,   85
    60.4,-0.000001,-0.000002,-0.000546,-0.000033,  23.916,   86
    60.6,-0.000001,-0.000004,-0.000515,-0.000020,  23.916,   85
    60.8,-0.000001,-0.000002,-0.000456,-0.000020,  23.918,   85
    61.0,-0.000008,0.000002,-0.000445,-0.000033,  23.911,   85
    61.2,0.000001,-0.000003,-0.000472,-0.000020,  23.913,   85
    61.4,-0.000003,-0.000000,-0.000518,-0.000020,  23.911,   85
    61.6,0.000004,0.000004,-0.000639,-0.000033,  23.912,   84
    61.8,0.000007,0.000006,-0.000827,-0.000020,  23.913,   85
    62.0,0.000003,0.000010,-0.001074,-0.000020,  23.914,   86
    62.2,0.000007,0.000011,-0.001043,-0.000033,  23.914,   85
    62.4,0.000007,0.000010,-0.000912,-0.000020,  23.913,   83
    62.6,0.000003,0.000012,-0.000670,-0.000020,  23.916,   84
    62.8,0.000012,0.000008,-0.000580,-0.000033,  23.917,   84
    63.0,0.000014,0.000010,-0.000534,-0.000020,  23.916,   85
    63.2,0.000011,0.000010,-0.000501,-0.000020,  23.913,   86
    63.4,0.000014,0.000010,-0.000569,-0.000033,  23.913,   86
    63.6,0.000018,0.000012,-0.000710,-0.000020,  23.914,   86
    63.8,0.000014,0.000012,-0.000925,-0.000020,  23.915,   86
    64.0,0.000012,0.000014,-0.000925,-0.000020,  23.914,   86
    64.2,0.000018,0.000008,-0.000840,-0.000020,  23.911,   85
    64.4,0.000014,0.000010,-0.000703,-0.000020,  23.914,   85
    64.6,0.000012,0.000016,-0.000650,-0.000020,  23.913,   85
    64.8,0.000018,0.000011,-0.000613,-0.000020,  23.912,   85
    65.0,0.000014,0.000011,-0.000581,-0.000020,  23.911,   85
    65.2,0.000009,0.000013,-0.000539,-0.000020,  23.913,   84
    65.4,0.000013,0.000012,-0.000502,0.000016,  23.911,   87
    65.6,0.000007,0.000014,-0.000476,-0.000020,  23.907,   89
    65.8,0.000004,0.000014,-0.000449,0.000003,  23.912,   87
    66.0,0.000005,0.000014,-0.000423,0.000003,  23.912,   85
    66.2,-0.000004,0.000014,-0.000408,-0.000020,  23.907,   85
    66.4,-0.000004,0.000016,-0.000386,-0.000033,  23.907,   85
    66.6,-0.000000,0.000009,-0.000371,-0.000033,  23.911,   85
    66.8,-0.000009,0.000007,-0.000375,-0.000020,  23.911,   86
    67.0,-0.000009,0.000008,-0.000375,-0.000020,  23.908,   86
    67.2,-0.000003,0.000008,-0.000360,-0.000033,  23.911,   86
    67.4,-0.000007,0.000003,-0.000338,-0.000020,  23.910,   85
    67.6,-0.000007,0.000000,-0.000327,-0.000020,  23.909,   84
    67.8,-0.000009,-0.000004,-0.000307,-0.000033,  23.913,   84
    68.0,-0.000013,-0.000004,-0.000287,-0.000020,  23.911,   85
    68.2,-0.000012,-0.000006,-0.000271,-0.000020,  23.913,   86
    68.4,-0.000011,-0.000004,-0.000256,-0.000033,  23.910,   87
    68.6,-0.000017,-0.000010,-0.000262,-0.000020,  23.911,   86
    68.8,-0.000020,-0.000012,-0.000256,-0.000020,  23.909,   84
    69.0,-0.000019,-0.000012,-0.000398,-0.000020,  23.908,   85
    69.2,-0.000025,-0.000021,-0.000619,-0.000020,  23.908,   86
    69.4,-0.000023,-0.000019,-0.000919,-0.000020,  23.906,   86
    69.6,-0.000019,-0.000015,-0.000951,-0.000020,  23.913,   85
    69.8,-0.000019,-0.000017,-0.000877,-0.000020,  23.912,   85
    70.0,-0.000016,-0.000023,-0.000730,-0.000020,  23.908,   86
    70.2,-0.000016,-0.000022,-0.000679,-0.000020,  23.910,   85
    70.4,-0.000016,-0.000026,-0.000616,-0.000020,  23.912,   84
    70.6,-0.000016,-0.000026,-0.000569,-0.000020,  23.911,   85
    70.8,-0.000016,-0.000031,-0.000528,-0.000020,  23.909,   85
    71.0,-0.000019,-0.000033,-0.000501,-0.000020,  23.910,   85
    71.2,-0.000025,-0.000028,-0.000490,-0.000020,  23.907,   85
    71.4,-0.000023,-0.000021,-0.000496,-0.000020,  23.904,   85
    71.6,-0.000019,-0.000019,-0.000523,-0.000020,  23.904,   85
    71.8,-0.000025,-0.000015,-0.000565,-0.000020,  23.902,   85
    72.0,-0.000023,-0.000020,-0.000571,-0.000033,  23.898,   85
    72.2,-0.000016,-0.000018,-0.000566,-0.000020,  23.897,   85
    72.4,-0.000023,-0.000018,-0.000550,-0.000033,  23.900,   85
    72.6,-0.000023,-0.000020,-0.000535,-0.000046,  23.902,   84
    72.8,-0.000016,-0.000024,-0.000519,-0.000033,  23.904,   83
    73.0,-0.000023,-0.000020,-0.000498,-0.000046,  23.901,   84
    73.2,-0.000023,-0.000016,-0.000519,-0.000046,  23.896,   84
    73.4,-0.000016,-0.000022,-0.000540,-0.000033,  23.895,   86
