Run Name,Thurs01_S23_CreativeRun1
Run Date,02:50:17 PM   02-23-23
Method Name,Thurs01_CreativeRun1_02232023
Export Format Version, 1.00
Method ID, 4181
Points/Second, 1.00
Number of Records,   6534
Offset from Run Start Time,00:00:00
Run End Time,01:48:54
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,Volume
     0.0,0.001438,  5,  10.214,     0.0
     1.0,0.000000,  5,  10.209,     0.0
     2.0,0.000000,  5,  10.193,     0.0
     3.0,0.000000,  5,  10.179,     0.1
     4.0,0.000000,  5,  10.168,     0.1
     5.0,0.000067,  5,  10.155,     0.1
     6.0,0.000081,  5,  10.149,     0.1
     7.0,0.000091,  5,  10.139,     0.1
     8.0,0.000087,  5,  10.128,     0.1
     9.0,0.000071,  5,  10.121,     0.2
    10.0,0.000066,  5,  10.111,     0.2
    11.0,0.000071,  5,  10.102,     0.2
    12.0,0.000059,  5,  10.093,     0.2
    13.0,0.000055,  5,  10.086,     0.2
    14.0,0.000071,  5,  10.078,     0.2
    15.0,0.000078,  5,  10.074,     0.3
    16.0,0.000082,  5,  10.077,     0.3
    17.0,0.000098,  5,  10.071,     0.3
    18.0,0.000098,  5,  10.076,     0.3
    19.0,0.000110,  5,  10.076,     0.3
    20.0,0.000129,  5,  10.081,     0.3
    21.0,0.000157,  5,  10.090,     0.3
    22.0,0.000191,  5,  10.091,     0.4
    23.0,0.000196,  5,  10.099,     0.4
    24.0,0.000187,  5,  10.111,     0.4
    25.0,0.000198,  5,  10.110,     0.4
    26.0,0.000202,  5,  10.116,     0.4
    27.0,0.000211,  5,  10.129,     0.4
    28.0,0.000208,  5,  10.133,     0.5
    29.0,0.000186,  5,  10.137,     0.5
    30.0,0.000198,  5,  10.144,     0.5
    31.0,0.000193,  5,  10.153,     0.5
    32.0,0.000193,  5,  10.156,     0.5
    33.0,0.000193,  5,  10.163,     0.6
    34.0,0.000212,  5,  10.167,     0.6
    35.0,0.000219,  5,  10.173,     0.6
    36.0,0.000207,  5,  10.183,     0.6
    37.0,0.000211,  5,  10.184,     0.6
    38.0,0.000219,  5,  10.192,     0.6
    39.0,0.000205,  5,  10.193,     0.6
    40.0,0.000190,  5,  10.195,     0.7
    41.0,0.000195,  5,  10.196,     0.7
    42.0,0.000179,  5,  10.193,     0.7
    43.0,0.000168,  5,  10.194,     0.7
    44.0,0.000169,  5,  10.204,     0.7
    45.0,0.000164,  5,  10.205,     0.8
    46.0,0.000180,  5,  10.212,     0.8
    47.0,0.000186,  5,  10.213,     0.8
    48.0,0.000207,  5,  10.217,     0.8
    49.0,0.000214,  5,  10.220,     0.8
    50.0,0.000224,  5,  10.227,     0.8
    51.0,0.000222,  5,  10.226,     0.9
    52.0,0.000219,  5,  10.230,     0.9
    53.0,0.000228,  5,  10.235,     0.9
    54.0,0.000224,  5,  10.238,     0.9
    55.0,0.000212,  5,  10.244,     0.9
    56.0,0.000200,  5,  10.244,     0.9
    57.0,0.000217,  5,  10.244,     0.9
    58.0,0.000205,  5,  10.250,     1.0
    59.0,0.000205,  5,  10.252,     1.0
