Run Name,Run 1
Run Date,02:58:29 PM   03-01-16
Method Name,17% isocratic
Export Format Version, 1.00
Method ID, 3021
Points/Second, 5.00
Number of Records,  11610
Offset from Run Start Time,00:00:00
Run End Time,00:38:42
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure,Volume
     0.0,-0.001522, 17,  88.393,   66,     0.0
     0.2,-0.002980, 17,  88.388,   66,     0.0
     0.4,-0.004413, 17,  88.377,   65,     0.0
     0.6,-0.003932, 17,  88.378,   65,     0.0
     0.8,0.000000, 17,  88.371,   65,     0.0
     1.0,0.000000, 17,  88.360,   66,     0.0
     1.2,0.000000, 17,  88.356,   66,     0.0
     1.4,0.000000, 17,  88.348,   65,     0.0
     1.6,0.000000, 17,  88.337,   64,     0.1
     1.8,0.000000, 17,  88.291,   64,     0.1
     2.0,0.000000, 17,  88.285,   65,     0.1
     2.2,0.000000, 17,  88.279,   64,     0.1
     2.4,0.000000, 17,  88.280,   62,     0.1
     2.6,0.000000, 17,  88.263,   63,     0.1
     2.8,0.000000, 17,  88.267,   64,     0.1
     3.0,0.000000, 17,  88.260,   65,     0.1
     3.2,0.000000, 17,  88.256,   65,     0.1
     3.4,0.000000, 17,  88.244,   65,     0.1
     3.6,0.000000, 17,  88.237,   65,     0.1
     3.8,0.000000, 17,  88.235,   65,     0.1
     4.0,0.000000, 17,  88.228,   65,     0.1
     4.2,0.000000, 17,  88.224,   65,     0.1
     4.4,-0.000074, 17,  88.230,   65,     0.1
     4.6,-0.000078, 17,  88.226,   65,     0.2
     4.8,-0.000090, 17,  88.223,   66,     0.2
     5.0,-0.000089, 17,  88.215,   65,     0.2
     5.2,-0.000101, 17,  88.217,   64,     0.2
     5.4,-0.000100, 17,  88.218,   65,     0.2
     5.6,-0.000104, 17,  88.216,   66,     0.2
     5.8,-0.000112, 17,  88.217,   66,     0.2
     6.0,-0.000107, 17,  88.220,   66,     0.2
     6.2,-0.000111, 17,  88.219,   66,     0.2
     6.4,-0.000123, 17,  88.226,   66,     0.2
     6.6,-0.000115, 17,  88.232,   65,     0.2
     6.8,-0.000118, 17,  88.230,   65,     0.2
     7.0,-0.000131, 17,  88.237,   66,     0.2
     7.2,-0.000126, 17,  88.239,   67,     0.2
     7.4,-0.000133, 17,  88.251,   66,     0.2
     7.6,-0.000133, 17,  88.257,   64,     0.3
     7.8,-0.000120, 17,  88.260,   65,     0.3
     8.0,-0.000110, 17,  88.273,   67,     0.3
     8.2,-0.000110, 17,  88.281,   66,     0.3
     8.4,-0.000119, 17,  88.300,   64,     0.3
     8.6,-0.000119, 17,  88.316,   65,     0.3
     8.8,-0.000122, 17,  88.326,   66,     0.3
     9.0,-0.000131, 17,  88.333,   65,     0.3
     9.2,-0.000122, 17,  88.346,   64,     0.3
     9.4,-0.000126, 17,  88.363,   64,     0.3
     9.6,-0.000134, 17,  88.381,   65,     0.3
     9.8,-0.000126, 17,  88.439,   65,     0.3
    10.0,-0.000122, 17,  88.450,   66,     0.3
    10.2,-0.000131, 17,  88.469,   65,     0.3
    10.4,-0.000131, 17,  88.494,   64,     0.3
    10.6,-0.000131, 17,  88.517,   63,     0.4
    10.8,-0.000139, 17,  88.527,   63,     0.4
    11.0,-0.000136, 17,  88.537,   64,     0.4
    11.2,-0.000136, 17,  88.561,   65,     0.4
