Run Name,Run 1
Run Date,03:43:26 PM   03-01-16
Method Name,24% isocratic
Export Format Version, 1.00
Method ID, 2820
Points/Second, 5.00
Number of Records,   4408
Offset from Run Start Time,00:00:00
Run End Time,00:14:48
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure,Volume
     0.0,-0.001294, 24,  88.077,   67,     0.0
     0.2,-0.001294, 24,  88.062,   67,     0.0
     0.4,-0.001294, 24,  88.039,   67,     0.0
     0.6,-0.001294, 24,  88.028,   67,     0.0
     0.8,-0.001294, 24,  88.021,   66,     0.0
     1.0,-0.001294, 24,  88.019,   65,     0.0
     1.2,-0.001294, 24,  87.996,   65,     0.0
     1.4,-0.001294, 24,  87.996,   65,     0.0
     1.6,-0.001290, 24,  87.990,   65,     0.1
     1.8,-0.001290, 24,  87.981,   66,     0.1
     2.0,-0.001286, 24,  87.973,   66,     0.1
     2.2,-0.001295, 24,  87.964,   68,     0.1
     2.4,-0.001283, 24,  87.967,   70,     0.1
     2.6,-0.001283, 24,  87.948,   68,     0.1
     2.8,-0.001286, 24,  87.898,   66,     0.1
     3.0,-0.001290, 24,  87.890,   66,     0.1
     3.2,-0.001285, 24,  87.888,   65,     0.1
     3.4,-0.001290, 24,  87.886,   65,     0.1
     3.6,-0.001290, 24,  87.879,   65,     0.1
     3.8,-0.001286, 24,  87.880,   66,     0.1
     4.0,-0.001283, 24,  87.871,   67,     0.1
     4.2,-0.001286, 24,  87.864,   67,     0.1
     4.4,-0.001286, 24,  87.872,   67,     0.1
     4.6,-0.001283, 24,  87.869,   65,     0.2
     4.8,-0.001283, 24,  87.867,   64,     0.2
     5.0,-0.001283, 24,  87.857,   65,     0.2
     5.2,-0.001287, 24,  87.860,   66,     0.2
     5.4,-0.001287, 24,  87.866,   66,     0.2
     5.6,-0.001287, 24,  87.862,   67,     0.2
     5.8,-0.001284, 24,  87.867,   66,     0.2
     6.0,-0.001291, 24,  87.858,   65,     0.2
     6.2,-0.001286, 24,  87.862,   65,     0.2
     6.4,-0.001278, 24,  87.870,   65,     0.2
     6.6,-0.001278, 24,  87.872,   65,     0.2
     6.8,-0.001290, 24,  87.876,   65,     0.2
     7.0,-0.001295, 24,  87.869,   65,     0.2
     7.2,-0.001295, 24,  87.875,   65,     0.2
     7.4,-0.004387, 24,  87.893,   66,     0.2
     7.6,-0.003840, 24,  87.903,   67,     0.3
     7.8,-0.003204, 24,  87.906,   66,     0.3
     8.0,-0.002821, 24,  87.914,   65,     0.3
     8.2,0.000000, 24,  87.931,   65,     0.3
     8.4,0.000000, 24,  87.941,   65,     0.3
     8.6,0.000000, 24,  87.957,   65,     0.3
     8.8,0.000000, 24,  87.965,   65,     0.3
     9.0,0.000000, 24,  87.972,   65,     0.3
     9.2,0.000000, 24,  87.993,   66,     0.3
     9.4,0.000000, 24,  88.018,   67,     0.3
     9.6,0.000000, 24,  88.086,   68,     0.3
     9.8,0.000000, 24,  88.090,   66,     0.3
    10.0,0.000000, 24,  88.110,   65,     0.3
    10.2,0.000000, 24,  88.127,   65,     0.3
    10.4,0.000000, 24,  88.148,   65,     0.3
    10.6,0.000000, 24,  88.172,   65,     0.4
    10.8,0.000000, 24,  88.184,   65,     0.4
