Run Name,Run 1
Run Date,01:22:51 PM   03-01-16
Method Name,25% isocratic
Export Format Version, 1.00
Method ID, 3042
Points/Second, 5.00
Number of Records,   9796
Offset from Run Start Time,00:00:00
Run End Time,00:32:42
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure,Volume
     0.0,-0.004302, 25,  88.795,   68,     0.0
     0.2,-0.004525, 25,  88.794,   69,     0.0
     0.4,-0.003565, 25,  88.798,   69,     0.0
     0.6,-0.002564, 25,  88.798,   68,     0.0
     0.8,0.000000, 25,  88.628,   67,     0.0
     1.0,0.000000, 25,  88.214,   68,     0.0
     1.2,0.000000, 25,  88.084,   69,     0.0
     1.4,0.000000, 25,  88.064,   68,     0.0
     1.6,0.000000, 25,  88.038,   67,     0.1
     1.8,0.000000, 25,  88.023,   68,     0.1
     2.0,0.000000, 25,  88.010,   69,     0.1
     2.2,0.000000, 25,  87.996,   69,     0.1
     2.4,0.000000, 25,  87.992,   68,     0.1
     2.6,0.000000, 25,  87.984,   68,     0.1
     2.8,0.000000, 25,  87.976,   68,     0.1
     3.0,0.000000, 25,  87.971,   67,     0.1
     3.2,0.000000, 25,  87.959,   66,     0.1
     3.4,0.000000, 25,  87.949,   67,     0.1
     3.6,0.000000, 25,  87.947,   69,     0.1
     3.8,0.000000, 25,  87.932,   69,     0.1
     4.0,0.000000, 25,  87.933,   68,     0.1
     4.2,0.000001, 25,  87.919,   67,     0.1
     4.4,0.000006, 25,  87.913,   67,     0.1
     4.6,0.000011, 25,  87.911,   67,     0.2
     4.8,0.000015, 25,  87.902,   67,     0.2
     5.0,0.000011, 25,  87.902,   67,     0.2
     5.2,-0.000001, 25,  87.894,   67,     0.2
     5.4,-0.000010, 25,  87.884,   68,     0.2
     5.6,-0.000018, 25,  87.841,   70,     0.2
     5.8,-0.000018, 25,  87.831,   68,     0.2
     6.0,-0.000022, 25,  87.828,   66,     0.2
     6.2,-0.000034, 25,  87.827,   67,     0.2
     6.4,-0.000038, 25,  87.818,   67,     0.2
     6.6,-0.000037, 25,  87.809,   67,     0.2
     6.8,-0.000049, 25,  87.809,   67,     0.2
     7.0,-0.000049, 25,  87.805,   67,     0.2
     7.2,-0.000049, 25,  87.799,   67,     0.2
     7.4,-0.000061, 25,  87.789,   67,     0.2
     7.6,-0.000045, 25,  87.786,   67,     0.3
     7.8,-0.000057, 25,  87.790,   67,     0.3
     8.0,-0.000049, 25,  87.794,   66,     0.3
     8.2,-0.000045, 25,  87.793,   66,     0.3
     8.4,-0.000042, 25,  87.794,   66,     0.3
     8.6,-0.000042, 25,  87.795,   67,     0.3
     8.8,-0.000038, 25,  87.798,   68,     0.3
     9.0,-0.000038, 25,  87.799,   67,     0.3
     9.2,-0.000042, 25,  87.806,   67,     0.3
     9.4,-0.000042, 25,  87.810,   66,     0.3
     9.6,-0.000038, 25,  87.814,   65,     0.3
     9.8,-0.000038, 25,  87.819,   66,     0.3
    10.0,-0.000038, 25,  87.832,   67,     0.3
