Run Name,Run 3
Run Date,12:32:41 PM   03-01-16
Method Name,50% Isocratic
Export Format Version, 1.00
Method ID, 3036
Points/Second, 5.00
Number of Records,   3838
Offset from Run Start Time,00:00:00
Run End Time,00:12:48
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure,Volume
     0.0,-0.003743, 50,  87.825,   70,     0.0
     0.2,-0.003245, 50,  87.798,   70,     0.0
     0.4,-0.001949, 50,  87.790,   70,     0.0
     0.6,-0.001555, 50,  87.778,   71,     0.0
     0.8,0.000000, 50,  87.760,   71,     0.0
     1.0,0.000000, 50,  87.753,   71,     0.0
     1.2,0.000000, 50,  87.736,   71,     0.0
     1.4,0.000000, 50,  87.733,   71,     0.0
     1.6,0.000000, 50,  87.716,   71,     0.1
     1.8,0.000000, 50,  87.705,   70,     0.1
     2.0,0.000000, 50,  87.706,   69,     0.1
     2.2,0.000000, 50,  87.698,   70,     0.1
     2.4,0.000000, 50,  87.696,   70,     0.1
     2.6,0.000000, 50,  87.687,   71,     0.1
     2.8,0.000000, 50,  87.671,   72,     0.1
     3.0,0.000000, 50,  87.665,   71,     0.1
     3.2,0.000000, 50,  87.654,   69,     0.1
     3.4,0.000000, 50,  87.646,   70,     0.1
     3.6,0.000000, 50,  87.639,   71,     0.1
     3.8,0.000000, 50,  87.586,   70,     0.1
     4.0,0.000000, 50,  87.586,   70,     0.1
     4.2,0.000000, 50,  87.576,   70,     0.1
     4.4,0.000000, 50,  87.569,   69,     0.1
     4.6,-0.000008, 50,  87.561,   69,     0.2
     4.8,-0.000021, 50,  87.560,   69,     0.2
     5.0,-0.000024, 50,  87.563,   70,     0.2
     5.2,-0.000029, 50,  87.552,   70,     0.2
     5.4,-0.000017, 50,  87.553,   70,     0.2
     5.6,-0.000013, 50,  87.554,   70,     0.2
     5.8,-0.000022, 50,  87.551,   70,     0.2
     6.0,-0.000013, 50,  87.557,   70,     0.2
     6.2,-0.000013, 50,  87.568,   69,     0.2
     6.4,-0.000018, 50,  87.570,   69,     0.2
     6.6,-0.000010, 50,  87.578,   71,     0.2
     6.8,-0.000010, 50,  87.585,   73,     0.2
     7.0,-0.000015, 50,  87.598,   72,     0.2
     7.2,0.000001, 50,  87.601,   70,     0.2
     7.4,0.000001, 50,  87.608,   69,     0.2
     7.6,-0.000004, 50,  87.623,   69,     0.3
     7.8,0.000009, 50,  87.629,   70,     0.3
     8.0,0.000012, 50,  87.661,   70,     0.3
