Run Name,Run 1
Run Date,02:02:33 PM   03-01-16
Method Name,29% isocratic
Export Format Version, 1.00
Method ID, 2948
Points/Second, 5.00
Number of Records,   6146
Offset from Run Start Time,00:00:00
Run End Time,00:20:36
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure,Volume
     0.0,-0.001019,100,  88.200,   66,     0.0
     0.2,-0.001024, 86,  88.189,   66,     0.0
     0.4,-0.001024, 72,  88.182,   66,     0.0
     0.6,-0.001027, 57,  88.183,   67,     0.0
     0.8,-0.001032, 43,  88.169,   67,     0.0
     1.0,-0.001036, 29,  88.164,   67,     0.0
     1.2,-0.001031, 29,  88.162,   66,     0.0
     1.4,-0.001036, 29,  88.151,   67,     0.0
     1.6,-0.001036, 29,  88.147,   68,     0.1
     1.8,-0.001027, 29,  88.140,   67,     0.1
     2.0,-0.001032, 29,  88.090,   66,     0.1
     2.2,-0.001032, 29,  88.087,   67,     0.1
     2.4,-0.004067, 29,  88.082,   69,     0.1
     2.6,-0.003604, 29,  88.078,   68,     0.1
     2.8,-0.002851, 29,  88.071,   67,     0.1
     3.0,-0.002509, 29,  88.081,   67,     0.1
     3.2,0.000000, 29,  88.071,   66,     0.1
     3.4,0.000000, 29,  88.071,   67,     0.1
     3.6,0.000000, 29,  88.069,   67,     0.1
     3.8,0.000000, 29,  88.069,   67,     0.1
     4.0,0.000000, 29,  88.063,   66,     0.1
     4.2,0.000000, 29,  88.056,   66,     0.1
     4.4,0.000000, 29,  88.050,   67,     0.1
     4.6,0.000000, 29,  88.055,   67,     0.2
     4.8,0.000000, 29,  88.053,   67,     0.2
     5.0,0.000000, 29,  88.062,   69,     0.2
     5.2,0.000000, 29,  88.069,   71,     0.2
     5.4,0.000000, 29,  88.071,   69,     0.2
     5.6,0.000000, 29,  88.067,   67,     0.2
     5.8,0.000000, 29,  88.075,   65,     0.2
     6.0,0.000000, 29,  88.094,   63,     0.2
     6.2,0.000000, 29,  88.102,   65,     0.2
     6.4,0.000000, 29,  88.106,   66,     0.2
     6.6,-0.000077, 29,  88.118,   67,     0.2
     6.8,-0.000089, 29,  88.126,   67,     0.2
     7.0,-0.000093, 29,  88.144,   67,     0.2
     7.2,-0.000096, 29,  88.155,   66,     0.2
     7.4,-0.000096, 29,  88.164,   66,     0.2
     7.6,-0.000100, 29,  88.177,   66,     0.3
     7.8,-0.000099, 29,  88.233,   65,     0.3
     8.0,-0.000102, 29,  88.249,   65,     0.3
     8.2,-0.000102, 29,  88.267,   66,     0.3
     8.4,-0.000106, 29,  88.272,   68,     0.3
     8.6,-0.000106, 29,  88.282,   67,     0.3
     8.8,-0.000110, 29,  88.295,   67,     0.3
     9.0,-0.000113, 29,  88.311,   67,     0.3
     9.2,-0.000113, 29,  88.324,   66,     0.3
     9.4,-0.000117, 29,  88.334,   66,     0.3
     9.6,-0.000124, 29,  88.350,   66,     0.3
     9.8,-0.000128, 29,  88.369,   66,     0.3
    10.0,-0.000121, 29,  88.388,   66,     0.3
    10.2,-0.000129, 29,  88.404,   67,     0.3
    10.4,-0.000117, 29,  88.423,   67,     0.3
    10.6,-0.000122, 29,  88.429,   66,     0.4
    10.8,-0.000122, 29,  88.446,   66,     0.4
    11.0,-0.000113, 29,  88.465,   66,     0.4
    11.2,-0.000110, 29,  88.483,   66,     0.4
    11.4,-0.000110, 29,  88.495,   67,     0.4
    11.6,-0.000110, 29,  88.509,   67,     0.4
    11.8,-0.000106, 29,  88.526,   66,     0.4
    12.0,-0.000110, 29,  88.544,   65,     0.4
    12.2,-0.000110, 29,  88.561,   66,     0.4
    12.4,-0.000098, 29,  88.572,   66,     0.4
    12.6,-0.000089, 29,  88.587,   67,     0.4
    12.8,-0.000072, 29,  88.604,   67,     0.4
    13.0,-0.000073, 29,  88.666,   66,     0.4
    13.2,-0.000078, 29,  88.680,   64,     0.4
    13.4,-0.000083, 29,  88.697,   66,     0.4
    13.6,-0.000088, 29,  88.712,   67,     0.5
    13.8,-0.000093, 29,  88.727,   67,     0.5
    14.0,-0.000088, 29,  88.744,   68,     0.5
    14.2,-0.000093, 29,  88.762,   67,     0.5
    14.4,-0.000085, 29,  88.776,   66,     0.5
    14.6,-0.000090, 29,  88.784,   67,     0.5
    14.8,-0.000095, 29,  88.801,   67,     0.5
    15.0,-0.000086, 29,  88.812,   65,     0.5
    15.2,-0.000086, 29,  88.819,   64,     0.5
    15.4,-0.000095, 29,  88.829,   65,     0.5
    15.6,-0.000086, 29,  88.839,   66,     0.5
    15.8,-0.000086, 29,  88.847,   67,     0.5
    16.0,-0.000091, 29,  88.860,   68,     0.5
    16.2,-0.000083, 29,  88.864,   69,     0.5
    16.4,-0.000083, 29,  88.869,   70,     0.5
    16.6,-0.000079, 29,  88.878,   69,     0.6
    16.8,-0.000088, 29,  88.887,   68,     0.6
    17.0,-0.000084, 29,  88.889,   66,     0.6
    17.2,-0.000075, 29,  88.897,   64,     0.6
    17.4,-0.000080, 29,  88.897,   66,     0.6
    17.6,-0.000072, 29,  88.905,   67,     0.6
    17.8,-0.000067, 29,  88.909,   67,     0.6
    18.0,-0.000067, 29,  88.901,   66,     0.6
    18.2,-0.000067, 29,  88.908,   66,     0.6
    18.4,-0.000059, 29,  88.908,   66,     0.6
    18.6,-0.000055, 29,  88.910,   66,     0.6
    18.8,-0.000055, 29,  88.914,   66,     0.6
    19.0,-0.000051, 29,  88.914,   66,     0.6
    19.2,-0.000048, 29,  88.921,   65,     0.6
    19.4,-0.000044, 29,  88.924,   66,     0.6
    19.6,-0.000040, 29,  88.921,   66,     0.7
    19.8,-0.000033, 29,  88.923,   67,     0.7
    20.0,-0.000026, 29,  88.920,   67,     0.7
    20.2,-0.000022, 29,  88.916,   67,     0.7
    20.4,-0.000014, 29,  88.917,   66,     0.7
    20.6,-0.000016, 29,  88.918,   66,     0.7
    20.8,-0.000012, 29,  88.915,   67,     0.7
    21.0,-0.000008, 29,  88.914,   66,     0.7
    21.2,-0.000013, 29,  88.911,   64,     0.7
    21.4,-0.000001, 29,  88.907,   66,     0.7
    21.6,0.000006, 29,  88.914,   67,     0.7
    21.8,-0.000002, 29,  88.907,   67,     0.7
    22.0,0.000006, 29,  88.901,   66,     0.7
    22.2,0.000006, 29,  88.905,   66,     0.7
    22.4,0.000003, 29,  88.898,   65,     0.7
    22.6,0.000008, 29,  88.900,   66,     0.8
    22.8,0.000016, 29,  88.899,   66,     0.8
    23.0,0.000021, 29,  88.889,   65,     0.8
    23.2,0.000026, 29,  88.884,   65,     0.8
    23.4,0.000026, 29,  88.889,   65,     0.8
    23.6,0.000026, 29,  88.884,   66,     0.8
    23.8,0.000029, 29,  88.885,   66,     0.8
    24.0,0.000021, 29,  88.880,   67,     0.8
    24.2,0.000012, 29,  88.877,   66,     0.8
    24.4,0.000012, 29,  88.878,   65,     0.8
    24.6,0.000009, 29,  88.876,   65,     0.8
    24.8,0.000005, 29,  88.876,   66,     0.8
    25.0,-0.000003, 29,  88.875,   66,     0.8
    25.2,0.000005, 29,  88.877,   65,     0.8
    25.4,0.000001, 29,  88.875,   65,     0.8
    25.6,-0.000007, 29,  88.877,   65,     0.9
    25.8,-0.000007, 29,  88.877,   66,     0.9
    26.0,-0.000003, 29,  88.872,   66,     0.9
    26.2,-0.000003, 29,  88.869,   66,     0.9
    26.4,0.000001, 29,  88.868,   65,     0.9
    26.6,0.000005, 29,  88.872,   67,     0.9
    26.8,-0.000003, 29,  88.869,   69,     0.9
    27.0,0.000001, 29,  88.870,   66,     0.9
    27.2,0.000005, 29,  88.873,   64,     0.9
    27.4,-0.000007, 29,  88.876,   66,     0.9
    27.6,-0.000014, 29,  88.876,   69,     0.9
    27.8,-0.000011, 29,  88.878,   67,     0.9
    28.0,-0.000011, 29,  88.881,   65,     0.9
    28.2,-0.000014, 29,  88.885,   65,     0.9
    28.4,-0.000011, 29,  88.894,   66,     0.9
    28.6,-0.000014, 29,  88.893,   66,     1.0
    28.8,-0.000018, 29,  88.895,   66,     1.0
    29.0,-0.000018, 29,  88.892,   65,     1.0
    29.2,-0.000018, 29,  88.901,   64,     1.0
    29.4,-0.000022, 29,  88.904,   64,     1.0
    29.6,-0.000022, 29,  88.909,   64,     1.0
    29.8,-0.000018, 29,  88.911,   65,     1.0
    30.0,-0.000013, 29,  88.909,   67,     1.0
    30.2,-0.000013, 29,  88.916,   65,     1.0
    30.4,-0.000010, 29,  88.918,   64,     1.0
    30.6,-0.000010, 29,  88.921,   65,     1.0
    30.8,-0.000010, 29,  88.927,   66,     1.0
    31.0,-0.000018, 29,  88.924,   66,     1.0
    31.2,-0.000010, 29,  88.934,   66,     1.0
    31.4,-0.000010, 29,  88.936,   66,     1.0
    31.6,-0.000010, 29,  88.943,   66,     1.1
    31.8,-0.000010, 29,  88.948,   66,     1.1
    32.0,-0.000005, 29,  88.942,   67,     1.1
    32.2,-0.000001, 29,  88.947,   66,     1.1
    32.4,-0.000006, 29,  88.998,   65,     1.1
    32.6,-0.000006, 29,  89.005,   65,     1.1
    32.8,-0.000002, 29,  89.004,   65,     1.1
    33.0,-0.000011, 29,  88.999,   65,     1.1
    33.2,-0.000006, 29,  89.007,   65,     1.1
    33.4,-0.000002, 29,  89.008,   66,     1.1
    33.6,-0.000011, 29,  89.004,   66,     1.1
    33.8,-0.000011, 29,  89.010,   66,     1.1
    34.0,-0.000007, 29,  89.004,   65,     1.1
    34.2,-0.000007, 29,  89.009,   65,     1.1
    34.4,-0.000003, 29,  89.013,   64,     1.1
    34.6,-0.000003, 29,  89.014,   65,     1.2
    34.8,-0.000007, 29,  89.014,   66,     1.2
    35.0,-0.000011, 29,  89.006,   66,     1.2
    35.2,-0.000007, 29,  89.009,   66,     1.2
    35.4,-0.000007, 29,  89.015,   65,     1.2
    35.6,-0.000007, 29,  89.015,   65,     1.2
    35.8,-0.000003, 29,  89.012,   66,     1.2
    36.0,-0.000003, 29,  89.005,   68,     1.2
    36.2,-0.000007, 29,  89.007,   66,     1.2
    36.4,-0.000003, 29,  89.010,   64,     1.2
    36.6,-0.000003, 29,  89.009,   64,     1.2
    36.8,-0.000007, 29,  89.014,   65,     1.2
    37.0,-0.000007, 29,  89.006,   64,     1.2
    37.2,-0.000003, 29,  89.008,   64,     1.2
    37.4,-0.000016, 29,  89.007,   65,     1.2
    37.6,-0.000007, 29,  89.004,   66,     1.3
    37.8,-0.000012, 29,  89.002,   67,     1.3
    38.0,-0.000012, 29,  88.998,   67,     1.3
    38.2,-0.000003, 29,  88.998,   66,     1.3
    38.4,0.000000, 29,  88.998,   65,     1.3
    38.6,0.000000, 29,  89.000,   67,     1.3
    38.8,0.000000, 29,  88.996,   69,     1.3
    39.0,0.000004, 29,  88.989,   67,     1.3
    39.2,0.000004, 29,  88.990,   66,     1.3
    39.4,0.000009, 29,  88.994,   65,     1.3
    39.6,0.000005, 29,  88.992,   65,     1.3
    39.8,-0.000003, 29,  88.982,   65,     1.3
    40.0,0.000001, 29,  88.974,   66,     1.3
    40.2,0.000010, 29,  88.981,   66,     1.3
    40.4,0.000006, 29,  88.980,   65,     1.3
    40.6,0.000011, 29,  88.978,   65,     1.4
    40.8,0.000023, 29,  88.975,   64,     1.4
    41.0,0.000023, 29,  88.975,   65,     1.4
    41.2,0.000011, 29,  88.971,   66,     1.4
    41.4,0.000015, 29,  88.970,   65,     1.4
    41.6,0.000015, 29,  88.971,   65,     1.4
    41.8,0.000011, 29,  88.963,   65,     1.4
    42.0,0.000011, 29,  88.961,   65,     1.4
    42.2,0.000016, 29,  88.955,   65,     1.4
    42.4,0.000022, 29,  88.954,   64,     1.4
    42.6,0.000013, 29,  88.956,   65,     1.4
    42.8,0.000008, 29,  88.953,   66,     1.4
    43.0,0.000008, 29,  88.951,   65,     1.4
    43.2,-0.000008, 29,  88.951,   65,     1.4
    43.4,-0.000008, 29,  88.951,   65,     1.4
