Run Name,Run 1
Run Date,05:18:57 PM   03-01-16
Method Name,11% isocratic
Export Format Version, 1.00
Method ID, 3007
Points/Second, 5.00
Number of Records,   7590
Offset from Run Start Time,00:00:00
Run End Time,00:25:17
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure,Volume
     0.0,-0.002647,100,  88.467,   68,     0.0
     0.2,-0.002643, 82,  88.452,   66,     0.0
     0.4,-0.002660, 64,  88.437,   65,     0.0
     0.6,-0.002660, 47,  88.435,   67,     0.0
     0.8,-0.002656, 29,  88.435,   69,     0.0
     1.0,-0.002665, 11,  88.410,   67,     0.0
     1.2,-0.002758, 11,  88.405,   66,     0.0
     1.4,-0.002803, 11,  88.399,   68,     0.0
     1.6,-0.006166, 11,  88.389,   69,     0.1
     1.8,-0.004850, 11,  88.384,   68,     0.1
     2.0,0.000000, 11,  88.371,   67,     0.1
     2.2,0.000000, 11,  88.366,   66,     0.1
     2.4,0.000000, 11,  88.348,   66,     0.1
     2.6,0.000000, 11,  88.342,   67,     0.1
     2.8,0.000000, 11,  88.332,   67,     0.1
     3.0,0.000000, 11,  88.320,   67,     0.1
     3.2,0.000000, 11,  88.272,   67,     0.1
     3.4,0.000000, 11,  88.262,   66,     0.1
     3.6,0.000000, 11,  88.254,   65,     0.1
     3.8,0.000000, 11,  88.250,   64,     0.1
     4.0,0.000000, 11,  88.245,   64,     0.1
     4.2,0.000000, 11,  88.244,   65,     0.1
     4.4,0.000000, 11,  88.239,   65,     0.1
     4.6,0.000000, 11,  88.238,   66,     0.2
     4.8,0.000000, 11,  88.235,   67,     0.2
     5.0,0.000000, 11,  88.234,   65,     0.2
     5.2,0.000000, 11,  88.233,   64,     0.2
     5.4,0.000000, 11,  88.236,   64,     0.2
     5.6,-0.000007, 11,  88.241,   63,     0.2
     5.8,-0.000006, 11,  88.244,   65,     0.2
     6.0,-0.000005, 11,  88.244,   66,     0.2
     6.2,-0.000017, 11,  88.254,   66,     0.2
     6.4,-0.000017, 11,  88.253,   66,     0.2
     6.6,-0.000021, 11,  88.270,   65,     0.2
     6.8,-0.000021, 11,  88.287,   63,     0.2
     7.0,-0.000012, 11,  88.297,   65,     0.2
     7.2,-0.000003, 11,  88.299,   66,     0.2
     7.4,-0.000011, 11,  88.315,   66,     0.2
     7.6,-0.000020, 11,  88.320,   65,     0.3
     7.8,-0.000023, 11,  88.341,   65,     0.3
     8.0,-0.000027, 11,  88.352,   65,     0.3
     8.2,-0.000034, 11,  88.418,   65,     0.3
     8.4,-0.000025, 11,  88.434,   65,     0.3
     8.6,-0.000033, 11,  88.447,   64,     0.3
