Run Name,Run 1
Run Date,04:55:12 PM   03-01-16
Method Name,13% isocratic
Export Format Version, 1.00
Method ID, 3004
Points/Second, 5.00
Number of Records,   5278
Offset from Run Start Time,00:00:00
Run End Time,00:17:36
Time,Second
QuadTec 1, (280.0 nm), AU
Trace 2,<Not Selected>
Gradient Pump,%B
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Conductivity,mS/cm
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,Gradient Pump,Conductivity,GP Pressure,Volume
     0.0,-0.002337,100,  88.298,   68,     0.0
     0.2,-0.002338, 83,  88.284,   67,     0.0
     0.4,-0.002343, 65,  88.270,   67,     0.0
     0.6,-0.002351, 48,  88.265,   65,     0.0
     0.8,-0.002351, 30,  88.263,   64,     0.0
     1.0,-0.002351, 13,  88.253,   66,     0.0
     1.2,-0.002342, 13,  88.243,   67,     0.0
     1.4,-0.002350, 13,  88.239,   67,     0.0
     1.6,-0.002346, 13,  88.228,   67,     0.1
     1.8,-0.002343, 13,  88.220,   67,     0.1
     2.0,-0.002347, 13,  88.220,   67,     0.1
     2.2,-0.002344, 13,  88.205,   70,     0.1
     2.4,-0.002004, 13,  88.203,   72,     0.1
     2.6,-0.004631, 13,  88.199,   68,     0.1
     2.8,-0.005195, 13,  88.189,   64,     0.1
     3.0,-0.004190, 13,  88.181,   64,     0.1
     3.2,0.000000, 13,  88.125,   63,     0.1
     3.4,0.000000, 13,  88.125,   64,     0.1
     3.6,0.000000, 13,  88.118,   66,     0.1
     3.8,0.000000, 13,  88.121,   66,     0.1
     4.0,0.000000, 13,  88.122,   67,     0.1
     4.2,0.000000, 13,  88.119,   66,     0.1
     4.4,0.000000, 13,  88.116,   65,     0.1
     4.6,0.000000, 13,  88.113,   64,     0.2
     4.8,0.000000, 13,  88.112,   64,     0.2
     5.0,0.000000, 13,  88.122,   64,     0.2
     5.2,0.000000, 13,  88.126,   65,     0.2
     5.4,0.000000, 13,  88.119,   65,     0.2
     5.6,0.000000, 13,  88.123,   65,     0.2
     5.8,0.000000, 13,  88.132,   65,     0.2
     6.0,0.000000, 13,  88.138,   65,     0.2
     6.2,0.000000, 13,  88.139,   65,     0.2
     6.4,0.000000, 13,  88.151,   64,     0.2
     6.6,-0.000040, 13,  88.154,   64,     0.2
     6.8,-0.000028, 13,  88.161,   64,     0.2
     7.0,-0.000028, 13,  88.166,   64,     0.2
     7.2,-0.000023, 13,  88.181,   63,     0.2
     7.4,-0.000027, 13,  88.191,   65,     0.2
     7.6,-0.000034, 13,  88.198,   67,     0.3
     7.8,-0.000042, 13,  88.212,   66,     0.3
     8.0,-0.000042, 13,  88.232,   65,     0.3
     8.2,-0.000050, 13,  88.291,   64,     0.3
     8.4,-0.000043, 13,  88.307,   64,     0.3
     8.6,-0.000043, 13,  88.315,   64,     0.3
     8.8,-0.000059, 13,  88.331,   64,     0.3
     9.0,-0.000058, 13,  88.356,   65,     0.3
     9.2,-0.000058, 13,  88.369,   66,     0.3
     9.4,-0.000066, 13,  88.383,   65,     0.3
     9.6,-0.000058, 13,  88.394,   64,     0.3
     9.8,-0.000061, 13,  88.414,   66,     0.3
    10.0,-0.000073, 13,  88.440,   67,     0.3
    10.2,-0.000069, 13,  88.454,   67,     0.3
    10.4,-0.000069, 13,  88.465,   67,     0.3
    10.6,-0.000073, 13,  88.483,   66,     0.4
    10.8,-0.000058, 13,  88.498,   65,     0.4
    11.0,-0.000058, 13,  88.518,   66,     0.4
    11.2,-0.000058, 13,  88.535,   67,     0.4
    11.4,-0.000049, 13,  88.551,   66,     0.4
    11.6,-0.000048, 13,  88.568,   65,     0.4
    11.8,-0.000056, 13,  88.586,   65,     0.4
    12.0,-0.000048, 13,  88.607,   64,     0.4
    12.2,-0.000044, 13,  88.629,   66,     0.4
    12.4,-0.000044, 13,  88.641,   67,     0.4
    12.6,-0.000058, 13,  88.656,   66,     0.4
    12.8,-0.000058, 13,  88.714,   66,     0.4
    13.0,-0.000054, 13,  88.733,   65,     0.4
    13.2,-0.000062, 13,  88.752,   64,     0.4
    13.4,-0.000050, 13,  88.759,   64,     0.4
    13.6,-0.000047, 13,  88.774,   64,     0.5
    13.8,-0.000059, 13,  88.792,   66,     0.5
    14.0,-0.000050, 13,  88.808,   68,     0.5
    14.2,-0.000047, 13,  88.822,   67,     0.5
    14.4,-0.000050, 13,  88.834,   65,     0.5
    14.6,-0.000042, 13,  88.850,   64,     0.5
    14.8,-0.000038, 13,  88.863,   63,     0.5
    15.0,-0.000043, 13,  88.879,   64,     0.5
    15.2,-0.000039, 13,  88.895,   65,     0.5
    15.4,-0.000032, 13,  88.907,   65,     0.5
    15.6,-0.000037, 13,  88.922,   65,     0.5
    15.8,-0.000028, 13,  88.930,   65,     0.5
    16.0,-0.000029, 13,  88.947,   64,     0.5
    16.2,-0.000026, 13,  88.956,   65,     0.5
    16.4,-0.000026, 13,  88.962,   65,     0.5
    16.6,-0.000026, 13,  88.968,   65,     0.6
    16.8,-0.000021, 13,  88.980,   65,     0.6
    17.0,-0.000008, 13,  88.986,   64,     0.6
    17.2,-0.000008, 13,  88.999,   62,     0.6
    17.4,-0.000008, 13,  88.998,   64,     0.6
    17.6,0.000001, 13,  89.004,   66,     0.6
    17.8,0.000009, 13,  89.008,   66,     0.6
    18.0,0.000009, 13,  89.012,   65,     0.6
    18.2,0.000009, 13,  89.018,   64,     0.6
    18.4,0.000013, 13,  89.025,   64,     0.6
    18.6,0.000005, 13,  89.023,   65,     0.6
    18.8,-0.000000, 13,  89.026,   65,     0.6
    19.0,-0.000005, 13,  89.026,   64,     0.6
    19.2,-0.000014, 13,  89.032,   62,     0.6
    19.4,0.000003, 13,  89.030,   63,     0.6
    19.6,0.000007, 13,  89.037,   64,     0.7
    19.8,0.000014, 13,  89.039,   66,     0.7
    20.0,0.000013, 13,  89.047,   68,     0.7
    20.2,0.000017, 13,  89.041,   66,     0.7
    20.4,0.000016, 13,  89.044,   65,     0.7
    20.6,0.000028, 13,  89.049,   65,     0.7
    20.8,0.000036, 13,  89.045,   65,     0.7
    21.0,0.000044, 13,  89.047,   65,     0.7
    21.2,0.000030, 13,  89.049,   64,     0.7
    21.4,0.000034, 13,  89.050,   64,     0.7
    21.6,0.000038, 13,  89.053,   65,     0.7
    21.8,0.000033, 13,  89.056,   64,     0.7
    22.0,0.000038, 13,  89.052,   64,     0.7
    22.2,0.000029, 13,  89.051,   64,     0.7
    22.4,0.000033, 13,  89.051,   64,     0.7
    22.6,0.000029, 13,  89.055,   65,     0.8
    22.8,0.000021, 13,  89.051,   65,     0.8
    23.0,0.000033, 13,  89.055,   65,     0.8
    23.2,0.000029, 13,  89.051,   65,     0.8
    23.4,0.000017, 13,  89.045,   63,     0.8
    23.6,0.000026, 13,  89.051,   62,     0.8
    23.8,0.000022, 13,  89.051,   64,     0.8
    24.0,0.000018, 13,  89.042,   66,     0.8
    24.2,0.000018, 13,  89.045,   65,     0.8
    24.4,0.000030, 13,  89.045,   64,     0.8
    24.6,0.000030, 13,  89.048,   64,     0.8
    24.8,0.000015, 13,  89.046,   64,     0.8
    25.0,0.000016, 13,  89.038,   65,     0.8
    25.2,0.000019, 13,  89.034,   65,     0.8
    25.4,0.000011, 13,  89.031,   64,     0.8
    25.6,0.000019, 13,  89.028,   63,     0.9
    25.8,0.000019, 13,  89.030,   62,     0.9
    26.0,0.000007, 13,  89.026,   61,     0.9
    26.2,0.000008, 13,  89.021,   63,     0.9
    26.4,0.000008, 13,  89.025,   65,     0.9
    26.6,0.000021, 13,  89.022,   66,     0.9
    26.8,0.000038, 13,  89.019,   66,     0.9
    27.0,0.000041, 13,  89.017,   65,     0.9
    27.2,0.000028, 13,  89.016,   63,     0.9
    27.4,0.000019, 13,  89.015,   63,     0.9
    27.6,0.000023, 13,  89.012,   64,     0.9
    27.8,0.000015, 13,  89.017,   65,     0.9
    28.0,0.000023, 13,  89.012,   66,     0.9
    28.2,0.000019, 13,  89.006,   64,     0.9
    28.4,0.000023, 13,  89.003,   62,     0.9
    28.6,0.000019, 13,  89.005,   64,     1.0
    28.8,0.000024, 13,  89.011,   66,     1.0
    29.0,0.000028, 13,  88.994,   65,     1.0
    29.2,0.000024, 13,  89.000,   64,     1.0
    29.4,0.000041, 13,  88.998,   64,     1.0
    29.6,0.000045, 13,  89.005,   63,     1.0
    29.8,0.000045, 13,  89.003,   66,     1.0
    30.0,0.000045, 13,  88.994,   68,     1.0
    30.2,0.000049, 13,  88.996,   66,     1.0
    30.4,0.000040, 13,  88.995,   63,     1.0
    30.6,0.000032, 13,  88.995,   64,     1.0
    30.8,0.000035, 13,  88.998,   65,     1.0
    31.0,0.000044, 13,  88.994,   64,     1.0
    31.2,0.000052, 13,  88.992,   63,     1.0
    31.4,0.000056, 13,  88.996,   64,     1.0
    31.6,0.000052, 13,  88.995,   65,     1.1
    31.8,0.000049, 13,  88.994,   64,     1.1
    32.0,0.000056, 13,  88.991,   64,     1.1
    32.2,0.000048, 13,  88.988,   63,     1.1
    32.4,0.000051, 13,  88.991,   63,     1.1
    32.6,0.000055, 13,  88.987,   63,     1.1
    32.8,0.000046, 13,  88.992,   63,     1.1
    33.0,0.000043, 13,  88.976,   64,     1.1
    33.2,0.000043, 13,  88.976,   64,     1.1
    33.4,0.000038, 13,  88.975,   64,     1.1
    33.6,0.000038, 13,  88.968,   63,     1.1
    33.8,0.000029, 13,  88.964,   63,     1.1
    34.0,0.000033, 13,  88.959,   63,     1.1
    34.2,0.000033, 13,  88.958,   63,     1.1
    34.4,0.000033, 13,  88.953,   64,     1.1
    34.6,0.000038, 13,  88.948,   63,     1.2
    34.8,0.000043, 13,  88.947,   63,     1.2
    35.0,0.000039, 13,  88.940,   64,     1.2
    35.2,0.000048, 13,  88.938,   65,     1.2
    35.4,0.000052, 13,  88.935,   64,     1.2
    35.6,0.000056, 13,  88.930,   62,     1.2
    35.8,0.000043, 13,  88.931,   62,     1.2
    36.0,0.000042, 13,  88.927,   62,     1.2
    36.2,0.000045, 13,  88.924,   62,     1.2
    36.4,0.000040, 13,  88.923,   62,     1.2
    36.6,0.000045, 13,  88.920,   64,     1.2
    36.8,0.000049, 13,  88.924,   66,     1.2
    37.0,0.000040, 13,  88.912,   65,     1.2
    37.2,0.000049, 13,  88.913,   63,     1.2
    37.4,0.000045, 13,  88.909,   65,     1.2
    37.6,0.000033, 13,  88.909,   66,     1.3
    37.8,0.000042, 13,  88.911,   65,     1.3
    38.0,0.000042, 13,  88.905,   64,     1.3
    38.2,0.000042, 13,  88.904,   63,     1.3
    38.4,0.000038, 13,  88.908,   62,     1.3
    38.6,0.000051, 13,  88.908,   64,     1.3
    38.8,0.000051, 13,  88.905,   66,     1.3
    39.0,0.000046, 13,  88.899,   65,     1.3
    39.2,0.000046, 13,  88.906,   64,     1.3
    39.4,0.000046, 13,  88.899,   64,     1.3
    39.6,0.000045, 13,  88.902,   64,     1.3
    39.8,0.000045, 13,  88.896,   66,     1.3
    40.0,0.000037, 13,  88.895,   68,     1.3
    40.2,0.000037, 13,  88.894,   65,     1.3
    40.4,0.000033, 13,  88.889,   62,     1.3
    40.6,0.000025, 13,  88.883,   64,     1.4
    40.8,0.000033, 13,  88.884,   65,     1.4
    41.0,0.000033, 13,  88.872,   65,     1.4
    41.2,0.000025, 13,  88.871,   64,     1.4
    41.4,0.000033, 13,  88.873,   65,     1.4
    41.6,0.000033, 13,  88.869,   65,     1.4
    41.8,0.000025, 13,  88.867,   64,     1.4
    42.0,0.000029, 13,  88.864,   63,     1.4
    42.2,0.000026, 13,  88.864,   62,     1.4
    42.4,0.000022, 13,  88.859,   62,     1.4
    42.6,0.000027, 13,  88.858,   63,     1.4
    42.8,0.000036, 13,  88.860,   63,     1.4
    43.0,0.000036, 13,  88.856,   63,     1.4
    43.2,0.000023, 13,  88.857,   62,     1.4
    43.4,0.000027, 13,  88.855,   63,     1.4
    43.6,0.000030, 13,  88.859,   64,     1.5
    43.8,0.000030, 13,  88.863,   63,     1.5
    44.0,0.000044, 13,  88.863,   63,     1.5
    44.2,0.000051, 13,  88.863,   62,     1.5
    44.4,0.000046, 13,  88.862,   62,     1.5
    44.6,0.000046, 13,  88.861,   62,     1.5
    44.8,0.000042, 13,  88.863,   61,     1.5
    45.0,0.000045, 13,  88.863,   63,     1.5
    45.2,0.000033, 13,  88.865,   65,     1.5
    45.4,0.000033, 13,  88.867,   65,     1.5
    45.6,0.000025, 13,  88.866,   65,     1.5
    45.8,0.000033, 13,  88.862,   64,     1.5
    46.0,0.000038, 13,  88.860,   63,     1.5
    46.2,0.000033, 13,  88.861,   62,     1.5
    46.4,0.000033, 13,  88.864,   61,     1.5
    46.6,0.000029, 13,  88.862,   63,     1.6
    46.8,0.000021, 13,  88.866,   64,     1.6
    47.0,0.000033, 13,  88.861,   64,     1.6
    47.2,0.000029, 13,  88.866,   63,     1.6
    47.4,0.000021, 13,  88.861,   65,     1.6
    47.6,0.000021, 13,  88.867,   66,     1.6
    47.8,0.000017, 13,  88.866,   65,     1.6
    48.0,0.000009, 13,  88.866,   64,     1.6
    48.2,0.000009, 13,  88.860,   63,     1.6
    48.4,0.000017, 13,  88.866,   62,     1.6
    48.6,0.000009, 13,  88.859,   64,     1.6
    48.8,0.000017, 13,  88.863,   65,     1.6
    49.0,0.000026, 13,  88.865,   65,     1.6
    49.2,0.000017, 13,  88.859,   64,     1.6
    49.4,0.000026, 13,  88.859,   64,     1.6
    49.6,0.000026, 13,  88.860,   64,     1.7
    49.8,0.000017, 13,  88.864,   65,     1.7
    50.0,0.000029, 13,  88.853,   66,     1.7
    50.2,0.000029, 13,  88.859,   64,     1.7
    50.4,0.000021, 13,  88.859,   63,     1.7
    50.6,0.000033, 13,  88.854,   63,     1.7
    50.8,0.000033, 13,  88.857,   64,     1.7
    51.0,0.000025, 13,  88.858,   63,     1.7
    51.2,0.000029, 13,  88.856,   61,     1.7
    51.4,0.000026, 13,  88.855,   64,     1.7
    51.6,0.000022, 13,  88.851,   66,     1.7
    51.8,0.000030, 13,  88.845,   65,     1.7
    52.0,0.000044, 13,  88.842,   63,     1.7
    52.2,0.000044, 13,  88.841,   63,     1.7
    52.4,0.000027, 13,  88.839,   63,     1.7
    52.6,0.000030, 13,  88.839,   64,     1.8
    52.8,0.000030, 13,  88.833,   65,     1.8
    53.0,0.000022, 13,  88.827,   63,     1.8
    53.2,0.000030, 13,  88.829,   61,     1.8
    53.4,0.000022, 13,  88.826,   62,     1.8
    53.6,0.000022, 13,  88.822,   62,     1.8
    53.8,0.000018, 13,  88.821,   62,     1.8
    54.0,0.000018, 13,  88.821,   63,     1.8
    54.2,0.000014, 13,  88.821,   64,     1.8
    54.4,0.000014, 13,  88.816,   65,     1.8
    54.6,0.000026, 13,  88.816,   63,     1.8
    54.8,0.000017, 13,  88.812,   61,     1.8
    55.0,0.000014, 13,  88.809,   62,     1.8
    55.2,0.000015, 13,  88.807,   63,     1.8
    55.4,0.000006, 13,  88.804,   63,     1.8
    55.6,0.000015, 13,  88.798,   63,     1.9
    55.8,0.000018, 13,  88.804,   63,     1.9
    56.0,0.000014, 13,  88.799,   63,     1.9
    56.2,0.000018, 13,  88.791,   64,     1.9
    56.4,0.000015, 13,  88.792,   64,     1.9
    56.6,0.000014, 13,  88.784,   63,     1.9
    56.8,0.000022, 13,  88.781,   62,     1.9
    57.0,0.000026, 13,  88.771,   62,     1.9
    57.2,0.000021, 13,  88.765,   62,     1.9
    57.4,0.000033, 13,  88.760,   64,     1.9
    57.6,0.000033, 13,  88.754,   66,     1.9
    57.8,0.000025, 13,  88.743,   65,     1.9
    58.0,0.000037, 13,  88.732,   63,     1.9
    58.2,0.000037, 13,  88.723,   64,     1.9
    58.4,0.000028, 13,  88.712,   65,     1.9
    58.6,0.000037, 13,  88.700,   64,     2.0
    58.8,0.000029, 13,  88.693,   63,     2.0
    59.0,0.000021, 13,  88.676,   64,     2.0
    59.2,0.000037, 13,  88.660,   64,     2.0
    59.4,0.000037, 13,  88.649,   64,     2.0
    59.6,0.000032, 13,  88.630,   63,     2.0
    59.8,0.000039, 13,  88.615,   63,     2.0
    60.0,0.000043, 13,  88.595,   63,     2.0
    60.2,0.000034, 13,  88.573,   63,     2.0
    60.4,0.000039, 13,  88.559,   64,     2.0
    60.6,0.000037, 13,  88.540,   63,     2.0
    60.8,0.000032, 13,  88.473,   62,     2.0
    61.0,0.000040, 13,  88.449,   62,     2.0
    61.2,0.000040, 13,  88.423,   62,     2.0
    61.4,0.000036, 13,  88.406,   63,     2.0
    61.6,0.000044, 13,  88.383,   65,     2.1
    61.8,0.000048, 13,  88.358,   64,     2.1
